@  {'test_corpus_file': 'LHM_corpus.txt', 'test_corpus_folder': 'study-4c-LHM', 'study_folder': 'study-4c-LHM/', 'author': 'PauliBrattico', 'year': 2021, 'date': 'March', 'study_id': 1, 'only_first_solution': False, 'logging': True, 'ignore_ungrammatical_sentences': False, 'datatake_resources': True, 'datatake_resource_sequence': False, 'datatake_timings': False, 'datatake_images': False, 'image_parameter_stop_after_each_image': False, 'image_parameter_show_words': True, 'image_parameter_nolabels': False, 'image_parameter_spellout': False, 'image_parameter_case': False, 'image_parameter_show_sentences': False, 'image_parameter_show_glosses': True, 'extra_ranking': True, 'filter': True, 'lexical_anticipation': True, 'closure': 'Bottom-up', 'working_memory': True, 'positive_spec_selection': 100, 'negative_spec_selection': -100, 'break_head_comp_relations': -100, 'negative_tail_test': -100, 'positive_head_comp_selection': 100, 'negative_head_comp_selection': -100, 'negative_semantics_match': -100, 'lf_legibility_condition': -100, 'negative_adverbial_test': -100, 'positive_adverbial_test': 100}
@  2021-03-06 14:38:54.791107
@  Test sentences from language data working directory\study-4c-LHM\LHM_corpus.txt.
@  Logs into language data working directory\study-4c-LHM\LHM_corpus_log.txt.
@  Lexicon from language data working directory\lexicon.txt.
@  Redundancy rules from language data working directory\redundancy_rules.txt.
@  Universal morphemes from language data working directory\ug_morphemes.txt.
@ 
@ 
Number,Sentence,Study_ID,Group 0,Group 1,Total Time,Garden Paths,Memory Reactivation,Steps,Merge,Move Head,Move Phrase,A-Move Phrase,A-bar Move Phrase,Move Adjunct,Agree,Phi,Transfer,Item streamed into syntax,Feature Processing,Extraposition,Inflection,Failed Transfer,LF recovery,LF test,Filter solution,Rank solution,Lexical retrieval,Morphological decomposition,Mean time per word,Asymmetric Merge,Sink,External Tail Test,Execution time (ms)	
238,ihaile#[hAn] Pekka ei Merjaa ,1,3,0,3455,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,14,8,3,15,8,2,23,5,863,37,5,30,62
239,ihaile#[kO] Pekka ei Merjaa ,1,3,0,3430,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,14,8,3,15,8,2,23,5,857,37,5,30,62
240,ihaile#[pA] Pekka ei Merjaa ,1,3,0,3430,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,14,8,3,15,8,2,23,5,857,37,5,30,78
241,ihaile#[foc]#[hAn] Pekka ei Merjaa ,1,3,0,3765,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,15,8,3,15,8,2,24,5,941,37,5,30,62
242,ihaile#[foc]#[kO] Pekka ei Merjaa ,1,3,0,3740,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,15,8,3,15,8,2,24,5,935,37,5,30,62
243,ihaile#[foc]#[pA] Pekka ei Merjaa ,1,3,0,3740,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,15,8,3,15,8,2,24,5,935,37,5,30,46
244,ihaile#[kO]#[hAn] Pekka ei Merjaa ,1,3,0,3715,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,15,8,3,15,8,2,24,5,928,37,5,30,46
245,ihaile#[pA]#[hAn] Pekka ei Merjaa ,1,3,0,3715,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,15,8,3,15,8,2,24,5,928,37,5,30,46
246,ihaile#[foc]#[kO]#[hAn] Pekka ei Merjaa ,1,3,0,4025,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,16,8,3,15,8,2,25,5,1006,37,5,30,62
247,ihaile#[foc]#[pA]#[hAn] Pekka ei Merjaa ,1,3,0,4025,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,16,8,3,15,8,2,25,5,1006,37,5,30,46
248,myi#C/op Pekka omaisuutensa ,1,3,0,2795,0,0,8,7,10,2,0,0,2,4,6,6,8,0,0,10,3,2,9,6,2,18,4,931,24,5,17,31
249,ihaillut#C/op Pekka on' Merjaa ,1,3,0,3985,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,15,6,3,18,8,4,25,5,996,108,10,84,62
250,ihaillut#[foc] Pekka on' Merjaa ,1,3,0,4010,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,15,6,3,18,8,4,25,5,1002,108,10,84,62
251,ihaillut#[hAn] Pekka on' Merjaa ,1,3,0,4010,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,15,6,3,18,8,4,25,5,1002,108,10,84,62
252,ihaillut#[kO] Pekka on' Merjaa ,1,3,0,3985,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,15,6,3,18,8,4,25,5,996,108,10,84,62
253,ihaillut#[pA] Pekka on' Merjaa ,1,3,0,3985,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,15,6,3,18,8,4,25,5,996,108,10,84,62
254,ihaillut#[foc]#[hAn] Pekka on' Merjaa ,1,3,0,4320,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,16,6,3,18,8,4,26,5,1080,108,10,84,62
255,ihaillut#[foc]#[kO] Pekka on' Merjaa ,1,3,0,4295,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,16,6,3,18,8,4,26,5,1073,108,10,84,62
256,ihaillut#[foc]#[pA] Pekka on' Merjaa ,1,3,0,4295,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,16,6,3,18,8,4,26,5,1073,108,10,84,62
257,ihaillut#[kO]#[hAn] Pekka on' Merjaa ,1,3,0,4270,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,16,6,3,18,8,4,26,5,1067,108,10,84,62
258,ihaillut#[pA]#[hAn] Pekka on' Merjaa ,1,3,0,4270,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,16,6,3,18,8,4,26,5,1067,108,10,84,62
259,ihaillut#[foc]#[kO]#[hAn] Pekka on' Merjaa ,1,3,0,4580,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,17,6,3,18,8,4,27,5,1145,108,10,84,62
260,ihaillut#[foc]#[pA]#[hAn] Pekka on' Merjaa ,1,3,0,4580,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,17,6,3,18,8,4,27,5,1145,108,10,84,62
261,myynyt#C/op Pekka on' omaisuutensa ,1,3,0,3645,0,0,16,9,15,4,0,0,4,9,12,12,10,0,0,11,6,3,18,8,4,21,5,911,118,10,106,62
262,ihailla#C/op Pekka haluaa Merjaa ,1,3,0,3970,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,14,8,4,15,10,4,25,5,992,40,7,24,62
263,ihailla#[foc] Pekka haluaa Merjaa ,1,3,0,3995,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,14,8,4,15,10,4,25,5,998,40,7,24,62
264,ihailla#[hAn] Pekka haluaa Merjaa ,1,3,0,3995,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,14,8,4,15,10,4,25,5,998,40,7,24,62
265,ihailla#[kO] Pekka haluaa Merjaa ,1,3,0,3970,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,14,8,4,15,10,4,25,5,992,40,7,24,46
266,ihailla#[pA] Pekka haluaa Merjaa ,1,3,0,3970,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,14,8,4,15,10,4,25,5,992,40,7,24,93
267,ihailla#[foc]#[hAn] Pekka haluaa Merjaa ,1,3,0,4305,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,15,8,4,15,10,4,26,5,1076,40,7,24,78
268,ihailla#[foc]#[kO] Pekka haluaa Merjaa ,1,3,0,4280,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,15,8,4,15,10,4,26,5,1070,40,7,24,62
269,ihailla#[foc]#[pA] Pekka haluaa Merjaa ,1,3,0,4280,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,15,8,4,15,10,4,26,5,1070,40,7,24,62
270,ihailla#[kO]#[hAn] Pekka haluaa Merjaa ,1,3,0,4255,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,15,8,4,15,10,4,26,5,1063,40,7,24,62
271,ihailla#[pA]#[hAn] Pekka haluaa Merjaa ,1,3,0,4255,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,15,8,4,15,10,4,26,5,1063,40,7,24,62
272,ihailla#[foc]#[kO]#[hAn] Pekka haluaa Merjaa ,1,3,0,4565,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,16,8,4,15,10,4,27,5,1141,40,7,24,62
273,ihailla#[foc]#[pA]#[hAn] Pekka haluaa Merjaa ,1,3,0,4565,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,16,8,4,15,10,4,27,5,1141,40,7,24,62
274,myyda#C/op Pekka haluaa omaisuutensa ,1,3,0,3520,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,9,8,4,15,10,4,20,5,880,40,7,24,46
275,ihailla#C/op Pekan_gen taytyy Merjaa ,1,3,0,3900,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,14,8,5,12,9,4,24,5,975,36,6,10,46
276,ihailla#[foc] Pekan_gen taytyy Merjaa ,1,3,0,3925,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,14,8,5,12,9,4,24,5,981,36,6,10,62
277,ihailla#[hAn] Pekan_gen taytyy Merjaa ,1,3,0,3925,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,14,8,5,12,9,4,24,5,981,36,6,10,93
278,ihailla#[kO] Pekan_gen taytyy Merjaa ,1,3,0,3900,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,14,8,5,12,9,4,24,5,975,36,6,10,62
279,ihailla#[pA] Pekan_gen taytyy Merjaa ,1,3,0,3900,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,14,8,5,12,9,4,24,5,975,36,6,10,62
280,ihailla#[foc]#[hAn] Pekan_gen taytyy Merjaa ,1,3,0,4235,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,15,8,5,12,9,4,25,5,1058,36,6,10,62
281,ihailla#[foc]#[kO] Pekan_gen taytyy Merjaa ,1,3,0,4210,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,15,8,5,12,9,4,25,5,1052,36,6,10,62
282,ihailla#[foc]#[pA] Pekan_gen taytyy Merjaa ,1,3,0,4210,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,15,8,5,12,9,4,25,5,1052,36,6,10,62
283,ihailla#[kO]#[hAn] Pekan_gen taytyy Merjaa ,1,3,0,4185,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,15,8,5,12,9,4,25,5,1046,36,6,10,62
284,ihailla#[pA]#[hAn] Pekan_gen taytyy Merjaa ,1,3,0,4185,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,15,8,5,12,9,4,25,5,1046,36,6,10,62
285,ihailla#[foc]#[kO]#[hAn] Pekan_gen taytyy Merjaa ,1,3,0,4495,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,16,8,5,12,9,4,26,5,1123,36,6,10,46
286,ihailla#[foc]#[pA]#[hAn] Pekan_gen taytyy Merjaa ,1,3,0,4495,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,16,8,5,12,9,4,26,5,1123,36,6,10,62
287,myyda#C/op Pekan_gen taytyy omaisuutensa ,1,3,0,3450,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,9,8,5,12,9,4,19,5,862,36,6,10,62
288,ihaile#C/op Merjaa ei Pekka ,1,3,0,3570,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,14,6,4,19,7,3,23,5,892,78,6,87,62
289,ihaile#[foc] Merjaa ei Pekka ,1,3,0,3595,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,14,6,4,19,7,3,23,5,898,78,6,87,46
290,ihaile#[hAn] Merjaa ei Pekka ,1,3,0,3595,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,14,6,4,19,7,3,23,5,898,78,6,87,78
291,ihaile#[kO] Merjaa ei Pekka ,1,3,0,3570,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,14,6,4,19,7,3,23,5,892,78,6,87,62
292,ihaile#[pA] Merjaa ei Pekka ,1,3,0,3570,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,14,6,4,19,7,3,23,5,892,78,6,87,62
293,ihaile#[foc]#[hAn] Merjaa ei Pekka ,1,3,0,3905,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,15,6,4,19,7,3,24,5,976,78,6,87,78
294,ihaile#[foc]#[kO] Merjaa ei Pekka ,1,3,0,3880,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,15,6,4,19,7,3,24,5,970,78,6,87,93
295,ihaile#[foc]#[pA] Merjaa ei Pekka ,1,3,0,3880,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,15,6,4,19,7,3,24,5,970,78,6,87,78
296,ihaile#[kO]#[hAn] Merjaa ei Pekka ,1,3,0,3855,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,15,6,4,19,7,3,24,5,963,78,6,87,78
297,ihaile#[pA]#[hAn] Merjaa ei Pekka ,1,3,0,3855,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,15,6,4,19,7,3,24,5,963,78,6,87,78
298,ihaile#[foc]#[kO]#[hAn] Merjaa ei Pekka ,1,3,0,4165,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,16,6,4,19,7,3,25,5,1041,78,6,87,78
299,ihaile#[foc]#[pA]#[hAn] Merjaa ei Pekka ,1,3,0,4165,0,0,10,8,14,4,0,0,4,11,15,13,9,0,1,16,6,4,19,7,3,25,5,1041,78,6,87,93
300,ihaillut#C/op Merjaa on' Pekka ,1,3,0,4125,0,0,18,9,19,4,0,0,4,12,16,13,10,0,0,15,8,4,20,7,6,25,5,1031,212,12,216,93
301,ihailla#C/op Merjaa haluaa Pekka ,1,3,0,4070,0,0,12,10,22,4,0,0,4,8,13,12,11,3,0,14,6,5,18,9,3,25,5,1017,91,8,91,78
302,myynyt#C/op omaisuuttaan ei Pekka ,1,3,0,3455,0,0,10,8,14,3,0,0,3,11,15,12,9,0,1,11,6,4,18,7,3,20,5,863,83,6,91,62
303,myynyt#C/op omaisuuttaan on' Pekka ,1,3,0,5166,1,2,18,11,24,5,0,0,5,18,22,16,11,0,0,11,10,4,24,8,6,22,5,1291,222,12,224,93
304,myyda#C/op omaisuuttaan haluaa Pekka ,1,3,0,4991,1,2,12,12,28,5,0,0,5,12,17,15,12,4,0,9,8,5,22,10,3,21,5,1247,94,8,95,93
305,ihailla#C/op haluan Merjaa ,1,3,0,2875,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,9,4,4,6,7,4,18,4,958,16,6,2,31
306,ihailla#[foc] haluan Merjaa ,1,3,0,2900,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,9,4,4,6,7,4,18,4,966,16,6,2,31
307,ihailla#[hAn] haluan Merjaa ,1,3,0,2900,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,9,4,4,6,7,4,18,4,966,16,6,2,46
308,ihailla#[kO] haluan Merjaa ,1,3,0,2875,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,9,4,4,6,7,4,18,4,958,16,6,2,31
309,ihailla#[pA] haluan Merjaa ,1,3,0,2875,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,9,4,4,6,7,4,18,4,958,16,6,2,31
310,ihailla#[foc]#[hAn] haluan Merjaa ,1,3,0,3210,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,10,4,4,6,7,4,19,4,1070,16,6,2,46
311,ihailla#[foc]#[kO] haluan Merjaa ,1,3,0,3185,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,10,4,4,6,7,4,19,4,1061,16,6,2,46
312,ihailla#[foc]#[pA] haluan Merjaa ,1,3,0,3185,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,10,4,4,6,7,4,19,4,1061,16,6,2,46
313,ihailla#[kO]#[hAn] haluan Merjaa ,1,3,0,3160,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,10,4,4,6,7,4,19,4,1053,16,6,2,46
314,ihailla#[pA]#[hAn] haluan Merjaa ,1,3,0,3160,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,10,4,4,6,7,4,19,4,1053,16,6,2,46
315,ihailla#[foc]#[kO]#[hAn] haluan Merjaa ,1,3,0,3470,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,11,4,4,6,7,4,20,4,1156,16,6,2,46
316,ihailla#[foc]#[pA]#[hAn] haluan Merjaa ,1,3,0,3470,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,11,4,4,6,7,4,20,4,1156,16,6,2,46
317,ihaile#C/op Helsingissa Pekka ei Merjaa ,1,3,0,5050,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,17,16,4,29,12,5,29,7,1010,127,8,146,109
318,ihaile#[foc] Helsingissa Pekka ei Merjaa ,1,3,0,5075,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,17,16,4,29,12,5,29,7,1015,127,8,146,109
319,ihaile#[hAn] Helsingissa Pekka ei Merjaa ,1,3,0,5075,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,17,16,4,29,12,5,29,7,1015,127,8,146,109
320,ihaile#[kO] Helsingissa Pekka ei Merjaa ,1,3,0,5050,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,17,16,4,29,12,5,29,7,1010,127,8,146,125
321,ihaile#[pA] Helsingissa Pekka ei Merjaa ,1,3,0,5050,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,17,16,4,29,12,5,29,7,1010,127,8,146,125
322,ihaile#[foc]#[hAn] Helsingissa Pekka ei Merjaa ,1,3,0,5385,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,18,16,4,29,12,5,30,7,1077,127,8,146,125
323,ihaile#[foc]#[kO] Helsingissa Pekka ei Merjaa ,1,3,0,5360,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,18,16,4,29,12,5,30,7,1072,127,8,146,125
324,ihaile#[foc]#[pA] Helsingissa Pekka ei Merjaa ,1,3,0,5360,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,18,16,4,29,12,5,30,7,1072,127,8,146,125
325,ihaile#[kO]#[hAn] Helsingissa Pekka ei Merjaa ,1,3,0,5335,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,18,16,4,29,12,5,30,7,1067,127,8,146,109
326,ihaile#[pA]#[hAn] Helsingissa Pekka ei Merjaa ,1,3,0,5335,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,18,16,4,29,12,5,30,7,1067,127,8,146,109
327,ihaile#[foc]#[kO]#[hAn] Helsingissa Pekka ei Merjaa ,1,3,0,5645,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,19,16,4,29,12,5,31,7,1129,127,8,146,125
328,ihaile#[foc]#[pA]#[hAn] Helsingissa Pekka ei Merjaa ,1,3,0,5645,0,0,14,11,22,5,0,0,5,11,15,22,12,0,5,19,16,4,29,12,5,31,7,1129,127,8,146,125
329,ihaillut#C/op Helsingissa Pekka on' Merjaa ,1,3,0,5725,0,0,27,12,28,11,0,0,11,13,17,28,13,0,4,18,12,4,35,11,9,31,7,1145,325,18,350,140
330,ihailla#C/op Helsingissa Pekka haluaa Merjaa ,1,3,0,5625,0,0,18,13,30,7,0,0,7,8,13,24,14,3,3,17,16,5,30,14,8,31,7,1125,147,12,159,125
331,ihailla#C/op Helsingissa Pekan_gen taytyy Merjaa ,1,3,0,5510,0,0,16,12,26,3,0,0,3,8,14,19,13,3,4,17,16,6,25,13,8,30,7,1102,115,10,92,109
332,ihaile#C/op Pekka Helsingissa ei Merjaa ,1,3,0,4820,0,0,14,11,24,4,0,0,4,9,13,18,12,0,2,17,14,4,22,12,4,29,7,964,153,8,180,109
333,ihaillut#C/op Pekka Helsingissa on' Merjaa ,1,3,0,5505,0,0,25,12,29,10,0,0,10,12,16,24,13,0,2,18,12,4,26,12,5,31,7,1101,354,16,402,125
334,ihailla#C/op Pekka Helsingissa haluaa Merjaa ,1,3,0,5455,0,0,18,13,32,7,0,0,7,8,13,21,14,3,2,17,14,5,23,14,5,31,7,1091,168,12,179,125
335,ihailla#C/op Pekan_gen Helsingissa taytyy Merjaa ,1,3,0,5365,0,0,16,12,28,4,0,0,4,8,14,18,13,3,2,17,14,6,19,13,5,30,7,1073,123,10,89,109
336,myi#C/op Pekka omaisuutensa Helsingissa ,1,3,0,7237,2,2,15,16,35,7,0,0,7,14,17,26,15,0,6,19,13,3,33,12,5,34,8,1809,96,11,103,125
337,myynyt#C/op Pekka on' omaisuutensa Helsingissa ,1,3,0,6866,1,1,40,15,41,10,0,0,10,24,28,31,15,0,2,17,14,4,42,13,8,32,8,1373,416,30,456,156
338,myyda#C/op Pekka haluaa omaisuutensa Helsingissa ,1,3,0,9548,3,3,20,22,68,12,0,0,12,24,29,37,20,7,4,21,14,5,48,18,8,41,10,1909,167,15,151,250
339,myyda#C/op Pekan_gen taytyy omaisuutensa Helsingissa ,1,3,0,6431,1,1,15,15,38,1,0,0,1,16,22,21,15,5,4,15,14,6,30,15,6,30,8,1286,104,10,67,140
340,ihaile#C/fin Pekka ei Merjaa ,1,3,0,
341,ihaillut#C/fin Pekka on' Merjaa ,1,3,0,
342,ihailla#C/fin Pekka haluaa Merjaa ,1,3,0,
343,ihailla#C/fin Pekan_gen taytyy Merjaa ,1,3,0,
344,ihallut#C/fin Pekka ei ollut Merjaa ,1,3,0,
345,ihaile Pekka ei Merjaa ,1,3,0,
346,ihaillut Pekka on' Merjaa ,1,3,0,
347,ihailla Pekka haluaa Merjaa ,1,3,0,
348,ihailla Pekan_gen taytyy Merjaa ,1,3,0,
349,ihallut Pekka ei ollut Merjaa ,1,3,0,
350,myynyt#C/fin Pekka ei omaisuuttaan ,1,3,0,
351,myynyt#C/fin Pekka on omaisuuttaan ,1,3,0,
352,myyda#C/fin Pekka haluaa omaisuuttaan ,1,3,0,
353,myyda#C/fin Pekan_gen taytyy omaisuuttaan ,1,3,0,
354,myynyt#C/fin Pekka ei ollut omaisuuttaan ,1,3,0,
355,myynyt Pekka ei omaisuuttaan ,1,3,0,
356,myynyt Pekka on omaisuuttaan ,1,3,0,
357,myyda Pekka haluaa omaisuuttaan ,1,3,0,
358,myyda Pekan_gen taytyy omaisuuttaan ,1,3,0,
359,myynyt Pekka ei ollut omaisuuttaan ,1,3,0,
360,ihailla#C/op Pekka kaskee poikien Merjaa ,1,3,0,
361,ihailla#[foc] Pekka kaskee poikien Merjaa ,1,3,0,
362,ihailla#[hAn] Pekka kaskee poikien Merjaa ,1,3,0,
363,ihailla#[kO] Pekka kaskee poikien Merjaa ,1,3,0,
364,ihailla#[pA] Pekka kaskee poikien Merjaa ,1,3,0,
365,ihailla#[foc]#[hAn] Pekka kaskee poikien Merjaa ,1,3,0,
366,ihailla#[foc]#[kO] Pekka kaskee poikien Merjaa ,1,3,0,
367,ihailla#[foc]#[pA] Pekka kaskee poikien Merjaa ,1,3,0,
368,ihailla#[kO]#[hAn] Pekka kaskee poikien Merjaa ,1,3,0,
369,ihailla#[pA]#[hAn] Pekka kaskee poikien Merjaa ,1,3,0,
370,ihailla#[foc]#[kO]#[hAn] Pekka kaskee poikien Merjaa ,1,3,0,
371,ihailla#[foc]#[pA]#[hAn] Pekka kaskee poikien Merjaa ,1,3,0,
372,ihailla#C/fin Pekka kaskee poikien Merjaa ,1,3,0,
373,ihailla Pekka kaskee poikien Merjaa ,1,3,0,
374,ollut#C/fin Pekka ei ihaillut Merjaa ,1,3,0,
375,ollut Pekka ei ihaillut Merjaa ,1,3,0,
376,ihaillut#C/op Pekka ei ollut Merjaa ,1,3,0,
377,admire' John wants to_inf Mary ,1,3,0,
378,to_inf admire' John wants Mary ,1,3,0,
379,to_inf John wants admire' Mary ,1,3,0,
380,admire'#C/fin John wants to_inf Mary ,1,3,0,
381,to_inf#C/fin admire' John wants Mary ,1,3,0,
382,to_inf#C/fin John wants admire' Mary ,1,3,0,
383,taydy#C/op Pekan_gen ei ihailla Merjaa ,1,4,0,4195,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,14,14,6,19,12,3,25,6,839,51,6,16,78
384,taydy#[foc] Pekan_gen ei ihailla Merjaa ,1,4,0,4220,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,14,14,6,19,12,3,25,6,844,51,6,16,78
385,taydy#[hAn] Pekan_gen ei ihailla Merjaa ,1,4,0,4220,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,14,14,6,19,12,3,25,6,844,51,6,16,78
386,taydy#[kO] Pekan_gen ei ihailla Merjaa ,1,4,0,4195,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,14,14,6,19,12,3,25,6,839,51,6,16,93
387,taydy#[pA] Pekan_gen ei ihailla Merjaa ,1,4,0,4195,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,14,14,6,19,12,3,25,6,839,51,6,16,62
388,taydy#[foc]#[hAn] Pekan_gen ei ihailla Merjaa ,1,4,0,4530,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,15,14,6,19,12,3,26,6,906,51,6,16,62
389,taydy#[foc]#[kO] Pekan_gen ei ihailla Merjaa ,1,4,0,4505,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,15,14,6,19,12,3,26,6,901,51,6,16,78
390,taydy#[foc]#[pA] Pekan_gen ei ihailla Merjaa ,1,4,0,4505,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,15,14,6,19,12,3,26,6,901,51,6,16,78
391,taydy#[kO]#[hAn] Pekan_gen ei ihailla Merjaa ,1,4,0,4480,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,15,14,6,19,12,3,26,6,896,51,6,16,78
392,taydy#[pA]#[hAn] Pekan_gen ei ihailla Merjaa ,1,4,0,4480,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,15,14,6,19,12,3,26,6,896,51,6,16,62
393,taydy#[foc]#[kO]#[hAn] Pekan_gen ei ihailla Merjaa ,1,4,0,4790,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,16,14,6,19,12,3,27,6,958,51,6,16,109
394,taydy#[foc]#[pA]#[hAn] Pekan_gen ei ihailla Merjaa ,1,4,0,4790,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,16,14,6,19,12,3,27,6,958,51,6,16,78
395,taydy#C/op Pekan_gen ei myyda omaisuuttaan ,1,4,0,3795,0,0,11,10,19,0,0,0,0,13,19,12,11,4,3,9,14,6,19,12,3,20,6,759,51,6,16,62
396,ihailla#C/op Pekan_gen ei taydy Merjaa ,1,4,0,4305,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,14,15,6,21,12,5,25,6,861,51,6,13,62
397,ihailla#[foc] Pekan_gen ei taydy Merjaa ,1,4,0,4330,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,14,15,6,21,12,5,25,6,866,51,6,13,78
398,ihailla#[hAn] Pekan_gen ei taydy Merjaa ,1,4,0,4330,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,14,15,6,21,12,5,25,6,866,51,6,13,78
399,ihailla#[kO] Pekan_gen ei taydy Merjaa ,1,4,0,4305,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,14,15,6,21,12,5,25,6,861,51,6,13,62
400,ihailla#[pA] Pekan_gen ei taydy Merjaa ,1,4,0,4305,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,14,15,6,21,12,5,25,6,861,51,6,13,78
401,ihailla#[foc]#[hAn] Pekan_gen ei taydy Merjaa ,1,4,0,4640,0,0,11,10,18,0,0,0,0,14,20,13,11,3,3,15,15,6,21,12,5,26,6,928,51,6,13,78
