@  {'test_corpus_file': 'LHM_corpus.txt', 'test_corpus_folder': 'study-4c-LHM', 'study_folder': 'study-4c-LHM/', 'author': 'PauliBrattico', 'year': 2021, 'date': 'March', 'study_id': 1, 'only_first_solution': False, 'logging': True, 'ignore_ungrammatical_sentences': False, 'datatake_resources': True, 'datatake_resource_sequence': False, 'datatake_timings': False, 'datatake_images': False, 'image_parameter_stop_after_each_image': False, 'image_parameter_show_words': True, 'image_parameter_nolabels': False, 'image_parameter_spellout': False, 'image_parameter_case': False, 'image_parameter_show_sentences': False, 'image_parameter_show_glosses': True, 'extra_ranking': True, 'filter': True, 'lexical_anticipation': True, 'closure': 'Bottom-up', 'working_memory': True, 'positive_spec_selection': 100, 'negative_spec_selection': -100, 'break_head_comp_relations': -100, 'negative_tail_test': -100, 'positive_head_comp_selection': 100, 'negative_head_comp_selection': -100, 'negative_semantics_match': -100, 'lf_legibility_condition': -100, 'negative_adverbial_test': -100, 'positive_adverbial_test': 100}
@  2021-03-06 14:38:54.791107
@  Test sentences from language data working directory\study-4c-LHM\LHM_corpus.txt.
@  Logs into language data working directory\study-4c-LHM\LHM_corpus_log.txt.
@  Lexicon from language data working directory\lexicon.txt.
@  Redundancy rules from language data working directory\redundancy_rules.txt.
@  Universal morphemes from language data working directory\ug_morphemes.txt.
@ 
@ 
Number,Sentence,Study_ID,Group 0,Group 1,Total Time,Garden Paths,Memory Reactivation,Steps,Merge,Move Head,Move Phrase,A-Move Phrase,A-bar Move Phrase,Move Adjunct,Agree,Phi,Transfer,Item streamed into syntax,Feature Processing,Extraposition,Inflection,Failed Transfer,LF recovery,LF test,Filter solution,Rank solution,Lexical retrieval,Morphological decomposition,Mean time per word,Asymmetric Merge,Sink,External Tail Test,Execution time (ms)	
92,istuu#[pA] Pekka ,1,2,0,1900,0,0,5,4,3,1,0,0,1,2,3,3,5,0,0,8,1,1,4,3,2,13,3,950,10,3,8,31
93,istuu#[foc]#[hAn] Pekka ,1,2,0,2235,0,0,5,4,3,1,0,0,1,2,3,3,5,0,0,9,1,1,4,3,2,14,3,1117,10,3,8,15
94,istuu#[foc]#[kO] Pekka ,1,2,0,2210,0,0,5,4,3,1,0,0,1,2,3,3,5,0,0,9,1,1,4,3,2,14,3,1105,10,3,8,15
95,istuu#[foc]#[pA] Pekka ,1,2,0,2210,0,0,5,4,3,1,0,0,1,2,3,3,5,0,0,9,1,1,4,3,2,14,3,1105,10,3,8,15
96,istuu#[kO]#[hAn] Pekka ,1,2,0,2185,0,0,5,4,3,1,0,0,1,2,3,3,5,0,0,9,1,1,4,3,2,14,3,1092,10,3,8,31
97,istuu#[pA]#[hAn] Pekka ,1,2,0,2185,0,0,5,4,3,1,0,0,1,2,3,3,5,0,0,9,1,1,4,3,2,14,3,1092,10,3,8,15
98,istuu#[foc]#[kO]#[hAn] Pekka ,1,2,0,2495,0,0,5,4,3,1,0,0,1,2,3,3,5,0,0,10,1,1,4,3,2,15,3,1247,10,3,8,15
99,istuu#[foc]#[pA]#[hAn] Pekka ,1,2,0,2495,0,0,5,4,3,1,0,0,1,2,3,3,5,0,0,10,1,1,4,3,2,15,3,1247,10,3,8,15
100,ihailee#C/op Pekka Merjaa ,1,2,0,3235,0,0,8,7,10,2,0,0,2,4,6,6,8,0,0,14,3,2,9,6,2,22,4,1078,24,5,17,46
101,ihailee#[foc] Pekka Merjaa ,1,2,0,3260,0,0,8,7,10,2,0,0,2,4,6,6,8,0,0,14,3,2,9,6,2,22,4,1086,24,5,17,46
102,myi#[foc] Pekka omaisuutensa ,1,2,0,2820,0,0,8,7,10,2,0,0,2,4,6,6,8,0,0,10,3,2,9,6,2,18,4,940,24,5,17,31
103,myi#C/op Pekka omaisuutensa ,1,2,0,2795,0,0,8,7,10,2,0,0,2,4,6,6,8,0,0,10,3,2,9,6,2,18,4,931,24,5,17,31
104,antoi#[foc] Pekka avaimen Merjalle ,1,2,0,4040,0,0,15,10,23,5,0,0,5,8,11,16,11,0,2,13,7,3,24,8,6,24,5,1010,95,11,101,62
105,antoi#C/op Pekka avaimen Merjalle ,1,2,0,4015,0,0,15,10,23,5,0,0,5,8,11,16,11,0,2,13,7,3,24,8,6,24,5,1003,95,11,101,78
106,ei#C/op Pekka ihaile Merjaa ,1,2,0,3395,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,14,8,3,16,8,4,23,5,848,41,5,39,62
107,ei#[foc] Pekka ihaile Merjaa ,1,2,0,3420,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,14,8,3,16,8,4,23,5,855,41,5,39,62
108,ei#[hAn] Pekka ihaile Merjaa ,1,2,0,3420,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,14,8,3,16,8,4,23,5,855,41,5,39,62
109,ei#[kO] Pekka ihaile Merjaa ,1,2,0,3395,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,14,8,3,16,8,4,23,5,848,41,5,39,62
110,ei#[pA] Pekka ihaile Merjaa ,1,2,0,3395,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,14,8,3,16,8,4,23,5,848,41,5,39,62
111,ei#[foc]#[hAn] Pekka ihaile Merjaa ,1,2,0,3730,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,15,8,3,16,8,4,24,5,932,41,5,39,62
112,ei#[foc]#[kO] Pekka ihaile Merjaa ,1,2,0,3705,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,15,8,3,16,8,4,24,5,926,41,5,39,78
113,ei#[foc]#[pA] Pekka ihaile Merjaa ,1,2,0,3705,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,15,8,3,16,8,4,24,5,926,41,5,39,62
114,ei#[kO]#[hAn] Pekka ihaile Merjaa ,1,2,0,3680,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,15,8,3,16,8,4,24,5,920,41,5,39,62
115,ei#[pA]#[hAn] Pekka ihaile Merjaa ,1,2,0,3680,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,15,8,3,16,8,4,24,5,920,41,5,39,62
116,ei#[foc]#[kO]#[hAn] Pekka ihaile Merjaa ,1,2,0,3990,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,16,8,3,16,8,4,25,5,997,41,5,39,62
117,ei#[foc]#[pA]#[hAn] Pekka ihaile Merjaa ,1,2,0,3990,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,16,8,3,16,8,4,25,5,997,41,5,39,62
118,ei#C/op Pekan_gen taydy ihailla Merjaa ,1,2,0,4125,0,0,11,10,22,0,0,0,0,14,20,12,11,4,1,14,14,6,19,12,5,25,6,825,53,6,17,78
119,ei#C/op Pekka halua ihailla Merjaa ,1,2,0,4275,0,0,12,11,28,5,0,0,5,14,19,17,12,4,1,14,14,5,24,13,4,26,6,855,68,7,57,93
120,ei#C/op Pekka ollut ihaillut Merjaa ,1,2,0,4195,0,0,10,9,16,4,0,0,4,18,22,16,10,0,1,16,15,4,24,11,5,26,6,839,58,5,59,93
121,ei#C/op Pekka myynyt omaisuuttaan ,1,2,0,3320,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,11,8,3,16,8,5,20,5,830,41,5,39,62
122,ei#C/op Pekan_gen taydy myyda omaisuuttaan ,1,2,0,3725,0,0,11,10,22,0,0,0,0,14,20,12,11,4,1,9,14,6,19,12,5,20,6,745,53,6,17,62
123,ei#C/op Pekka halua myyda omaisuuttaan ,1,2,0,3875,0,0,12,11,28,5,0,0,5,14,19,17,12,4,1,9,14,5,24,13,4,21,6,775,68,7,57,93
124,ei#C/op Pekka ollut myynyt omaisuuttaan ,1,2,0,3905,0,0,10,9,16,4,0,0,4,18,22,16,10,0,1,12,15,4,24,11,5,22,6,781,58,5,59,93
125,taytyy#C/op Pekan_gen ihailla Merjaa ,1,2,0,3820,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,14,6,5,10,9,2,24,5,955,37,6,11,46
126,taytyy#[foc] Pekan_gen ihailla Merjaa ,1,2,0,3845,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,14,6,5,10,9,2,24,5,961,37,6,11,46
127,taytyy#[hAn] Pekan_gen ihailla Merjaa ,1,2,0,3845,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,14,6,5,10,9,2,24,5,961,37,6,11,62
128,taytyy#[kO] Pekan_gen ihailla Merjaa ,1,2,0,3820,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,14,6,5,10,9,2,24,5,955,37,6,11,62
129,taytyy#[pA] Pekan_gen ihailla Merjaa ,1,2,0,3820,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,14,6,5,10,9,2,24,5,955,37,6,11,46
130,taytyy#[foc]#[hAn] Pekan_gen ihailla Merjaa ,1,2,0,4155,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,15,6,5,10,9,2,25,5,1038,37,6,11,46
131,taytyy#[foc]#[kO] Pekan_gen ihailla Merjaa ,1,2,0,4130,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,15,6,5,10,9,2,25,5,1032,37,6,11,46
132,taytyy#[foc]#[pA] Pekan_gen ihailla Merjaa ,1,2,0,4130,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,15,6,5,10,9,2,25,5,1032,37,6,11,78
133,taytyy#[kO]#[hAn] Pekan_gen ihailla Merjaa ,1,2,0,4105,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,15,6,5,10,9,2,25,5,1026,37,6,11,62
134,taytyy#[pA]#[hAn] Pekan_gen ihailla Merjaa ,1,2,0,4105,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,15,6,5,10,9,2,25,5,1026,37,6,11,46
135,taytyy#[foc]#[kO]#[hAn] Pekan_gen ihailla Merjaa ,1,2,0,4415,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,16,6,5,10,9,2,26,5,1103,37,6,11,46
136,taytyy#[foc]#[pA]#[hAn] Pekan_gen ihailla Merjaa ,1,2,0,4415,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,16,6,5,10,9,2,26,5,1103,37,6,11,46
137,taytyy#C/op Pekan_gen myyda omaisuuttaan ,1,2,0,3420,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,9,6,5,10,9,2,19,5,855,37,6,11,46
138,haluaa#[foc] Pekka ihailla Merjaa ,1,2,0,3915,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,14,6,4,13,10,2,25,5,978,45,7,33,62
139,haluaa#[hAn] Pekka ihailla Merjaa ,1,2,0,3915,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,14,6,4,13,10,2,25,5,978,45,7,33,62
140,haluaa#[kO] Pekka ihailla Merjaa ,1,2,0,3890,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,14,6,4,13,10,2,25,5,972,45,7,33,62
141,haluaa#[pA] Pekka ihailla Merjaa ,1,2,0,3890,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,14,6,4,13,10,2,25,5,972,45,7,33,62
142,haluaa#[foc]#[hAn] Pekka ihailla Merjaa ,1,2,0,4225,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,15,6,4,13,10,2,26,5,1056,45,7,33,46
143,haluaa#[foc]#[kO] Pekka ihailla Merjaa ,1,2,0,4200,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,15,6,4,13,10,2,26,5,1050,45,7,33,62
144,haluaa#[foc]#[pA] Pekka ihailla Merjaa ,1,2,0,4200,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,15,6,4,13,10,2,26,5,1050,45,7,33,62
145,haluaa#[kO]#[hAn] Pekka ihailla Merjaa ,1,2,0,4175,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,15,6,4,13,10,2,26,5,1043,45,7,33,62
146,haluaa#[pA]#[hAn] Pekka ihailla Merjaa ,1,2,0,4175,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,15,6,4,13,10,2,26,5,1043,45,7,33,62
147,haluaa#[foc]#[kO]#[hAn] Pekka ihailla Merjaa ,1,2,0,4485,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,16,6,4,13,10,2,27,5,1121,45,7,33,62
148,haluaa#[foc]#[pA]#[hAn] Pekka ihailla Merjaa ,1,2,0,4485,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,16,6,4,13,10,2,27,5,1121,45,7,33,62
149,haluaa#C/op Pekka myyda omaisuuttaan ,1,2,0,3490,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,9,6,4,13,10,2,20,5,872,45,7,33,78
150,on'#C/op Pekka ihaillut Merjaa ,1,2,0,3945,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,15,6,3,19,8,6,25,5,986,128,18,96,78
151,on'#[foc] Pekka ihaillut Merjaa ,1,2,0,3970,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,15,6,3,19,8,6,25,5,992,128,18,96,46
152,on'#[hAn] Pekka ihaillut Merjaa ,1,2,0,3970,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,15,6,3,19,8,6,25,5,992,128,18,96,93
153,on'#[kO] Pekka ihaillut Merjaa ,1,2,0,3945,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,15,6,3,19,8,6,25,5,986,128,18,96,78
154,on'#[pA] Pekka ihaillut Merjaa ,1,2,0,3945,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,15,6,3,19,8,6,25,5,986,128,18,96,78
155,on'#[foc]#[hAn] Pekka ihaillut Merjaa ,1,2,0,4280,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,16,6,3,19,8,6,26,5,1070,128,18,96,93
156,on'#[foc]#[kO] Pekka ihaillut Merjaa ,1,2,0,4255,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,16,6,3,19,8,6,26,5,1063,128,18,96,78
157,on'#[foc]#[pA] Pekka ihaillut Merjaa ,1,2,0,4255,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,16,6,3,19,8,6,26,5,1063,128,18,96,78
158,on'#[kO]#[hAn] Pekka ihaillut Merjaa ,1,2,0,4230,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,16,6,3,19,8,6,26,5,1057,128,18,96,78
159,on'#[pA]#[hAn] Pekka ihaillut Merjaa ,1,2,0,4230,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,16,6,3,19,8,6,26,5,1057,128,18,96,78
160,on'#[foc]#[kO]#[hAn] Pekka ihaillut Merjaa ,1,2,0,4540,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,17,6,3,19,8,6,27,5,1135,128,18,96,78
161,on'#[foc]#[pA]#[hAn] Pekka ihaillut Merjaa ,1,2,0,4540,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,17,6,3,19,8,6,27,5,1135,128,18,96,78
162,on'#C/op Pekka myynyt omaisuuttaan ,1,2,0,3655,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,11,6,3,19,8,6,21,5,913,128,18,96,62
163,ihailee#C/fin Pekka Merjaa ,1,2,0,3015,0,0,8,7,10,2,0,0,2,4,6,6,8,0,0,12,3,2,9,6,2,20,4,1005,24,5,17,31
164,ei#C/fin Pekka ihaile Merjaa ,1,2,0,3175,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,12,8,3,16,8,4,21,5,793,41,5,39,62
165,taytyy#C/fin Pekan_gen ihailla Merjaa ,1,2,0,3600,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,12,6,5,10,9,2,22,5,900,37,6,11,46
166,haluaa#C/fin Pekka ihailla Merjaa ,1,2,0,3670,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,12,6,4,13,10,2,23,5,917,45,7,33,46
167,on'#C/fin Pekka ihaillut Merjaa ,1,2,0,3725,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,13,6,3,19,8,6,23,5,931,128,18,96,62
168,myi#C/fin Pekka omaisuuttaan ,1,2,0,2575,0,0,8,7,10,2,0,0,2,4,6,6,8,0,0,8,3,2,9,6,2,16,4,858,24,5,17,31
169,ei#C/fin Pekka myynyt omaisuuttaan ,1,2,0,3100,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,9,8,3,16,8,5,18,5,775,41,5,39,62
170,taytyy#C/fin Pekan_gen myyda omaisuuttaan ,1,2,0,3200,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,7,6,5,10,9,2,17,5,800,37,6,11,46
171,haluaa#C/fin Pekka myyda omaisuuttaan ,1,2,0,3270,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,7,6,4,13,10,2,18,5,817,45,7,33,62
172,on'#C/fin Pekka myynyt omaisuuttaan ,1,2,0,3435,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,9,6,3,19,8,6,19,5,858,128,18,96,62
173,ihailee#C/op Merjaa Pekka ,1,2,0,3375,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,14,1,3,13,5,4,22,4,1125,57,6,58,46
174,ihailee#[foc] Merjaa Pekka ,1,2,0,3400,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,14,1,3,13,5,4,22,4,1133,57,6,58,46
175,ihailee#[hAn] Merjaa Pekka ,1,2,0,3400,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,14,1,3,13,5,4,22,4,1133,57,6,58,46
176,ihailee#[kO] Merjaa Pekka ,1,2,0,3375,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,14,1,3,13,5,4,22,4,1125,57,6,58,46
177,ihailee#[pA] Merjaa Pekka ,1,2,0,3375,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,14,1,3,13,5,4,22,4,1125,57,6,58,46
178,ihailee#[foc]#[hAn] Merjaa Pekka ,1,2,0,3710,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,15,1,3,13,5,4,23,4,1236,57,6,58,46
179,ihailee#[foc]#[kO] Merjaa Pekka ,1,2,0,3685,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,15,1,3,13,5,4,23,4,1228,57,6,58,62
180,ihailee#[foc]#[pA] Merjaa Pekka ,1,2,0,3685,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,15,1,3,13,5,4,23,4,1228,57,6,58,62
181,ihailee#[kO]#[hAn] Merjaa Pekka ,1,2,0,3660,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,15,1,3,13,5,4,23,4,1220,57,6,58,46
182,ihailee#[pA]#[hAn] Merjaa Pekka ,1,2,0,3660,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,15,1,3,13,5,4,23,4,1220,57,6,58,46
183,ihailee#[foc]#[kO]#[hAn] Merjaa Pekka ,1,2,0,3970,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,16,1,3,13,5,4,24,4,1323,57,6,58,46
184,ihailee#[foc]#[pA]#[hAn] Merjaa Pekka ,1,2,0,3970,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,16,1,3,13,5,4,24,4,1323,57,6,58,46
185,ei#C/op Merjaa ihaile Pekka ,1,2,0,3580,0,0,11,8,18,6,0,0,6,13,17,16,9,0,1,14,4,4,23,6,3,23,5,895,99,7,120,62
186,ei#C/op Merjaa ollut ihaillut Pekka ,1,2,0,4365,0,0,12,9,21,6,0,0,6,24,29,20,10,0,1,16,11,5,30,9,4,26,6,873,123,7,152,93
187,haluaa#C/op Merjaa ihailla Pekka ,1,2,0,4095,0,0,13,10,26,6,0,0,6,8,13,15,11,5,0,14,3,5,19,8,5,25,5,1023,117,9,126,78
188,on'#C/op Merjaa ihaillut Pekka ,1,2,0,4130,0,0,31,9,25,6,0,0,6,15,19,16,10,0,0,15,6,4,24,6,6,25,5,1032,264,22,268,109
189,ei#C/fin omaisuuttaan myynyt Pekka ,1,2,0,3250,0,0,11,8,18,5,0,0,5,13,17,15,9,0,1,9,4,4,22,6,4,18,5,812,104,7,124,78
190,haluaa#C/fin omaisuuttaan myyda Pekka ,1,2,0,4836,1,2,13,12,32,9,0,1,7,10,16,18,12,6,0,7,5,6,22,9,5,19,5,1209,120,9,130,93
191,on'#C/fin Pekka myynyt omaisuuttaan ,1,2,0,3435,0,0,27,9,19,5,0,0,5,11,14,13,10,0,0,9,6,3,19,8,6,19,5,858,128,18,96,140
192,ihailee#C/op Helsingissa Pekka Merjaa ,1,2,0,4725,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,17,9,4,20,9,5,28,6,1181,69,8,72,78
193,ihailee#[foc] Helsingissa Pekka Merjaa ,1,2,0,4750,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,17,9,4,20,9,5,28,6,1187,69,8,72,78
194,ihailee#[hAn] Helsingissa Pekka Merjaa ,1,2,0,4750,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,17,9,4,20,9,5,28,6,1187,69,8,72,109
195,ihailee#[kO] Helsingissa Pekka Merjaa ,1,2,0,4725,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,17,9,4,20,9,5,28,6,1181,69,8,72,93
196,ihailee#[pA] Helsingissa Pekka Merjaa ,1,2,0,4725,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,17,9,4,20,9,5,28,6,1181,69,8,72,93
197,ihailee#[foc]#[hAn] Helsingissa Pekka Merjaa ,1,2,0,5060,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,18,9,4,20,9,5,29,6,1265,69,8,72,93
198,ihailee#[foc]#[kO] Helsingissa Pekka Merjaa ,1,2,0,5035,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,18,9,4,20,9,5,29,6,1258,69,8,72,109
199,ihailee#[foc]#[pA] Helsingissa Pekka Merjaa ,1,2,0,5035,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,18,9,4,20,9,5,29,6,1258,69,8,72,93
200,ihailee#[kO]#[hAn] Helsingissa Pekka Merjaa ,1,2,0,5010,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,18,9,4,20,9,5,29,6,1252,69,8,72,78
201,ihailee#[pA]#[hAn] Helsingissa Pekka Merjaa ,1,2,0,5010,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,18,9,4,20,9,5,29,6,1252,69,8,72,93
202,ihailee#[foc]#[kO]#[hAn] Helsingissa Pekka Merjaa ,1,2,0,5320,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,19,9,4,20,9,5,30,6,1330,69,8,72,78
203,ihailee#[foc]#[pA]#[hAn] Helsingissa Pekka Merjaa ,1,2,0,5320,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,19,9,4,20,9,5,30,6,1330,69,8,72,109
204,ei#C/op Helsingissa Pekan_gen taydy ihailla Merjaa ,1,2,0,5820,0,0,20,13,35,5,0,0,5,17,24,26,14,5,4,17,24,7,33,17,8,31,8,970,176,12,167,156
205,ei#C/op Helsingissa Pekka halua ihailla Merjaa ,1,2,0,6045,0,0,22,14,43,12,0,0,12,17,23,33,15,5,4,17,24,6,40,18,6,32,8,1007,214,14,242,218
206,taytyy#C/op Helsingissa Pekan_gen ihailla Merjaa ,1,2,0,5400,0,0,17,12,27,4,0,0,4,7,13,20,13,4,4,17,13,6,22,13,5,30,7,1080,109,11,95,109
207,haluaa#C/op Helsingissa Pekka ihailla Merjaa ,1,2,0,5475,0,0,18,13,30,7,0,0,7,7,13,23,14,4,3,17,13,6,25,14,5,31,7,1095,134,12,139,140
208,on'#C/op Helsingissa Pekka ihaillut Merjaa ,1,2,0,5510,0,0,43,12,30,9,0,0,9,13,17,25,13,0,3,18,14,4,30,12,9,31,7,1102,308,30,324,125
209,ei#C/op Pekan_gen#top Helsingissa taydy ihailla Merjaa ,1,2,0,6135,0,0,20,13,37,10,0,3,7,17,24,28,14,5,3,18,22,7,31,17,5,32,9,1022,138,12,103,171
210,ei#C/op Pekka Helsingissa halua ihailla Merjaa ,1,2,0,5890,0,0,22,14,45,12,0,0,12,18,24,32,15,5,2,17,22,6,33,18,5,32,8,981,270,14,333,187
211,taytyy#C/op Pekan_gen#top Helsingissa ihailla Merjaa ,1,2,0,5680,0,0,17,12,30,5,0,3,2,8,14,17,13,4,3,18,12,6,21,13,3,31,8,1136,83,11,42,109
212,haluaa#C/op Pekka Helsingissa ihailla Merjaa ,1,2,0,5350,0,0,18,13,34,8,0,0,8,8,13,21,14,4,1,17,11,5,20,14,4,31,7,1070,161,12,178,156
213,on'#C/op Pekka Helsingissa ihaillut Merjaa ,1,2,0,5490,0,0,65,12,37,11,0,0,11,16,20,25,13,0,0,18,10,4,30,11,8,31,7,1098,542,46,594,140
214,ihailen#C/op Merjaa ,1,2,0,2245,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,9,1,2,3,4,2,15,3,1122,6,4,2,31
215,ihailen#[foc] Merjaa ,1,2,0,2270,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,9,1,2,3,4,2,15,3,1135,6,4,2,15
216,ihailen#[hAn] Merjaa ,1,2,0,2270,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,9,1,2,3,4,2,15,3,1135,6,4,2,46
217,ihailen#[kO] Merjaa ,1,2,0,2245,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,9,1,2,3,4,2,15,3,1122,6,4,2,46
218,ihailen#[pA] Merjaa ,1,2,0,2245,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,9,1,2,3,4,2,15,3,1122,6,4,2,31
219,ihailen#[foc]#[hAn] Merjaa ,1,2,0,2580,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,10,1,2,3,4,2,16,3,1290,6,4,2,15
220,ihailen#[foc]#[kO] Merjaa ,1,2,0,2555,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,10,1,2,3,4,2,16,3,1277,6,4,2,31
221,ihailen#[foc]#[pA] Merjaa ,1,2,0,2555,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,10,1,2,3,4,2,16,3,1277,6,4,2,31
222,ihailen#[kO]#[hAn] Merjaa ,1,2,0,2530,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,10,1,2,3,4,2,16,3,1265,6,4,2,15
223,ihailen#[pA]#[hAn] Merjaa ,1,2,0,2530,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,10,1,2,3,4,2,16,3,1265,6,4,2,15
224,ihailen#[foc]#[kO]#[hAn] Merjaa ,1,2,0,2840,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,11,1,2,3,4,2,17,3,1420,6,4,2,31
225,ihailen#[foc]#[pA]#[hAn] Merjaa ,1,2,0,2840,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,11,1,2,3,4,2,17,3,1420,6,4,2,31
226,haluan#C/op ihailla Merjaa ,1,2,0,2810,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,9,3,4,5,7,2,18,4,936,14,6,2,46
227,ihailee Pekka Merjaa ,1,2,0,
228,ei Pekka ihaile Merjaa ,1,2,0,
229,taytyy Pekan_genn ihailla Merjaa ,1,2,0,
230,haluaa Pekka ihailla Merjaa ,1,2,0,
231,ihailee Pekka ihailee Merjaa ,1,2,0,
232,on' Pekka ihaillut Merjaa ,1,2,0,
233,myi Pekka omaisuutensa ,1,2,0,
234,does#C/fin John admire' Mary ,1,2,0,2660,0,0,8,7,10,0,0,0,0,6,8,7,8,0,0,10,6,2,10,7,3,18,4,665,21,4,0,46
235,admire'#C/fin John does Mary ,1,2,0,
236,ihaile#C/op Pekka ei Merjaa ,1,3,0,3430,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,14,8,3,15,8,2,23,5,857,37,5,30,46
237,ihaile#[foc] Pekka ei Merjaa ,1,3,0,3455,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,14,8,3,15,8,2,23,5,863,37,5,30,46
