ï»¿dummy        {'dummy', 'LANG:EN'}
John-           {'-SPEC:P', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', '-adjoinable', '-COMP:C/fin', '-COMP:WH', '-SPEC:R', '-SPEC:ADV', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', 'PF:John', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:AUX', '-COMP:V', 'COMP:R', '-COMP:N', '-SEM:directional', 'LANG:EN', 'COMP:R/D', 'SPEC:A', '-COMP:A', 'LF:John', 'COMP:uR', '-SPEC:V'}
joka            ['LANG:FI']
jota            ['LANG:FI']
joka-           {'-SPEC:P', '-COMP:*', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'PHI_N', '-COMP:C/fin', '-COMP:WH', '-SPEC:R', '-SPEC:ADV', 'PF:joka', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', 'LF:who', 'N', '-COMP:v', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:AUX', '-COMP:V', 'LANG:FI', 'COMP:R', '-COMP:N', 'COMP:R/D', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', 'PF:Jukka', '-COMP:v', 'N', '-SPEC:FORCE', 'LF:Jukka', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', '-SEM:directional', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
juosten         ['LANG:FI']
juoksee         ['LANG:FI']
juokse-         {'V', '-SPEC:T/fin', 'PHI:NUM:_', 'LF:run', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', '-COMP:V', 'LANG:FI', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'SPEC:TO/inf', 'PHI:GEN:_', 'PF:juokse-'}
kaksi           {'PHI:PER:_', 'PHI:NUM:SG', '-VAL', 'NUM', 'TAIL:ARG,VAL,FIN', 'ARG', 'PHI:NUM:_', 'COMP:n', 'PHI:DET:_', 'PF:kaksi', 'LF:two', 'COMP:N', 'PHI:GEN:_', 'SPEC:*', 'LANG:FI'}
kaksi           {'TAIL:*POL:NEG', 'NUM', 'LANG:EN', 'COMP:n', 'PF:kaksi', 'LF:two', 'COMP:N', 'SPEC:*', 'TAIL:ARG,ASP:BOUNDED'}
kaksi_1         {'PHI:PER:_', 'PHI:NUM:SG', '-VAL', 'NUM', 'TAIL:ARG,VAL,FIN', 'ARG', 'PHI:NUM:_', 'COMP:n', 'PHI:DET:_', 'PF:kaksi', 'LF:two', 'COMP:N', 'PHI:GEN:_', 'SPEC:*', 'LANG:FI'}
kaksi_2         {'TAIL:*POL:NEG', 'NUM', 'LANG:EN', 'COMP:n', 'PF:kaksi', 'LF:two', 'COMP:N', 'SPEC:*', 'TAIL:ARG,ASP:BOUNDED'}
kahdet          ['LANG:FI']
kahden          ['LANG:FI']
kaksi-          {'COMP:n', 'PF:kaksi', 'LF:two', 'COMP:N', 'NUM', 'SPEC:*', 'LANG:FI'}
kaupunkia       ['LANG:EN']
kaupunki        {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', 'PF:kaupunki', 'LF:city', 'N', '-SPEC:FORCE', '-COMP:v', '-SPEC:N', '-COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
kaski           ['LANG:FI']
kaskee          ['LANG:FI']
kaske-          {'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'PF:kaske', 'COMP:P', 'SPEC:P', 'PHI:DET:_', '-SPEC:*', '-COMP:V', 'LANG:FI', 'SPEC:ADV', 'SEM:external', '-COMP:N', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'LF:order', '!COMP:A/inf', 'SPEC:TO/inf', 'PHI:GEN:_'}
kellon          ['LANG:FI']
kellon          ['LANG:FI']
kellon_n        ['LANG:FI']
kellon_N        ['LANG:FI']
kelloja         ['LANG:FI']
kello           ['LANG:FI']
kello-          {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', 'PF:kello', '-SPEC:R', 'LF:watch', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
kello0-         {'2SPEC', 'PF:kello', '0', 'SPEC:D', 'LF:watch', 'LANG:FI'}
keta            ['LANG:FI']
kenen           ['LANG:FI']
key             {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', 'PF:key', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'COMP:R', 'LF:key', '-COMP:WH', '-COMP:N', '-SEM:directional', '-SPEC:R', 'LANG:EN', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
kirja           ['LANG:FI']
kirjan          ['LANG:FI']
kirjaa          ['LANG:FI']
kirja-          {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', '-SEM:directional', 'PF:kirja', '-SPEC:R', 'LF:book', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
knows           ['LANG:EN']
know-           {'!COMP:*', 'V', '-SPEC:T/fin', 'PHI:NUM:_', 'LF:know', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', '-COMP:P', 'PHI:DET:_', '-COMP:V', 'CLASS:TR', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', 'PF:know', 'LANG:EN', '-VAL', 'ASP', 'ARG', 'COMP:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
kohti           {'PF:kohti', '!COMP:*', '-SPEC:P', '-SPEC:v', '-SPEC:INF', '-SPEC:C/fin', '-SPEC:T/fin', '-SPEC:C', 'LF:towards', 'PHI:NUM:_', 'P', '-SPEC:FORCE', '-SPEC:N', '-SPEC:iR', 'SPEC:*', '-SPEC:iWH', '-SPEC:Neg/fin', 'PHI:DET:_', '-SPEC:T/prt', '-COMP:ADV', '-COMP:T', 'LANG:FI', '-COMP:N', 'PHI:PER:_', '-COMP:T/fin', '-VAL', 'COMP:D', 'adjoinable', 'ARG', 'TAIL:V', '-COMP:uWH', '-SPEC:ADV', '-COMP:A', 'PHI:GEN:_', '-SPEC:V'}
koko            {'!COMP:*', '-SPEC:P', '-SPEC:INF', '-COMP:uR', '-SPEC:T/fin', '-SPEC:MA/lla', '-SPEC:C', 'LF:all', '-COMP:D', '-COMP:P', '-SPEC:Neg/fin', 'D', 'LANG:FI', '!PROBE:N', '-COMP:T/fin', 'TAIL:T', 'adjoinable', 'PF:koko', 'COMP:N', '-ARG', '-SPEC:V'}
kuka            ['LANG:FI']
KUKA            ['LANG:FI']
kuka-           {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', 'LF:who', 'PHI', 'N', '-SPEC:FORCE', '-SPEC:N', '-COMP:v', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'PF:kuka', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
kuorsaa         ['LANG:FI']
kuorsaamalla    ['LANG:FI']
kuorsaa-        {'V', '-SPEC:T/fin', 'PF:kuorsaa', 'PHI:NUM:_', '-COMP:v', '-COMP:D', 'LF:snore', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', '-COMP:V', 'LANG:FI', '-COMP:WH', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', '-COMP:T/fin', '-VAL', 'ASP', 'ARG', 'SPEC:TO/inf', 'PHI:GEN:_'}
kysyi           ['LANG:EN']
kysy-           {'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'PF:kysya', 'COMP:P', 'SPEC:P', 'PHI:DET:_', '-COMP:V', 'LANG:FI', 'SPEC:ADV', '-COMP:N', '!PROBE:FORCE:OP:WH', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'SPEC:TO/inf', 'PHI:GEN:_', 'LF:ask'}
lahella         {'!COMP:*', '-SPEC:P', '-SPEC:v', 'LF:near', '-SPEC:FORCE', 'SPEC:*', '-SPEC:N', '-SPEC:Neg/fin', '-COMP:ADV', '-COMP:C/fin', '-COMP:T/fin', 'COMP:D', 'adjoinable', 'COMP:V', '-SPEC:ADV', '!SPEC:D', '-SPEC:INF', '-SPEC:C/fin', '-SPEC:T/fin', 'PF:lahella', '-SPEC:C', 'PHI:NUM:_', 'P', '-SPEC:iR', '-SPEC:iWH', 'PHI:DET:_', '-SPEC:T/prt', '-COMP:T', 'VAL', 'LANG:FI', '-COMP:N', '!SPEC:*', 'PHI:PER:_', 'INF', 'ARG', '-COMP:uWH', '-COMP:A', '-COMP:FORCE', 'PHI:GEN:_', '-SPEC:V', 'COMP:v'}
lahella         {'!COMP:*', '-SPEC:P', '-SPEC:v', '-SPEC:INF', '-SPEC:C/fin', '-SPEC:T/fin', 'LF:near', 'PF:lahella', '-SPEC:C', 'PHI:NUM:_', '-SPEC:FORCE', 'P', '-SPEC:N', '-SPEC:iR', '-SPEC:iWH', '-SPEC:Neg/fin', '-SPEC:V', '!COMP:D', '-SPEC:T/prt', '-COMP:ADV', 'PHI:DET:_', '-COMP:T', 'LANG:FI', '-COMP:N', 'PHI:PER:_', '-COMP:T/fin', '-VAL', 'COMP:D', 'adjoinable', 'ARG', '-COMP:uWH', '-SPEC:ADV', '-COMP:A', 'PHI:GEN:_', 'SPEC:*'}
lahella_1       {'!COMP:*', '-SPEC:P', '-SPEC:v', '-SPEC:INF', '-SPEC:C/fin', '-SPEC:T/fin', 'LF:near', 'PF:lahella', '-SPEC:C', 'PHI:NUM:_', '-SPEC:FORCE', 'P', '-SPEC:N', '-SPEC:iR', '-SPEC:iWH', '-SPEC:Neg/fin', '-SPEC:V', '!COMP:D', '-SPEC:T/prt', '-COMP:ADV', 'PHI:DET:_', '-COMP:T', 'LANG:FI', '-COMP:N', 'PHI:PER:_', '-COMP:T/fin', '-VAL', 'COMP:D', 'adjoinable', 'ARG', '-COMP:uWH', '-SPEC:ADV', '-COMP:A', 'PHI:GEN:_', 'SPEC:*'}
lahella_2       {'!COMP:*', '-SPEC:P', '-SPEC:v', 'LF:near', '-SPEC:FORCE', 'SPEC:*', '-SPEC:N', '-SPEC:Neg/fin', '-COMP:ADV', '-COMP:C/fin', '-COMP:T/fin', 'COMP:D', 'adjoinable', 'COMP:V', '-SPEC:ADV', '!SPEC:D', '-SPEC:INF', '-SPEC:C/fin', '-SPEC:T/fin', 'PF:lahella', '-SPEC:C', 'PHI:NUM:_', 'P', '-SPEC:iR', '-SPEC:iWH', 'PHI:DET:_', '-SPEC:T/prt', '-COMP:T', 'VAL', 'LANG:FI', '-COMP:N', '!SPEC:*', 'PHI:PER:_', 'INF', 'ARG', '-COMP:uWH', '-COMP:A', '-COMP:FORCE', 'PHI:GEN:_', '-SPEC:V', 'COMP:v'}
lahtee          ['LANG:FI']
lahtea          ['LANG:FI']
lahtemaan       ['LANG:FI']
lahtevan        ['LANG:FI']
lahtevansa      ['LANG:FI']
lahtevani       ['LANG:FI']
lahtemassa      ['LANG:FI']
lahtematta      ['LANG:FI']
lahtemalla      ['LANG:FI']
lahtiessa       ['LANG:FI']
lahtiessaan     ['LANG:FI']
lahdettyaan     ['LANG:FI']
lahdettya       ['LANG:FI']
lahde           ['LANG:FI']
lahti           ['LANG:FI']
lahte-          {'PF:lahtea', 'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-COMP:D', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', '-COMP:MA/inf', 'PHI:DET:_', '-COMP:V', 'LANG:FI', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', 'LF:leave', '-VAL', 'ASP', 'ARG', 'CLASS:INTR', 'SPEC:D', 'SPEC:TO/inf', 'PHI:GEN:_', 'COMP:PP'}
lavano          ['LANG:IT']
lava-           {'!COMP:*', 'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', 'LF:wash', 'LANG:IT', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-VAL', 'COMP:D', 'ASP', 'ARG', 'PF:lava', 'SPEC:TO/inf', 'PHI:GEN:_'}
lavato          ['LANG:IT']
lavata          ['LANG:IT']
lavare          ['LANG:IT']
lavati          ['LANG:IT']
lavando         ['LANG:IT']
lavo            ['LANG:IT']
lavi            ['LANG:IT']
lava            ['LANG:IT']
le              {'!COMP:*', '-SPEC:P', '-SPEC:INF', '-COMP:uR', '-SPEC:T/fin', 'PF:le', '-SPEC:MA/lla', '-SPEC:C', '-COMP:D', '-COMP:P', '-SPEC:Neg/fin', 'LANG:IT', 'D', '!PROBE:N', '-COMP:T/fin', 'adjoinable', 'LF:D', 'COMP:N', '-ARG', '-SPEC:V'}
leaves          ['LANG:EN']
leave           {'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PF:leave', 'PHI:DET:_', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', 'LF:leave', '-COMP:T/fin', '-VAL', 'LANG:EN', 'ASP', 'ARG', '!SPEC:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
leave-          {'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PF:leave', 'PHI:DET:_', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', 'LF:leave', '-COMP:T/fin', '-VAL', 'LANG:EN', 'ASP', 'ARG', '!SPEC:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
like-           {'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', '!COMP:D', 'PF:like', 'LF:like', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-VAL', 'LANG:EN', 'ASP', 'ARG', 'SPEC:TO/inf', 'PHI:GEN:_'}
likes           ['LANG:EN']
like            {'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', '!COMP:D', 'PF:like', 'LF:like', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-VAL', 'LANG:EN', 'ASP', 'ARG', 'SPEC:TO/inf', 'PHI:GEN:_'}
little          ['LANG:EN']
little-         {'2SPEC', 'LF:little', '0', 'SPEC:D', 'PF:little-', 'LANG:EN'}
lle             {'!COMP:*', '-SPEC:P', '-SPEC:v', '-SPEC:FORCE', '-SPEC:N', '-SPEC:Neg/fin', '-COMP:ADV', '-COMP:T/fin', 'COMP:D', 'adjoinable', '-SPEC:ADV', '+SEM:directional', '-SPEC:INF', '-SPEC:C/fin', '-SPEC:T/fin', '-SPEC:C', 'PHI:NUM:_', 'P', '-SPEC:iR', '-SPEC:iWH', 'PF:P(lle)', 'PHI:DET:_', '-SPEC:T/prt', '-COMP:T', '-SPEC:*', 'LANG:FI', '-COMP:N', 'PHI:PER:_', '-VAL', 'ARG', '-COMP:uWH', 'TAIL:V,+SEM:directional', '-COMP:A', 'LF:for', 'PHI:GEN:_', '-SPEC:V'}
lla             {'!COMP:*', '-SPEC:P', '-SPEC:v', '-SPEC:FORCE', 'SPEC:*', '-SPEC:N', '-SPEC:Neg/fin', '-COMP:ADV', '-COMP:T/fin', 'COMP:D', 'adjoinable', '-SPEC:ADV', '-SPEC:INF', '-SPEC:C/fin', '-SPEC:T/fin', '-SPEC:C', 'PHI:NUM:_', 'P', '-SPEC:iR', '-SPEC:iWH', 'PHI:DET:_', '-SPEC:T/prt', 'PF:P(lla)', 'LF:by', '-COMP:T', 'LANG:FI', 'TAIL:*V', '-COMP:N', 'PHI:PER:_', '-VAL', 'ARG', '-COMP:uWH', '-COMP:A', 'TAIL:T', 'PHI:GEN:_', '-SPEC:V'}
Luisa           ['LANG:IT']
Luisa-          {'-SPEC:P', 'LF:Luisa', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', 'LANG:IT', '-COMP:V', 'COMP:R', '-COMP:WH', '-COMP:N', '-SEM:directional', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'PF:Luisa', 'COMP:uR', '-SPEC:V'}
lukemalla       ['LANG:FI']
lukee           ['LANG:FI']
luke-           {'!COMP:*', 'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'LF:read', 'COMP:P', 'SPEC:P', '-COMP:P', 'PHI:DET:_', '-COMP:V', 'CLASS:TR', 'LANG:FI', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', 'PF:luke', '-VAL', 'ASP', 'ARG', 'COMP:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
loydetty        ['LANG:FI']
loydettiin      ['LANG:FI']
loysimme        ['LANG:FI']
loysi           ['LANG:FI']
loytaa          ['LANG:FI']
loyta-          {'!COMP:*', 'V', '-SPEC:T/fin', 'PF:loyta-', '-COMP:v', 'PHI:NUM:_', '-SPEC:FORCE', 'LF:find', 'COMP:P', 'SPEC:P', 'ASP:BOUNDED', '-COMP:P', '!COMP:D', 'PHI:DET:_', '-COMP:V', 'LANG:FI', 'CLASS:TR', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'COMP:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
Mary            ['LANG:EN']
Mary-           {'-SPEC:P', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'PF:Mary', '-adjoinable', '-COMP:C/fin', '-COMP:WH', '-SPEC:R', '-SPEC:ADV', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', 'LF:Mary', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:AUX', '-COMP:V', 'COMP:R', '-COMP:N', '-SEM:directional', 'LANG:EN', 'COMP:R/D', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
Merja           ['LANG:FI']
Merjan          ['LANG:FI']
Merjan_acc      ['LANG:FI']
Merja_0acc      ['LANG:FI']
Merjan_gen      ['LANG:FI']
Merjan_poss     ['LANG:FI']
Merjaa          ['LANG:FI']
Merjaahan       ['LANG:FI']
Merja-          {'-SPEC:P', '-SPEC:FORCE', '-SPEC:N', 'PF:Merja', 'LF:Merja', 'COMP:P', '-adjoinable', '-COMP:C/fin', '-COMP:WH', '-SPEC:R', '-SPEC:ADV', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:AUX', '-COMP:V', 'LANG:FI', 'COMP:R', '-COMP:N', '-SEM:directional', 'COMP:R/D', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
Merjalle        ['LANG:EN']
Merjalla        ['LANG:EN']
malla           {'MA/inf', 'PF:malla', '-SPEC:T/fin', 'adjoinable', 'LANG:FI', '-SPEC:FORCE', '-SPEC:N', 'ADV', '-SPEC:Neg/fin', 'TAIL:T', 'LF:by', 'SPEC:*', 'COMP:v'}
meren           ['LANG:FI']
mere-           {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', 'PF:meri', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', 'LF:ocean', '-SPEC:V'}
mies            {'-SPEC:P', '-SPEC:INF', 'PF:mies', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', 'LF:man', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
mistake         {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'PF:mistake', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'COMP:R', '-COMP:WH', '-COMP:N', 'LF:mistake', '-SPEC:R', 'LANG:EN', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
minka           ['LANG:FI']
mika            ['LANG:FI']
mika-           {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', 'LF:what', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', '-SPEC:V', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', 'PF:mika-'}
mita            ['LANG:FI']
moved           ['LANG:EN']
move'           ['LANG:EN']
move-           {'!COMP:*', 'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'PF:move', 'SPEC:P', '-COMP:P', 'PHI:DET:_', '-COMP:V', 'CLASS:TR', 'SPEC:ADV', 'LF:move', '-COMP:N', 'LANGN:EN', 'PHI:PER:_', '-VAL', 'COMP:D', 'ASP', 'ARG', '+SEM:directional', 'SPEC:TO/inf', 'PHI:GEN:_'}
mukavasti       ['LANG:EN']
mukava-         {'LF:comfortably', '2SPEC', '0', 'SPEC:D', 'PF:mukavasti', 'LANG:FI'}
must            {'!COMP:*', '-SPEC:v', 'FIN', '-SPEC:Neg', 'COMP:T/prt', '-SPEC:T/fin', '!PROBE:V', '-SPEC:C', 'PHI:NUM:_', 'PHI:GEN:_', 'SPEC:*', 'SPEC:C/fin', 'PF:must', '-SPEC:N', 'PHI:DET:_', 'MODAL', '-adjoinable', '-SPEC:T/prt', 'LF:must', '-COMP:INF', 'VAL', 'SPEC:FORCE', '!SPEC:*', 'PHI:PER:_', 'T', '-COMP:T/fin', '-SPEC:TO/inf', 'LANG:EN', 'ARG', 'COMP:V', 'COMP:Neg', 'SPEC:D', 'SPEC:TO/inf', 'T/fin', '-SPEC:V', 'COMP:v'}
myi             ['LANG:FI']
myynyt          ['LANG:FI']
myyda           ['LANG:FI']
myy-            {'!COMP:*', 'V', '-SPEC:T/fin', '-COMP:Neg/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'ASP:BOUNDED', '-COMP:P', 'PHI:DET:_', '-COMP:V', 'LANG:FI', 'CLASS:TR', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', '-COMP:T/fin', '-VAL', 'PF:myy', 'COMP:D', 'LF:sell', 'ASP', 'ARG', 'SPEC:TO/inf', 'PHI:GEN:_'}
naki            ['LANG:FI']
nakee           ['LANG:FI']
nake-           {'!COMP:*', 'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-COMP:ESSA/inf', 'PF:nake', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'ASP:BOUNDED', '-COMP:P', 'PHI:DET:_', '-COMP:V', '-COMP:MA/ssa', 'LANG:FI', 'CLASS:TR', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', '-COMP:MA/tta', 'COMP:D', 'LF:see', 'SPEC:TO/inf', 'PHI:GEN:_'}
nayttaa         ['LANG:FI']
naytta-         {'V', '-SPEC:T/fin', 'PF:naytta', 'SEM:internal', '-COMP:v', 'LF:seem', '-SPEC:FORCE', '!COMP:VA/inf', 'COMP:P', 'SPEC:P', 'VAL', 'LANG:FI', '-COMP:V', '-COMP:N', 'SPEC:ADV', 'ASP', '!SPEC:D', 'SPEC:TO/inf', '-ARG'}
ndo             {'!COMP:*', 'LF:ing', '-SPEC:T/fin', 'INF', '-COMP:T/fin', 'LANG:EN', 'COMP:V', '?ARG', '-SPEC:V', 'PRG', 'VAL', '-COMP:C/fin', '-COMP:FORCE', 'PF:PRG', 'COMP:v'}
ne              {'!COMP:*', '-SPEC:P', '-SPEC:INF', '-COMP:uR', '-SPEC:T/fin', '-SPEC:MA/lla', '-SPEC:C', 'PHI:NUM:PL', '-COMP:D', 'LF:those', '-COMP:P', '-SPEC:Neg/fin', 'PHI:PER:3', 'D', 'LANG:FI', '!PROBE:N', '-COMP:T/fin', 'adjoinable', 'PF:ne', 'COMP:N', '-ARG', '-SPEC:V'}
niiden          ['LANG:EN']
