ï»¿dummy        {'dummy', 'LANG:EN'}
nen             {'LF:ing', '-SPEC:D', 'A', 'SPEC:*', 'COMP:0', '-SPEC:A', 'TAIL:D', 'PF:a', 'LANG:FI'}
not             {'!COMP:*', 'PHI:PER:_', '-SPEC:T/fin', '-VAL', 'LANG:EN', 'ARG', '-COMP:D', 'SPEC:*', 'PHI:NUM:_', '-COMP:C', 'POL:NEG', 'PHI:DET:_', 'LF:not', 'PF:not', 'PHI:GEN:_', 'Neg', '-COMP:FIN'}
nukahti         ['LANG:FI']
nukkunut        ['LANG:FI']
nukuttiin       ['LANG:FI']
nukkua          ['LANG:FI']
nukkui          ['LANG:FI']
nukkuu          ['LANG:FI']
nukku-          {'V', '-SPEC:T/fin', '-COMP:Neg/fin', 'LF:sleep', '-COMP:v', '-COMP:D', '-SPEC:FORCE', 'PHI:NUM:_', 'COMP:P', '-COMP:MA/inf', 'SPEC:P', 'PHI:DET:_', '-COMP:T', '-COMP:V', 'LANG:FI', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-COMP:T/fin', '-VAL', 'ASP', 'ARG', 'CLASS:INTR', 'SPEC:D', 'PF:nukku', 'SPEC:TO/inf', 'PHI:GEN:_'}
ollut           ['LANG:FI']
on'             ['LANG:FI']
omaisuutensa    ['LANG:FI']
omaisuuttaan    ['LANG:FI']
omaisuus-       {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', 'PF:omaisuuden', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', 'LF:possessions', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
operatoria      ['LANG:IT']
operatoria-     {'PF:operatoria', '2SPEC', '0', 'SPEC:D', 'LF:operation', 'LANG:IT'}
ostaa           ['LANG:FI']
osta-           {'!COMP:*', 'V', '-SPEC:T/fin', 'PHI:NUM:_', 'LF:buy', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'ASP:BOUNDED', '-COMP:P', 'PHI:DET:_', '-COMP:V', 'LANG:FI', 'CLASS:TR', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'COMP:D', 'SPEC:TO/inf', 'PF:osta', 'PHI:GEN:_'}
paivan          ['LANG:EN']
paivaa          ['LANG:EN']
paiva           ['LANG:EN']
paiva-          {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', 'SEM:nonreferential', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', 'PF:paiva', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', 'LF:day', '-SPEC:V'}
past            {'!COMP:*', '-SPEC:P', '-SPEC:v', '-SPEC:INF', '-SPEC:C/fin', '-SPEC:T/fin', '-SPEC:C', 'PHI:NUM:_', 'P', '-SPEC:FORCE', '-SPEC:N', '-SPEC:iR', '-SPEC:iWH', '-SPEC:Neg/fin', 'PHI:DET:_', '-SPEC:T/prt', '-COMP:ADV', '-COMP:T', '-SPEC:*', 'PF:past', '-COMP:N', 'PHI:PER:_', '-COMP:T/fin', '-float', 'LANG:EN', 'COMP:D', 'adjoinable', '-VAL', 'ARG', '-COMP:uWH', '-SPEC:ADV', '-COMP:A', 'LF:past', 'PHI:GEN:_', '-SPEC:V'}
Pariisia        ['LANG:FI']
Pariisi-        {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', 'COMP:uR', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', 'LF:Paris', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'PF:Pariisi', '-SPEC:V'}
Pekkaa          ['LANG:FI']
Pekka           ['LANG:FI']
Pekan           ['LANG:EN']
Pekan_gen       ['LANG:FI']
Pekan_acc       ['LANG:FI']
Pekka_0acc      ['LANG:FI']
Pekkahan        ['LANG:FI']
PEKKA           ['LANG:EN']
Pekka-          {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', 'LF:Pekka', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', 'PF:Pekka', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', '-SEM:directional', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
pelottaa        ['LANG:FI']
pelkaa          ['LANG:FI']
pelkaa-         {'!COMP:*', 'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', 'LF:fear', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', '-COMP:P', 'PHI:DET:_', '-COMP:V', 'LANG:FI', 'CLASS:TR', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'COMP:D', 'PF:pelkaa', 'SPEC:TO/inf', 'PHI:GEN:_'}
persuades       ['LANG:EN']
persuade-       {'!COMP:*', 'V', 'PF:persuade', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', 'COMP:TO/inf', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', 'LF:persuade', '-COMP:V', 'SPEC:ADV', 'SEM:external', '-COMP:N', 'PHI:PER:_', '-VAL', 'LANG:EN', 'ASP', 'ARG', 'SPEC:TO/inf', 'PHI:GEN:_'}
peruuntui       ['LANG:FI']
peruuntu-       {'V', 'PF:peruuntui', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', '-COMP:V', 'SPEC:ADV', 'LANG:FI', '-COMP:N', 'PHI:PER:_', 'LF:cancelled', '-VAL', 'ASP', 'ARG', 'SPEC:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
pesi            ['LANG:FI']
pesta           ['LANG:FI']
pese-           {'!COMP:*', 'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', 'PF:pese_asp', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'ASP:BOUNDED', '-COMP:P', 'PHI:DET:_', 'LF:wash', '-COMP:V', 'LANG:FI', 'CLASS:TR', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'COMP:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
pese-           {'!COMP:*', 'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'PF:pese', 'COMP:P', 'SPEC:P', '-COMP:P', 'PHI:DET:_', 'LF:wash', '-COMP:V', 'LANG:FI', 'CLASS:TR', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'COMP:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
petardi         {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', 'LF:firecrackers', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', 'LANG:IT', '-COMP:V', 'COMP:R', '-COMP:WH', '-COMP:N', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'PF:petardi', 'COMP:uR', '-SPEC:V'}
pieni           ['LANG:FI']
pieni-          {'2SPEC', '0', 'SPEC:D', 'LF:small', 'PF:pieni-', 'LANG:FI'}
poikien         ['LANG:FI']
poika-          {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'PF:poika', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', 'LF:boy', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
puhelinta       ['LANG:FI']
puhelin-        {'LF:phone', '2SPEC', '0', 'SPEC:D', 'PF:puhelin', 'LANG:FI'}
punainen        ['LANG:FI']
puna-           {'2SPEC', 'LF:red', 'PF:puna-', '0', 'SPEC:D', 'LANG:FI'}
presupposto     {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', 'PF:presupposto', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', 'LANG:IT', '-COMP:V', 'COMP:R', '-COMP:WH', '-COMP:N', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', 'LF:presupposition', '-SPEC:V'}
primary         {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', 'LF:nurse', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', 'LANG:IT', '-COMP:V', 'COMP:R', '-COMP:WH', '-COMP:N', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', 'PF:primary', '-COMP:A', 'COMP:uR', '-SPEC:V'}
promises        ['LANG:EN']
promise-        {'V', '-SPEC:T/fin', 'SEM:internal', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'LF:promise', 'COMP:P', 'SPEC:P', 'PHI:DET:_', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-VAL', 'COMP:D', 'PF:promise', 'LANG:EN', 'ASP', 'ARG', 'SPEC:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
problem         {'-SPEC:P', '-SPEC:INF', 'LF:problem', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'COMP:R', '-COMP:WH', '-COMP:N', '-SPEC:R', 'LANG:EN', 'PF:problem', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
pyytaa          ['LANG:FI']
pyyta-          {'!COMP:*', 'V', '-SPEC:T/fin', 'PF:pyyda', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', '-COMP:P', 'PHI:DET:_', '-COMP:V', 'LANG:FI', 'CLASS:TR', 'SEM:external', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'COMP:D', 'SPEC:TO/inf', 'PHI:GEN:_', 'LF:ask'}
raced           ['FREQ:2', 'INFO:finite_verb', 'LANG:EN']
raced           ['FREQ:1', 'INFO:participle_verb', 'LANG:EN']
race-           {'!COMP:*', 'V', 'LF:race', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-COMP:D', '-SPEC:FORCE', 'COMP:P', 'LAMG:EN', 'SPEC:P', '-COMP:MA/inf', 'PHI:DET:_', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-COMP:T/fin', '-VAL', 'LANG:EN', 'ASP', 'ARG', 'PF:race', 'CLASS:INTR', 'SPEC:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
raukesi         ['LANG:FI']
raukea-         {'V', 'PF:raukea', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', '-COMP:V', 'LANG:FI', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'LF:terminate', 'SPEC:TO/inf', 'PHI:GEN:_'}
red             ['LANG:EN']
red-            {'2SPEC', 'LF:red', '0', 'PF:red', 'SPEC:D', 'LANG:EN'}
saavuttaa       ['LANG:FI']
saavutta-       {'!COMP:*', 'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'ASP:BOUNDED', '-COMP:P', '!COMP:D', 'PHI:DET:_', 'PF:saavutta-', '-COMP:V', 'LANG:FI', 'CLASS:TR', 'LF:reach', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'COMP:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
sanon           ['LANG:FI']
sanoo           ['LANG:FI']
sanoi           ['LANG:FI']
sano-           {'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', 'LF:say', 'COMP:FORCE', 'COMP:VA/inf', 'LANG:FI', '-COMP:V', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'PF:sano-', 'SPEC:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
said            ['LANG:EN']
say'            {'!COMP:FORCE', 'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', 'LF:say', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', 'PF:say', '-VAL', 'LANG:EN', 'ASP', 'ARG', 'SPEC:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
say-            {'!COMP:FORCE', 'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', 'LF:say', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', 'PF:say', '-VAL', 'LANG:EN', 'ASP', 'ARG', 'SPEC:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
sala            ['LANG:IT']
sala-           {'-SPEC:P', 'PF:sala', 'LF:room', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', 'LANG:IT', '-COMP:V', 'COMP:R', '-COMP:WH', '-COMP:N', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
scoppiati       ['LANG:IT']
scoppia-        {'V', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', 'LF:explode', 'LANG:IT', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'PF:scoppia', 'SPEC:TO/inf', 'PHI:GEN:_'}
sentenza        {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', 'LF:sentence', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', 'LANG:IT', '-COMP:V', 'COMP:R', '-COMP:WH', '-COMP:N', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'PF:sentenza', 'COMP:uR', '-SPEC:V'}
Seine           ['LANG:EN']
Seine-          {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'PF:Seine', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'COMP:R', '-COMP:WH', '-COMP:N', '-SPEC:R', 'LANG:EN', 'COMP:R/D', 'LF:Seine', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
sembrano        ['LANG:IT']
sembra-         {'V', '-SPEC:T/fin', '-ASP', 'PF:sembra', '-COMP:v', 'LF:seem', '-COMP:D', '-SPEC:FORCE', 'COMP:P', '!COMP:ARE/inf', 'SPEC:P', '-COMP:V', 'SPEC:ADV', '-COMP:N', '-VAL', 'LANG:EN', 'SPEC:D', 'SPEC:TO/inf', '-ARG'}
sleeps          ['LANG:EN']
sleep           {'V', '-SPEC:T/fin', 'LF:sleep', '-COMP:v', '-COMP:D', '-SPEC:FORCE', 'PHI:NUM:_', 'COMP:P', 'SPEC:P', '-COMP:MA/inf', 'PHI:DET:_', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', 'PF:sleep', '-VAL', 'LANG:EN', 'ASP', 'ARG', 'CLASS:INTR', 'SPEC:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
sleep-          {'V', '-SPEC:T/fin', 'LF:sleep', '-COMP:v', '-COMP:D', '-SPEC:FORCE', 'PHI:NUM:_', 'COMP:P', 'SPEC:P', '-COMP:MA/inf', 'PHI:DET:_', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', 'PF:sleep', '-VAL', 'LANG:EN', 'ASP', 'ARG', 'CLASS:INTR', 'SPEC:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
solution        {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', 'LF:solution', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'COMP:R', '-COMP:WH', '-COMP:N', '-SPEC:R', 'LANG:EN', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'PF:solution', 'COMP:uR', '-SPEC:V'}
sono            ['LANG:IT']
sono_pl         ['LANG:IT']
sopimuksen      ['LANG:FI']
sopimus         ['LANG:FI']
sopimus-        {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', 'PF:sopimus', '-SPEC:R', 'COMP:R/D', 'LF:agreement', '-SPEC:ADV', 'SPEC:A', '-COMP:A', '!COMP:A/inf', 'COMP:uR', '-SPEC:V'}
spinge          ['LANG:IT']
spinge-         {'V', '-SPEC:T/fin', 'PF:spinge', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', '-COMP:P', 'SPEC:P', 'PHI:DET:_', '!COMP:D', 'LANG:IT', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'LF:push', 'SPEC:TO/inf', 'PHI:GEN:_'}
ssa             {'PF:ssa', '!COMP:*', '-SPEC:P', '-SPEC:v', '-SPEC:FORCE', 'SPEC:*', '-SPEC:N', '-SPEC:Neg/fin', '-COMP:ADV', '-COMP:T/fin', 'COMP:D', 'adjoinable', '-SPEC:ADV', '-SPEC:INF', 'LF:in', '-SPEC:C/fin', '-SPEC:T/fin', '-SPEC:C', 'PHI:NUM:_', 'P', '-SPEC:iR', '-SPEC:iWH', 'PHI:DET:_', '-SPEC:T/prt', '-COMP:T', 'LANG:FI', '-COMP:N', 'PHI:PER:_', '-VAL', 'ARG', '-COMP:uWH', 'TAIL:V', 'COMP:n/MA', '-COMP:A', 'PHI:GEN:_', '-SPEC:V'}
stanno          ['LANG:IT']
sta-            {'V', '-SPEC:T/fin', '-ASP', 'SEM:internal', 'PHI:NUM:_', '-COMP:v', 'COMP:PRG', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', '-COMP:V', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-VAL', 'LANG:EN', 'ARG', 'LF:stay', 'PF:sta', 'SPEC:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
sti             {'PF:sti', '!COMP:*', '-SPEC:T/fin', 'adjoinable', '-SPEC:FORCE', '-SPEC:N', 'ADV', '-SPEC:Neg/fin', 'TAIL:T', 'LF:by', '-ARG', 'SPEC:*', 'LANG:FI'}
sukkaa          ['LANG:EN']
sukan           ['LANG:EN']
sukat           ['LANG:EN']
sukka-          {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', 'LF:socks', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', 'PF:sukka-', '-COMP:N', '-SPEC:R', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
surprised       ['LANG:EN']
surprise-       {'PF:surprise', 'V', '!COMP:*', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', '-COMP:P', 'PHI:DET:_', '-COMP:V', 'CLASS:TR', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-COMP:T/fin', '-VAL', 'LANG:EN', 'ASP', 'ARG', 'COMP:D', 'SPEC:TO/inf', 'LF:surprise', 'PHI:GEN:_'}
talo            {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'N', '-SPEC:FORCE', '-SPEC:N', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'LF:house', 'COMP:R', '-COMP:N', '-SPEC:R', 'COMP:R/D', 'PF:talo', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
taloa           ['LANG:EN']
tama            ['LANG:EN']
tama-           {'-SPEC:P', '-SPEC:INF', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:VA/inf', '-SPEC:T/fin', '-COMP:v', 'PHI', 'N', '-SPEC:FORCE', '-SPEC:N', 'PF:tama', 'COMP:P', 'COMP:D/rel', '-SPEC:uWH', 'COMP:C', '-COMP:C/fin', '-COMP:AUX', '-COMP:V', 'LANG:FI', '-COMP:WH', 'COMP:R', '-COMP:N', '-SPEC:R', 'LF:this', 'COMP:R/D', '-SPEC:ADV', 'SPEC:A', '-COMP:A', 'COMP:uR', '-SPEC:V'}
tassa           ['LANG:EN']
taytyy          ['LANG:FI']
taydy           ['LANG:FI']
tayty-          {'V', 'FIN', '-SPEC:T/fin', '-ASP', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'PHI:DET:_', 'MODAL', 'LF:must', '-COMP:V', 'LANG:FI', 'SPEC:ADV', '-COMP:N', 'PHI:PER:_', '-VAL', 'ARG', 'PF:taytyy', '!COMP:A/inf', 'SPEC:TO/inf', 'PHI:GEN:_', 'SPEC:*'}
teki            ['LANG:FI']
teke-           {'PF:teke', 'V', '!COMP:*', '-SPEC:T/fin', 'PHI:NUM:_', '-COMP:v', '-SPEC:FORCE', 'COMP:P', 'SPEC:P', 'ASP:BOUNDED', '-COMP:P', '!COMP:D', 'PHI:DET:_', '-COMP:A/inf', 'LF:make', '-COMP:V', 'LANG:FI', 'CLASS:TR', '-COMP:N', 'SPEC:ADV', 'PHI:PER:_', '-VAL', 'ASP', 'ARG', 'COMP:D', 'SPEC:TO/inf', 'PHI:GEN:_'}
that            {'!COMP:*', 'FIN', 'COMP:T/fin', '-VAL', 'LANG:EN', 'COMP:C/fin', 'FORCE', '-SPEC:*', '!PROBE:FIN', 'FORCE:DECL', 'PF:that', '-ARG', 'LF:that'}
the             {'!COMP:*', 'PHI:DET:DEF', '-SPEC:P', '-SPEC:INF', '-COMP:uR', '-SPEC:T/fin', '-SPEC:MA/lla', '-SPEC:C', 'PHI:NUM:SG', 'LF:the', '-COMP:D', '-COMP:P', '-SPEC:Neg/fin', 'PHI:PER:3', 'D', '!PROBE:N', '-COMP:T/fin', 'LANG:EN', 'adjoinable', 'COMP:N', '-ARG', '-SPEC:V', 'PF:the'}
to              {'!COMP:*', '-SPEC:P', '-SPEC:v', '-SPEC:FORCE', '-SPEC:N', '-SPEC:Neg/fin', '-COMP:ADV', 'PF:to', '-COMP:T/fin', '-float', 'COMP:D', 'adjoinable', '-SPEC:ADV', '+SEM:directional', '-SPEC:INF', '-SPEC:C/fin', '-SPEC:T/fin', '-SPEC:C', 'PHI:NUM:_', 'P', '-SPEC:iR', '-SPEC:iWH', 'PHI:DET:_', '-SPEC:T/prt', '-COMP:T', '-SPEC:*', 'LF:to', '-COMP:N', 'PHI:PER:_', '-VAL', 'LANG:EN', 'ARG', '-COMP:uWH', 'TAIL:V', '-COMP:A', 'PHI:GEN:_', '-SPEC:V'}
to_inf          {'-SPEC:v', '!COMP:*', '-SPEC:T/fin', '?ARG', '-COMP:C/fin', 'PF:TO/inf', 'LF:TO/inf', 'INF', '-VAL', 'LANG:EN', 'adjoinable', '-COMP:T/fin', 'COMP:V', 'TO/inf', '-COMP:FORCE', '-SPEC:V', 'COMP:v'}
towards         {'!COMP:*', '-SPEC:P', '-SPEC:v', 'LF:towards', '-SPEC:FORCE', '-SPEC:N', '-SPEC:Neg/fin', '-COMP:ADV', '-COMP:T/fin', '-float', 'COMP:D', 'adjoinable', '-SPEC:ADV', '-SPEC:INF', '-SPEC:C/fin', '-SPEC:T/fin', 'PF:towards', '-SPEC:C', 'PHI:NUM:_', 'P', '-SPEC:iR', '-SPEC:iWH', 'PHI:DET:_', '-SPEC:T/prt', '-COMP:T', '-SPEC:*', '-COMP:N', 'PHI:PER:_', '-VAL', 'LANG:EN', 'ARG', '-COMP:uWH', 'TAIL:V', '-COMP:A', 'PHI:GEN:_', '-SPEC:V'}
tonaisi         ['LANG:FI']
tonaista        ['LANG:FI']
