Prediction errors:
12688. istu-#TA#Aise#mA 
12689. istu-#TA#Aise#vA 
12691. istu-#TA#a#(t)A 
12693. istu-#TA#a#T/fin#prs#n 
12697. istu-#TA#a#jA 
12701. istu-#TA#a#mAtOn 
12703. istu-#TA#a#mA 
12704. istu-#TA#a#vA 
12711. istu-#TA#O#tAr 
12713. istu-#TA#O#[NOM] 
12714. istu-#TA#O#inen 
12715. istu-#TA#O#mAinen 
12717. istu-#TA#O#tOn 
12741. istu-#TA#stO#tAr 
12743. istu-#TA#stO#[NOM] 
12744. istu-#TA#stO#inen 
12745. istu-#TA#stO#mAinen 
12747. istu-#TA#stO#tOn 
12773. istu-#TA#ise#[NOM] 
12780. istu-#TA#ise#hkO 
12788. istu-#TA#mAise#[NOM] 
12795. istu-#TA#mAise#hkO 
12891. istu-#TA#jA#tAr 
13036. istu-#ile#ile#(t)A 
13038. istu-#ile#ile#T/fin#prs#n 
13042. istu-#ile#ile#jA 
13046. istu-#ile#ile#mAtOn 
13048. istu-#ile#ile#mA 
13049. istu-#ile#ile#vA 
13051. istu-#ile#UTU#(t)A 
13053. istu-#ile#UTU#T/fin#prs#n 
13057. istu-#ile#UTU#jA 
13061. istu-#ile#UTU#mAtOn 
13064. istu-#ile#UTU#vA 
13066. istu-#ile#AhtA#(t)A 
13068. istu-#ile#AhtA#T/fin#prs#n 
13072. istu-#ile#AhtA#jA 
13076. istu-#ile#AhtA#mAtOn 
13078. istu-#ile#AhtA#mA 
13079. istu-#ile#AhtA#vA 
13081. istu-#ile#Aise#(t)A 
13083. istu-#ile#Aise#T/fin#prs#n 
13087. istu-#ile#Aise#jA 
13091. istu-#ile#Aise#mAtOn 
13093. istu-#ile#Aise#mA 
13094. istu-#ile#Aise#vA 
13096. istu-#ile#a#(t)A 
13098. istu-#ile#a#T/fin#prs#n 
13102. istu-#ile#a#jA 
13106. istu-#ile#a#mAtOn 
13108. istu-#ile#a#mA 
13109. istu-#ile#a#vA 
13133. istu-#ile#Us#[NOM] 
13135. istu-#ile#Us#mAinen 
13146. istu-#ile#stO#tAr 
13148. istu-#ile#stO#[NOM] 
13149. istu-#ile#stO#inen 
13150. istu-#ile#stO#mAinen 
13152. istu-#ile#stO#tOn 
13178. istu-#ile#ise#[NOM] 
13185. istu-#ile#ise#hkO 
13193. istu-#ile#mAise#[NOM] 
13200. istu-#ile#mAise#hkO 
13426. istu-#UTU#TA#(t)A 
13428. istu-#UTU#TA#T/fin#prs#n 
13432. istu-#UTU#TA#jA 
13436. istu-#UTU#TA#mAtOn 
13438. istu-#UTU#TA#mA 
13439. istu-#UTU#TA#vA 
13441. istu-#UTU#ile#(t)A 
13443. istu-#UTU#ile#T/fin#prs#n 
13447. istu-#UTU#ile#jA 
13451. istu-#UTU#ile#mAtOn 
13453. istu-#UTU#ile#mA 
13454. istu-#UTU#ile#vA 
13456. istu-#UTU#UTU#(t)A 
13458. istu-#UTU#UTU#T/fin#prs#n 
13462. istu-#UTU#UTU#jA 
13466. istu-#UTU#UTU#mAtOn 
13469. istu-#UTU#UTU#vA 
13471. istu-#UTU#AhtA#(t)A 
13473. istu-#UTU#AhtA#T/fin#prs#n 
13477. istu-#UTU#AhtA#jA 
13481. istu-#UTU#AhtA#mAtOn 
13483. istu-#UTU#AhtA#mA 
13484. istu-#UTU#AhtA#vA 
13486. istu-#UTU#Aise#(t)A 
13488. istu-#UTU#Aise#T/fin#prs#n 
13492. istu-#UTU#Aise#jA 
13496. istu-#UTU#Aise#mAtOn 
13498. istu-#UTU#Aise#mA 
13499. istu-#UTU#Aise#vA 
13501. istu-#UTU#a#(t)A 
13503. istu-#UTU#a#T/fin#prs#n 
13507. istu-#UTU#a#jA 
13511. istu-#UTU#a#mAtOn 
13513. istu-#UTU#a#mA 
13514. istu-#UTU#a#vA 
13521. istu-#UTU#O#tAr 
13523. istu-#UTU#O#[NOM] 
13524. istu-#UTU#O#inen 
13525. istu-#UTU#O#mAinen 
13527. istu-#UTU#O#tOn 
13538. istu-#UTU#Us#[NOM] 
13540. istu-#UTU#Us#mAinen 
13551. istu-#UTU#stO#tAr 
13553. istu-#UTU#stO#[NOM] 
13554. istu-#UTU#stO#inen 
13555. istu-#UTU#stO#mAinen 
13557. istu-#UTU#stO#tOn 
13566. istu-#UTU#(t)e#tAr 
13568. istu-#UTU#(t)e#[NOM] 
13569. istu-#UTU#(t)e#inen 
13570. istu-#UTU#(t)e#mAinen 
13583. istu-#UTU#ise#[NOM] 
13590. istu-#UTU#ise#hkO 
13598. istu-#UTU#mAise#[NOM] 
13605. istu-#UTU#mAise#hkO 
13623. istu-#UTU#impss#T/fin#prs#n 
13634. istu-#UTU#impss#vA 
13673. istu-#UTU#mise#[NOM] 
13703. istu-#UTU#jA#[NOM] 
13704. istu-#UTU#jA#inen 
13705. istu-#UTU#jA#mAinen 
13707. istu-#UTU#jA#tOn 
13763. istu-#UTU#mAtOn#[NOM] 
13808. istu-#UTU#vA#[NOM] 
13876. istu-#AhtA#AhtA#(t)A 
13878. istu-#AhtA#AhtA#T/fin#prs#n 
13882. istu-#AhtA#AhtA#jA 
13886. istu-#AhtA#AhtA#mAtOn 
13888. istu-#AhtA#AhtA#mA 
13889. istu-#AhtA#AhtA#vA 
13891. istu-#AhtA#Aise#(t)A 
13893. istu-#AhtA#Aise#T/fin#prs#n 
13897. istu-#AhtA#Aise#jA 
13901. istu-#AhtA#Aise#mAtOn 
13903. istu-#AhtA#Aise#mA 
13904. istu-#AhtA#Aise#vA 
13906. istu-#AhtA#a#(t)A 
13908. istu-#AhtA#a#T/fin#prs#n 
13912. istu-#AhtA#a#jA 
13916. istu-#AhtA#a#mAtOn 
13918. istu-#AhtA#a#mA 
13919. istu-#AhtA#a#vA 
13926. istu-#AhtA#O#tAr 
13928. istu-#AhtA#O#[NOM] 
13929. istu-#AhtA#O#inen 
13930. istu-#AhtA#O#mAinen 
13932. istu-#AhtA#O#tOn 
13956. istu-#AhtA#stO#tAr 
13958. istu-#AhtA#stO#[NOM] 
13959. istu-#AhtA#stO#inen 
13960. istu-#AhtA#stO#mAinen 
13962. istu-#AhtA#stO#tOn 
13988. istu-#AhtA#ise#[NOM] 
13995. istu-#AhtA#ise#hkO 
14003. istu-#AhtA#mAise#[NOM] 
14010. istu-#AhtA#mAise#hkO 
14106. istu-#AhtA#jA#tAr 
14236. istu-#Aise#TA#(t)A 
14238. istu-#Aise#TA#T/fin#prs#n 
14242. istu-#Aise#TA#jA 
14246. istu-#Aise#TA#mAtOn 
14248. istu-#Aise#TA#mA 
14249. istu-#Aise#TA#vA 
14251. istu-#Aise#ile#(t)A 
14253. istu-#Aise#ile#T/fin#prs#n 
14257. istu-#Aise#ile#jA 
14261. istu-#Aise#ile#mAtOn 
14263. istu-#Aise#ile#mA 
14264. istu-#Aise#ile#vA 
14266. istu-#Aise#UTU#(t)A 
14268. istu-#Aise#UTU#T/fin#prs#n 
14272. istu-#Aise#UTU#jA 
14276. istu-#Aise#UTU#mAtOn 
14279. istu-#Aise#UTU#vA 
14281. istu-#Aise#AhtA#(t)A 
14283. istu-#Aise#AhtA#T/fin#prs#n 
14287. istu-#Aise#AhtA#jA 
14291. istu-#Aise#AhtA#mAtOn 
14293. istu-#Aise#AhtA#mA 
14294. istu-#Aise#AhtA#vA 
14296. istu-#Aise#Aise#(t)A 
14298. istu-#Aise#Aise#T/fin#prs#n 
14302. istu-#Aise#Aise#jA 
14306. istu-#Aise#Aise#mAtOn 
14308. istu-#Aise#Aise#mA 
14309. istu-#Aise#Aise#vA 
14311. istu-#Aise#a#(t)A 
14313. istu-#Aise#a#T/fin#prs#n 
14317. istu-#Aise#a#jA 
14321. istu-#Aise#a#mAtOn 
14323. istu-#Aise#a#mA 
14324. istu-#Aise#a#vA 
14331. istu-#Aise#O#tAr 
14333. istu-#Aise#O#[NOM] 
14334. istu-#Aise#O#inen 
14335. istu-#Aise#O#mAinen 
14337. istu-#Aise#O#tOn 
14348. istu-#Aise#Us#[NOM] 
14350. istu-#Aise#Us#mAinen 
14361. istu-#Aise#stO#tAr 
14363. istu-#Aise#stO#[NOM] 
14364. istu-#Aise#stO#inen 
14365. istu-#Aise#stO#mAinen 
14367. istu-#Aise#stO#tOn 
14376. istu-#Aise#(t)e#tAr 
14378. istu-#Aise#(t)e#[NOM] 
14379. istu-#Aise#(t)e#inen 
14380. istu-#Aise#(t)e#mAinen 
14393. istu-#Aise#ise#[NOM] 
14400. istu-#Aise#ise#hkO 
14408. istu-#Aise#mAise#[NOM] 
14415. istu-#Aise#mAise#hkO 
14433. istu-#Aise#impss#T/fin#prs#n 
14444. istu-#Aise#impss#vA 
14461. istu-#Aise#v#(t)A 
14463. istu-#Aise#v#T/fin#prs#n 
14467. istu-#Aise#v#jA 
14471. istu-#Aise#v#mAtOn 
14473. istu-#Aise#v#mA 
14474. istu-#Aise#v#vA 
14483. istu-#Aise#mise#[NOM] 
14513. istu-#Aise#jA#[NOM] 
14514. istu-#Aise#jA#inen 
14515. istu-#Aise#jA#mAinen 
14517. istu-#Aise#jA#tOn 
14573. istu-#Aise#mAtOn#[NOM] 
14603. istu-#Aise#mA#[NOM] 
14618. istu-#Aise#vA#[NOM] 
14888. istu-#a#mise#[NOM] 
14918. istu-#a#jA#[NOM] 
14919. istu-#a#jA#inen 
14920. istu-#a#jA#mAinen 
14922. istu-#a#jA#tOn 
14978. istu-#a#mAtOn#[NOM] 
15008. istu-#a#mA#[NOM] 
15023. istu-#a#vA#[NOM] 
15091. istu-#O#AhtA#(t)A 
15093. istu-#O#AhtA#T/fin#prs#n 
15097. istu-#O#AhtA#jA 
15101. istu-#O#AhtA#mAtOn 
15103. istu-#O#AhtA#mA 
15104. istu-#O#AhtA#vA 
15106. istu-#O#Aise#(t)A 
15108. istu-#O#Aise#T/fin#prs#n 
15112. istu-#O#Aise#jA 
15116. istu-#O#Aise#mAtOn 
15118. istu-#O#Aise#mA 
15119. istu-#O#Aise#vA 
15121. istu-#O#a#(t)A 
15123. istu-#O#a#T/fin#prs#n 
15127. istu-#O#a#jA 
15131. istu-#O#a#mAtOn 
15133. istu-#O#a#mA 
15134. istu-#O#a#vA 
15141. istu-#O#O#tAr 
15143. istu-#O#O#[NOM] 
15144. istu-#O#O#inen 
15145. istu-#O#O#mAinen 
15147. istu-#O#O#tOn 
15158. istu-#O#Us#[NOM] 
15160. istu-#O#Us#mAinen 
15186. istu-#O#(t)e#tAr 
15188. istu-#O#(t)e#[NOM] 
15189. istu-#O#(t)e#inen 
15190. istu-#O#(t)e#mAinen 
15466. istu-#Us#ile#(t)A 
15468. istu-#Us#ile#T/fin#prs#n 
15472. istu-#Us#ile#jA 
15476. istu-#Us#ile#mAtOn 
15478. istu-#Us#ile#mA 
15479. istu-#Us#ile#vA 
15481. istu-#Us#UTU#(t)A 
15483. istu-#Us#UTU#T/fin#prs#n 
15487. istu-#Us#UTU#jA 
15491. istu-#Us#UTU#mAtOn 
15494. istu-#Us#UTU#vA 
15496. istu-#Us#AhtA#(t)A 
15498. istu-#Us#AhtA#T/fin#prs#n 
15502. istu-#Us#AhtA#jA 
15506. istu-#Us#AhtA#mAtOn 
15508. istu-#Us#AhtA#mA 
15509. istu-#Us#AhtA#vA 
15511. istu-#Us#Aise#(t)A 
15513. istu-#Us#Aise#T/fin#prs#n 
15517. istu-#Us#Aise#jA 
15521. istu-#Us#Aise#mAtOn 
15523. istu-#Us#Aise#mA 
15524. istu-#Us#Aise#vA 
15526. istu-#Us#a#(t)A 
15528. istu-#Us#a#T/fin#prs#n 
15532. istu-#Us#a#jA 
15536. istu-#Us#a#mAtOn 
15538. istu-#Us#a#mA 
15539. istu-#Us#a#vA 
15546. istu-#Us#O#tAr 
15548. istu-#Us#O#[NOM] 
15549. istu-#Us#O#inen 
15550. istu-#Us#O#mAinen 
15552. istu-#Us#O#tOn 
15563. istu-#Us#Us#[NOM] 
15565. istu-#Us#Us#mAinen 
15591. istu-#Us#(t)e#tAr 
15593. istu-#Us#(t)e#[NOM] 
15594. istu-#Us#(t)e#inen 
15595. istu-#Us#(t)e#mAinen 
15608. istu-#Us#ise#[NOM] 
15615. istu-#Us#ise#hkO 
15856. istu-#stO#TA#(t)A 
15858. istu-#stO#TA#T/fin#prs#n 
15862. istu-#stO#TA#jA 
15866. istu-#stO#TA#mAtOn 
15868. istu-#stO#TA#mA 
15869. istu-#stO#TA#vA 
15871. istu-#stO#ile#(t)A 
15873. istu-#stO#ile#T/fin#prs#n 
15877. istu-#stO#ile#jA 
15881. istu-#stO#ile#mAtOn 
15883. istu-#stO#ile#mA 
15884. istu-#stO#ile#vA 
15886. istu-#stO#UTU#(t)A 
15888. istu-#stO#UTU#T/fin#prs#n 
15892. istu-#stO#UTU#jA 
15896. istu-#stO#UTU#mAtOn 
15899. istu-#stO#UTU#vA 
15901. istu-#stO#AhtA#(t)A 
15903. istu-#stO#AhtA#T/fin#prs#n 
15907. istu-#stO#AhtA#jA 
15911. istu-#stO#AhtA#mAtOn 
15913. istu-#stO#AhtA#mA 
15914. istu-#stO#AhtA#vA 
15916. istu-#stO#Aise#(t)A 
15918. istu-#stO#Aise#T/fin#prs#n 
15922. istu-#stO#Aise#jA 
15926. istu-#stO#Aise#mAtOn 
15928. istu-#stO#Aise#mA 
15929. istu-#stO#Aise#vA 
15931. istu-#stO#a#(t)A 
15933. istu-#stO#a#T/fin#prs#n 
15937. istu-#stO#a#jA 
15941. istu-#stO#a#mAtOn 
15943. istu-#stO#a#mA 
15944. istu-#stO#a#vA 
15951. istu-#stO#O#tAr 
15953. istu-#stO#O#[NOM] 
15954. istu-#stO#O#inen 
15955. istu-#stO#O#mAinen 
15957. istu-#stO#O#tOn 
15968. istu-#stO#Us#[NOM] 
15970. istu-#stO#Us#mAinen 
15981. istu-#stO#stO#tAr 
15983. istu-#stO#stO#[NOM] 
15984. istu-#stO#stO#inen 
15985. istu-#stO#stO#mAinen 
15987. istu-#stO#stO#tOn 
15996. istu-#stO#(t)e#tAr 
15998. istu-#stO#(t)e#[NOM] 
15999. istu-#stO#(t)e#inen 
16000. istu-#stO#(t)e#mAinen 
16013. istu-#stO#ise#[NOM] 
16020. istu-#stO#ise#hkO 
16028. istu-#stO#mAise#[NOM] 
16035. istu-#stO#mAise#hkO 
16118. istu-#stO#tAr#[NOM] 
16120. istu-#stO#tAr#mAinen 
16146. istu-#stO#[NOM]#tAr 
16148. istu-#stO#[NOM]#[NOM] 
16149. istu-#stO#[NOM]#inen 
16150. istu-#stO#[NOM]#mAinen 
16152. istu-#stO#[NOM]#tOn 
16163. istu-#stO#inen#[NOM] 
16178. istu-#stO#mAinen#[NOM] 
16208. istu-#stO#tOn#[NOM] 
16306. istu-#(t)e#AhtA#(t)A 
16308. istu-#(t)e#AhtA#T/fin#prs#n 
16312. istu-#(t)e#AhtA#jA 
16316. istu-#(t)e#AhtA#mAtOn 
16318. istu-#(t)e#AhtA#mA 
16319. istu-#(t)e#AhtA#vA 
16321. istu-#(t)e#Aise#(t)A 
16323. istu-#(t)e#Aise#T/fin#prs#n 
16327. istu-#(t)e#Aise#jA 
16331. istu-#(t)e#Aise#mAtOn 
16333. istu-#(t)e#Aise#mA 
16334. istu-#(t)e#Aise#vA 
16336. istu-#(t)e#a#(t)A 
16338. istu-#(t)e#a#T/fin#prs#n 
16342. istu-#(t)e#a#jA 
16346. istu-#(t)e#a#mAtOn 
16348. istu-#(t)e#a#mA 
16349. istu-#(t)e#a#vA 
16356. istu-#(t)e#O#tAr 
16358. istu-#(t)e#O#[NOM] 
16359. istu-#(t)e#O#inen 
16360. istu-#(t)e#O#mAinen 
16362. istu-#(t)e#O#tOn 
16373. istu-#(t)e#Us#[NOM] 
16375. istu-#(t)e#Us#mAinen 
16401. istu-#(t)e#(t)e#tAr 
16403. istu-#(t)e#(t)e#[NOM] 
16404. istu-#(t)e#(t)e#inen 
16405. istu-#(t)e#(t)e#mAinen 
16666. istu-#ise#TA#(t)A 
16668. istu-#ise#TA#T/fin#prs#n 
16672. istu-#ise#TA#jA 
16676. istu-#ise#TA#mAtOn 
16678. istu-#ise#TA#mA 
16679. istu-#ise#TA#vA 
16681. istu-#ise#ile#(t)A 
16683. istu-#ise#ile#T/fin#prs#n 
16687. istu-#ise#ile#jA 
16691. istu-#ise#ile#mAtOn 
16693. istu-#ise#ile#mA 
16694. istu-#ise#ile#vA 
16696. istu-#ise#UTU#(t)A 
16698. istu-#ise#UTU#T/fin#prs#n 
16702. istu-#ise#UTU#jA 
16706. istu-#ise#UTU#mAtOn 
16709. istu-#ise#UTU#vA 
16711. istu-#ise#AhtA#(t)A 
16713. istu-#ise#AhtA#T/fin#prs#n 
16717. istu-#ise#AhtA#jA 
16721. istu-#ise#AhtA#mAtOn 
16723. istu-#ise#AhtA#mA 
16724. istu-#ise#AhtA#vA 
16726. istu-#ise#Aise#(t)A 
16728. istu-#ise#Aise#T/fin#prs#n 
16732. istu-#ise#Aise#jA 
16736. istu-#ise#Aise#mAtOn 
16738. istu-#ise#Aise#mA 
16739. istu-#ise#Aise#vA 
16741. istu-#ise#a#(t)A 
16743. istu-#ise#a#T/fin#prs#n 
16747. istu-#ise#a#jA 
16751. istu-#ise#a#mAtOn 
16753. istu-#ise#a#mA 
16754. istu-#ise#a#vA 
16761. istu-#ise#O#tAr 
16763. istu-#ise#O#[NOM] 
16764. istu-#ise#O#inen 
16765. istu-#ise#O#mAinen 
16767. istu-#ise#O#tOn 
16778. istu-#ise#Us#[NOM] 
16780. istu-#ise#Us#mAinen 
16791. istu-#ise#stO#tAr 
16793. istu-#ise#stO#[NOM] 
16794. istu-#ise#stO#inen 
16795. istu-#ise#stO#mAinen 
16797. istu-#ise#stO#tOn 
16806. istu-#ise#(t)e#tAr 
16808. istu-#ise#(t)e#[NOM] 
16809. istu-#ise#(t)e#inen 
16810. istu-#ise#(t)e#mAinen 
16823. istu-#ise#ise#[NOM] 
16830. istu-#ise#ise#hkO 
16838. istu-#ise#mAise#[NOM] 
16845. istu-#ise#mAise#hkO 
16958. istu-#ise#[NOM]#[NOM] 
16965. istu-#ise#[NOM]#hkO 
17063. istu-#ise#hkO#[NOM] 
17071. istu-#mAise#TA#(t)A 
17073. istu-#mAise#TA#T/fin#prs#n 
17077. istu-#mAise#TA#jA 
17081. istu-#mAise#TA#mAtOn 
17083. istu-#mAise#TA#mA 
17084. istu-#mAise#TA#vA 
17086. istu-#mAise#ile#(t)A 
17088. istu-#mAise#ile#T/fin#prs#n 
17092. istu-#mAise#ile#jA 
17096. istu-#mAise#ile#mAtOn 
17098. istu-#mAise#ile#mA 
17099. istu-#mAise#ile#vA 
17101. istu-#mAise#UTU#(t)A 
17103. istu-#mAise#UTU#T/fin#prs#n 
17107. istu-#mAise#UTU#jA 
17111. istu-#mAise#UTU#mAtOn 
17114. istu-#mAise#UTU#vA 
17116. istu-#mAise#AhtA#(t)A 
17118. istu-#mAise#AhtA#T/fin#prs#n 
17122. istu-#mAise#AhtA#jA 
17126. istu-#mAise#AhtA#mAtOn 
17128. istu-#mAise#AhtA#mA 
17129. istu-#mAise#AhtA#vA 
17131. istu-#mAise#Aise#(t)A 
17133. istu-#mAise#Aise#T/fin#prs#n 
17137. istu-#mAise#Aise#jA 
17141. istu-#mAise#Aise#mAtOn 
17143. istu-#mAise#Aise#mA 
17144. istu-#mAise#Aise#vA 
17146. istu-#mAise#a#(t)A 
17148. istu-#mAise#a#T/fin#prs#n 
17152. istu-#mAise#a#jA 
17156. istu-#mAise#a#mAtOn 
17158. istu-#mAise#a#mA 
17159. istu-#mAise#a#vA 
17166. istu-#mAise#O#tAr 
17168. istu-#mAise#O#[NOM] 
17169. istu-#mAise#O#inen 
17170. istu-#mAise#O#mAinen 
17172. istu-#mAise#O#tOn 
17183. istu-#mAise#Us#[NOM] 
17185. istu-#mAise#Us#mAinen 
17196. istu-#mAise#stO#tAr 
17198. istu-#mAise#stO#[NOM] 
17199. istu-#mAise#stO#inen 
17200. istu-#mAise#stO#mAinen 
17202. istu-#mAise#stO#tOn 
17211. istu-#mAise#(t)e#tAr 
17213. istu-#mAise#(t)e#[NOM] 
17214. istu-#mAise#(t)e#inen 
17215. istu-#mAise#(t)e#mAinen 
17228. istu-#mAise#ise#[NOM] 
17235. istu-#mAise#ise#hkO 
17243. istu-#mAise#mAise#[NOM] 
17250. istu-#mAise#mAise#hkO 
17363. istu-#mAise#[NOM]#[NOM] 
17370. istu-#mAise#[NOM]#hkO 
17468. istu-#mAise#hkO#[NOM] 
20168. istu-#jA#tAr#[NOM] 
20341. istu-#[NOM]#UTU#(t)A 
20343. istu-#[NOM]#UTU#T/fin#prs#n 
20347. istu-#[NOM]#UTU#jA 
20351. istu-#[NOM]#UTU#mAtOn 
20354. istu-#[NOM]#UTU#vA 
20371. istu-#[NOM]#Aise#(t)A 
20373. istu-#[NOM]#Aise#T/fin#prs#n 
20377. istu-#[NOM]#Aise#jA 
20381. istu-#[NOM]#Aise#mAtOn 
20383. istu-#[NOM]#Aise#mA 
20384. istu-#[NOM]#Aise#vA 
20386. istu-#[NOM]#a#(t)A 
20388. istu-#[NOM]#a#T/fin#prs#n 
20392. istu-#[NOM]#a#jA 
20396. istu-#[NOM]#a#mAtOn 
20398. istu-#[NOM]#a#mA 
20399. istu-#[NOM]#a#vA 
20436. istu-#[NOM]#stO#tAr 
20438. istu-#[NOM]#stO#[NOM] 
20439. istu-#[NOM]#stO#inen 
20440. istu-#[NOM]#stO#mAinen 
20442. istu-#[NOM]#stO#tOn 
20468. istu-#[NOM]#ise#[NOM] 
20475. istu-#[NOM]#ise#hkO 
20483. istu-#[NOM]#mAise#[NOM] 
20490. istu-#[NOM]#mAise#hkO 
23596. luKe-#TA#AhtA#(t)A 
23598. luKe-#TA#AhtA#T/fin#prs#n 
23602. luKe-#TA#AhtA#jA 
23606. luKe-#TA#AhtA#mAtOn 
23608. luKe-#TA#AhtA#mA 
23609. luKe-#TA#AhtA#vA 
23611. luKe-#TA#Aise#(t)A 
23613. luKe-#TA#Aise#T/fin#prs#n 
23617. luKe-#TA#Aise#jA 
23621. luKe-#TA#Aise#mAtOn 
23623. luKe-#TA#Aise#mA 
23624. luKe-#TA#Aise#vA 
23626. luKe-#TA#a#(t)A 
23628. luKe-#TA#a#T/fin#prs#n 
23632. luKe-#TA#a#jA 
23636. luKe-#TA#a#mAtOn 
23638. luKe-#TA#a#mA 
23639. luKe-#TA#a#vA 
23646. luKe-#TA#O#tAr 
23648. luKe-#TA#O#[NOM] 
23649. luKe-#TA#O#inen 
23650. luKe-#TA#O#mAinen 
23652. luKe-#TA#O#tOn 
23676. luKe-#TA#stO#tAr 
23678. luKe-#TA#stO#[NOM] 
23679. luKe-#TA#stO#inen 
23680. luKe-#TA#stO#mAinen 
23682. luKe-#TA#stO#tOn 
23708. luKe-#TA#ise#[NOM] 
23715. luKe-#TA#ise#hkO 
23723. luKe-#TA#mAise#[NOM] 
23730. luKe-#TA#mAise#hkO 
23971. luKe-#ile#ile#(t)A 
23973. luKe-#ile#ile#T/fin#prs#n 
23977. luKe-#ile#ile#jA 
23981. luKe-#ile#ile#mAtOn 
23983. luKe-#ile#ile#mA 
23984. luKe-#ile#ile#vA 
23986. luKe-#ile#UTU#(t)A 
23988. luKe-#ile#UTU#T/fin#prs#n 
23992. luKe-#ile#UTU#jA 
23996. luKe-#ile#UTU#mAtOn 
23999. luKe-#ile#UTU#vA 
24001. luKe-#ile#AhtA#(t)A 
24003. luKe-#ile#AhtA#T/fin#prs#n 
24007. luKe-#ile#AhtA#jA 
24011. luKe-#ile#AhtA#mAtOn 
24013. luKe-#ile#AhtA#mA 
24014. luKe-#ile#AhtA#vA 
24016. luKe-#ile#Aise#(t)A 
24018. luKe-#ile#Aise#T/fin#prs#n 
24022. luKe-#ile#Aise#jA 
24026. luKe-#ile#Aise#mAtOn 
24028. luKe-#ile#Aise#mA 
24029. luKe-#ile#Aise#vA 
24031. luKe-#ile#a#(t)A 
24033. luKe-#ile#a#T/fin#prs#n 
24037. luKe-#ile#a#jA 
24041. luKe-#ile#a#mAtOn 
24043. luKe-#ile#a#mA 
24044. luKe-#ile#a#vA 
24068. luKe-#ile#Us#[NOM] 
24070. luKe-#ile#Us#mAinen 
24081. luKe-#ile#stO#tAr 
24083. luKe-#ile#stO#[NOM] 
24084. luKe-#ile#stO#inen 
24085. luKe-#ile#stO#mAinen 
24087. luKe-#ile#stO#tOn 
24113. luKe-#ile#ise#[NOM] 
24120. luKe-#ile#ise#hkO 
24128. luKe-#ile#mAise#[NOM] 
24135. luKe-#ile#mAise#hkO 
24391. luKe-#UTU#UTU#(t)A 
24393. luKe-#UTU#UTU#T/fin#prs#n 
24397. luKe-#UTU#UTU#jA 
24401. luKe-#UTU#UTU#mAtOn 
24404. luKe-#UTU#UTU#vA 
24406. luKe-#UTU#AhtA#(t)A 
24408. luKe-#UTU#AhtA#T/fin#prs#n 
24412. luKe-#UTU#AhtA#jA 
24416. luKe-#UTU#AhtA#mAtOn 
24418. luKe-#UTU#AhtA#mA 
24419. luKe-#UTU#AhtA#vA 
24421. luKe-#UTU#Aise#(t)A 
24423. luKe-#UTU#Aise#T/fin#prs#n 
24427. luKe-#UTU#Aise#jA 
24431. luKe-#UTU#Aise#mAtOn 
24433. luKe-#UTU#Aise#mA 
24434. luKe-#UTU#Aise#vA 
24436. luKe-#UTU#a#(t)A 
24438. luKe-#UTU#a#T/fin#prs#n 
24442. luKe-#UTU#a#jA 
24446. luKe-#UTU#a#mAtOn 
24448. luKe-#UTU#a#mA 
24449. luKe-#UTU#a#vA 
24456. luKe-#UTU#O#tAr 
24458. luKe-#UTU#O#[NOM] 
24459. luKe-#UTU#O#inen 
24460. luKe-#UTU#O#mAinen 
24462. luKe-#UTU#O#tOn 
24486. luKe-#UTU#stO#tAr 
24488. luKe-#UTU#stO#[NOM] 
24489. luKe-#UTU#stO#inen 
24490. luKe-#UTU#stO#mAinen 
24492. luKe-#UTU#stO#tOn 
24518. luKe-#UTU#ise#[NOM] 
24525. luKe-#UTU#ise#hkO 
24533. luKe-#UTU#mAise#[NOM] 
24540. luKe-#UTU#mAise#hkO 
24766. luKe-#AhtA#TA#(t)A 
24768. luKe-#AhtA#TA#T/fin#prs#n 
24772. luKe-#AhtA#TA#jA 
24776. luKe-#AhtA#TA#mAtOn 
24778. luKe-#AhtA#TA#mA 
24779. luKe-#AhtA#TA#vA 
24781. luKe-#AhtA#ile#(t)A 
24783. luKe-#AhtA#ile#T/fin#prs#n 
24787. luKe-#AhtA#ile#jA 
24791. luKe-#AhtA#ile#mAtOn 
24793. luKe-#AhtA#ile#mA 
24794. luKe-#AhtA#ile#vA 
24796. luKe-#AhtA#UTU#(t)A 
24798. luKe-#AhtA#UTU#T/fin#prs#n 
24802. luKe-#AhtA#UTU#jA 
24806. luKe-#AhtA#UTU#mAtOn 
24809. luKe-#AhtA#UTU#vA 
24811. luKe-#AhtA#AhtA#(t)A 
24813. luKe-#AhtA#AhtA#T/fin#prs#n 
24817. luKe-#AhtA#AhtA#jA 
24821. luKe-#AhtA#AhtA#mAtOn 
24823. luKe-#AhtA#AhtA#mA 
24824. luKe-#AhtA#AhtA#vA 
24826. luKe-#AhtA#Aise#(t)A 
24828. luKe-#AhtA#Aise#T/fin#prs#n 
24832. luKe-#AhtA#Aise#jA 
24836. luKe-#AhtA#Aise#mAtOn 
24838. luKe-#AhtA#Aise#mA 
24839. luKe-#AhtA#Aise#vA 
24841. luKe-#AhtA#a#(t)A 
24843. luKe-#AhtA#a#T/fin#prs#n 
24847. luKe-#AhtA#a#jA 
24851. luKe-#AhtA#a#mAtOn 
24853. luKe-#AhtA#a#mA 
24854. luKe-#AhtA#a#vA 
