Prediction errors:
36997. iso-#O#a#jA 
37001. iso-#O#a#mAtOn 
37003. iso-#O#a#mA 
37004. iso-#O#a#vA 
37011. iso-#O#O#tAr 
37013. iso-#O#O#[NOM] 
37014. iso-#O#O#inen 
37015. iso-#O#O#mAinen 
37017. iso-#O#O#tOn 
37028. iso-#O#Us#[NOM] 
37030. iso-#O#Us#mAinen 
37041. iso-#O#stO#tAr 
37043. iso-#O#stO#[NOM] 
37044. iso-#O#stO#inen 
37045. iso-#O#stO#mAinen 
37047. iso-#O#stO#tOn 
37056. iso-#O#(t)e#tAr 
37058. iso-#O#(t)e#[NOM] 
37059. iso-#O#(t)e#inen 
37060. iso-#O#(t)e#mAinen 
37073. iso-#O#ise#[NOM] 
37080. iso-#O#ise#hkO 
37088. iso-#O#mAise#[NOM] 
37095. iso-#O#mAise#hkO 
37178. iso-#O#tAr#[NOM] 
37180. iso-#O#tAr#mAinen 
37206. iso-#O#[NOM]#tAr 
37208. iso-#O#[NOM]#[NOM] 
37209. iso-#O#[NOM]#inen 
37210. iso-#O#[NOM]#mAinen 
37212. iso-#O#[NOM]#tOn 
37223. iso-#O#inen#[NOM] 
37238. iso-#O#mAinen#[NOM] 
37268. iso-#O#tOn#[NOM] 
37321. iso-#Us#TA#(t)A 
37323. iso-#Us#TA#T/fin#prs#n 
37327. iso-#Us#TA#jA 
37331. iso-#Us#TA#mAtOn 
37333. iso-#Us#TA#mA 
37334. iso-#Us#TA#vA 
37336. iso-#Us#ile#(t)A 
37338. iso-#Us#ile#T/fin#prs#n 
37342. iso-#Us#ile#jA 
37346. iso-#Us#ile#mAtOn 
37348. iso-#Us#ile#mA 
37349. iso-#Us#ile#vA 
37351. iso-#Us#UTU#(t)A 
37353. iso-#Us#UTU#T/fin#prs#n 
37357. iso-#Us#UTU#jA 
37361. iso-#Us#UTU#mAtOn 
37364. iso-#Us#UTU#vA 
37366. iso-#Us#AhtA#(t)A 
37368. iso-#Us#AhtA#T/fin#prs#n 
37372. iso-#Us#AhtA#jA 
37376. iso-#Us#AhtA#mAtOn 
37378. iso-#Us#AhtA#mA 
37379. iso-#Us#AhtA#vA 
37381. iso-#Us#Aise#(t)A 
37383. iso-#Us#Aise#T/fin#prs#n 
37387. iso-#Us#Aise#jA 
37391. iso-#Us#Aise#mAtOn 
37393. iso-#Us#Aise#mA 
37394. iso-#Us#Aise#vA 
37396. iso-#Us#a#(t)A 
37398. iso-#Us#a#T/fin#prs#n 
37402. iso-#Us#a#jA 
37406. iso-#Us#a#mAtOn 
37408. iso-#Us#a#mA 
37409. iso-#Us#a#vA 
37416. iso-#Us#O#tAr 
37418. iso-#Us#O#[NOM] 
37419. iso-#Us#O#inen 
37420. iso-#Us#O#mAinen 
37422. iso-#Us#O#tOn 
37433. iso-#Us#Us#[NOM] 
37435. iso-#Us#Us#mAinen 
37446. iso-#Us#stO#tAr 
37448. iso-#Us#stO#[NOM] 
37449. iso-#Us#stO#inen 
37450. iso-#Us#stO#mAinen 
37452. iso-#Us#stO#tOn 
37461. iso-#Us#(t)e#tAr 
37463. iso-#Us#(t)e#[NOM] 
37464. iso-#Us#(t)e#inen 
37465. iso-#Us#(t)e#mAinen 
37478. iso-#Us#ise#[NOM] 
37485. iso-#Us#ise#hkO 
37493. iso-#Us#mAise#[NOM] 
37500. iso-#Us#mAise#hkO 
37613. iso-#Us#[NOM]#[NOM] 
37615. iso-#Us#[NOM]#mAinen 
37643. iso-#Us#mAinen#[NOM] 
37726. iso-#stO#TA#(t)A 
37728. iso-#stO#TA#T/fin#prs#n 
37732. iso-#stO#TA#jA 
37736. iso-#stO#TA#mAtOn 
37738. iso-#stO#TA#mA 
37739. iso-#stO#TA#vA 
37741. iso-#stO#ile#(t)A 
37743. iso-#stO#ile#T/fin#prs#n 
37747. iso-#stO#ile#jA 
37751. iso-#stO#ile#mAtOn 
37753. iso-#stO#ile#mA 
37754. iso-#stO#ile#vA 
37756. iso-#stO#UTU#(t)A 
37758. iso-#stO#UTU#T/fin#prs#n 
37762. iso-#stO#UTU#jA 
37766. iso-#stO#UTU#mAtOn 
37769. iso-#stO#UTU#vA 
37771. iso-#stO#AhtA#(t)A 
37773. iso-#stO#AhtA#T/fin#prs#n 
37777. iso-#stO#AhtA#jA 
37781. iso-#stO#AhtA#mAtOn 
37783. iso-#stO#AhtA#mA 
37784. iso-#stO#AhtA#vA 
37786. iso-#stO#Aise#(t)A 
37788. iso-#stO#Aise#T/fin#prs#n 
37792. iso-#stO#Aise#jA 
37796. iso-#stO#Aise#mAtOn 
37798. iso-#stO#Aise#mA 
37799. iso-#stO#Aise#vA 
37801. iso-#stO#a#(t)A 
37803. iso-#stO#a#T/fin#prs#n 
37807. iso-#stO#a#jA 
37811. iso-#stO#a#mAtOn 
37813. iso-#stO#a#mA 
37814. iso-#stO#a#vA 
37821. iso-#stO#O#tAr 
37823. iso-#stO#O#[NOM] 
37824. iso-#stO#O#inen 
37825. iso-#stO#O#mAinen 
37827. iso-#stO#O#tOn 
37838. iso-#stO#Us#[NOM] 
37840. iso-#stO#Us#mAinen 
37851. iso-#stO#stO#tAr 
37853. iso-#stO#stO#[NOM] 
37854. iso-#stO#stO#inen 
37855. iso-#stO#stO#mAinen 
37857. iso-#stO#stO#tOn 
37866. iso-#stO#(t)e#tAr 
37868. iso-#stO#(t)e#[NOM] 
37869. iso-#stO#(t)e#inen 
37870. iso-#stO#(t)e#mAinen 
37883. iso-#stO#ise#[NOM] 
37890. iso-#stO#ise#hkO 
37898. iso-#stO#mAise#[NOM] 
37905. iso-#stO#mAise#hkO 
37988. iso-#stO#tAr#[NOM] 
37990. iso-#stO#tAr#mAinen 
38016. iso-#stO#[NOM]#tAr 
38018. iso-#stO#[NOM]#[NOM] 
38019. iso-#stO#[NOM]#inen 
38020. iso-#stO#[NOM]#mAinen 
38022. iso-#stO#[NOM]#tOn 
38033. iso-#stO#inen#[NOM] 
38048. iso-#stO#mAinen#[NOM] 
38078. iso-#stO#tOn#[NOM] 
38131. iso-#(t)e#TA#(t)A 
38133. iso-#(t)e#TA#T/fin#prs#n 
38137. iso-#(t)e#TA#jA 
38141. iso-#(t)e#TA#mAtOn 
38143. iso-#(t)e#TA#mA 
38144. iso-#(t)e#TA#vA 
38146. iso-#(t)e#ile#(t)A 
38148. iso-#(t)e#ile#T/fin#prs#n 
38152. iso-#(t)e#ile#jA 
38156. iso-#(t)e#ile#mAtOn 
38158. iso-#(t)e#ile#mA 
38159. iso-#(t)e#ile#vA 
38161. iso-#(t)e#UTU#(t)A 
38163. iso-#(t)e#UTU#T/fin#prs#n 
38167. iso-#(t)e#UTU#jA 
38171. iso-#(t)e#UTU#mAtOn 
38174. iso-#(t)e#UTU#vA 
38176. iso-#(t)e#AhtA#(t)A 
38178. iso-#(t)e#AhtA#T/fin#prs#n 
38182. iso-#(t)e#AhtA#jA 
38186. iso-#(t)e#AhtA#mAtOn 
38188. iso-#(t)e#AhtA#mA 
38189. iso-#(t)e#AhtA#vA 
38191. iso-#(t)e#Aise#(t)A 
38193. iso-#(t)e#Aise#T/fin#prs#n 
38197. iso-#(t)e#Aise#jA 
38201. iso-#(t)e#Aise#mAtOn 
38203. iso-#(t)e#Aise#mA 
38204. iso-#(t)e#Aise#vA 
38206. iso-#(t)e#a#(t)A 
38208. iso-#(t)e#a#T/fin#prs#n 
38212. iso-#(t)e#a#jA 
38216. iso-#(t)e#a#mAtOn 
38218. iso-#(t)e#a#mA 
38219. iso-#(t)e#a#vA 
38226. iso-#(t)e#O#tAr 
38228. iso-#(t)e#O#[NOM] 
38229. iso-#(t)e#O#inen 
38230. iso-#(t)e#O#mAinen 
38232. iso-#(t)e#O#tOn 
38243. iso-#(t)e#Us#[NOM] 
38245. iso-#(t)e#Us#mAinen 
38256. iso-#(t)e#stO#tAr 
38258. iso-#(t)e#stO#[NOM] 
38259. iso-#(t)e#stO#inen 
38260. iso-#(t)e#stO#mAinen 
38262. iso-#(t)e#stO#tOn 
38271. iso-#(t)e#(t)e#tAr 
38273. iso-#(t)e#(t)e#[NOM] 
38274. iso-#(t)e#(t)e#inen 
38275. iso-#(t)e#(t)e#mAinen 
38288. iso-#(t)e#ise#[NOM] 
38295. iso-#(t)e#ise#hkO 
38303. iso-#(t)e#mAise#[NOM] 
38310. iso-#(t)e#mAise#hkO 
38393. iso-#(t)e#tAr#[NOM] 
38395. iso-#(t)e#tAr#mAinen 
38421. iso-#(t)e#[NOM]#tAr 
38423. iso-#(t)e#[NOM]#[NOM] 
38424. iso-#(t)e#[NOM]#inen 
38425. iso-#(t)e#[NOM]#mAinen 
38438. iso-#(t)e#inen#[NOM] 
38453. iso-#(t)e#mAinen#[NOM] 
38581. iso-#ise#AhtA#(t)A 
38583. iso-#ise#AhtA#T/fin#prs#n 
38587. iso-#ise#AhtA#jA 
38591. iso-#ise#AhtA#mAtOn 
38593. iso-#ise#AhtA#mA 
38594. iso-#ise#AhtA#vA 
38596. iso-#ise#Aise#(t)A 
38598. iso-#ise#Aise#T/fin#prs#n 
38602. iso-#ise#Aise#jA 
38606. iso-#ise#Aise#mAtOn 
38608. iso-#ise#Aise#mA 
38609. iso-#ise#Aise#vA 
38611. iso-#ise#a#(t)A 
38613. iso-#ise#a#T/fin#prs#n 
38617. iso-#ise#a#jA 
38621. iso-#ise#a#mAtOn 
38623. iso-#ise#a#mA 
38624. iso-#ise#a#vA 
38631. iso-#ise#O#tAr 
38633. iso-#ise#O#[NOM] 
38634. iso-#ise#O#inen 
38635. iso-#ise#O#mAinen 
38637. iso-#ise#O#tOn 
38648. iso-#ise#Us#[NOM] 
38650. iso-#ise#Us#mAinen 
38661. iso-#ise#stO#tAr 
38663. iso-#ise#stO#[NOM] 
38664. iso-#ise#stO#inen 
38665. iso-#ise#stO#mAinen 
38667. iso-#ise#stO#tOn 
38676. iso-#ise#(t)e#tAr 
38678. iso-#ise#(t)e#[NOM] 
38679. iso-#ise#(t)e#inen 
38680. iso-#ise#(t)e#mAinen 
38708. iso-#ise#mAise#[NOM] 
38715. iso-#ise#mAise#hkO 
38941. iso-#mAise#TA#(t)A 
38943. iso-#mAise#TA#T/fin#prs#n 
38947. iso-#mAise#TA#jA 
38951. iso-#mAise#TA#mAtOn 
38953. iso-#mAise#TA#mA 
38954. iso-#mAise#TA#vA 
38956. iso-#mAise#ile#(t)A 
38958. iso-#mAise#ile#T/fin#prs#n 
38962. iso-#mAise#ile#jA 
38966. iso-#mAise#ile#mAtOn 
38968. iso-#mAise#ile#mA 
38969. iso-#mAise#ile#vA 
38971. iso-#mAise#UTU#(t)A 
38973. iso-#mAise#UTU#T/fin#prs#n 
38977. iso-#mAise#UTU#jA 
38981. iso-#mAise#UTU#mAtOn 
38984. iso-#mAise#UTU#vA 
38986. iso-#mAise#AhtA#(t)A 
38988. iso-#mAise#AhtA#T/fin#prs#n 
38992. iso-#mAise#AhtA#jA 
38996. iso-#mAise#AhtA#mAtOn 
38998. iso-#mAise#AhtA#mA 
38999. iso-#mAise#AhtA#vA 
39001. iso-#mAise#Aise#(t)A 
39003. iso-#mAise#Aise#T/fin#prs#n 
39007. iso-#mAise#Aise#jA 
39011. iso-#mAise#Aise#mAtOn 
39013. iso-#mAise#Aise#mA 
39014. iso-#mAise#Aise#vA 
39016. iso-#mAise#a#(t)A 
39018. iso-#mAise#a#T/fin#prs#n 
39022. iso-#mAise#a#jA 
39026. iso-#mAise#a#mAtOn 
39028. iso-#mAise#a#mA 
39029. iso-#mAise#a#vA 
39036. iso-#mAise#O#tAr 
39038. iso-#mAise#O#[NOM] 
39039. iso-#mAise#O#inen 
39040. iso-#mAise#O#mAinen 
39042. iso-#mAise#O#tOn 
39053. iso-#mAise#Us#[NOM] 
39055. iso-#mAise#Us#mAinen 
39066. iso-#mAise#stO#tAr 
39068. iso-#mAise#stO#[NOM] 
39069. iso-#mAise#stO#inen 
39070. iso-#mAise#stO#mAinen 
39072. iso-#mAise#stO#tOn 
39081. iso-#mAise#(t)e#tAr 
39083. iso-#mAise#(t)e#[NOM] 
39084. iso-#mAise#(t)e#inen 
39085. iso-#mAise#(t)e#mAinen 
39098. iso-#mAise#ise#[NOM] 
39105. iso-#mAise#ise#hkO 
39113. iso-#mAise#mAise#[NOM] 
39120. iso-#mAise#mAise#hkO 
39233. iso-#mAise#[NOM]#[NOM] 
39240. iso-#mAise#[NOM]#hkO 
39338. iso-#mAise#hkO#[NOM] 
42226. iso-#[NOM]#AhtA#(t)A 
42228. iso-#[NOM]#AhtA#T/fin#prs#n 
42232. iso-#[NOM]#AhtA#jA 
42236. iso-#[NOM]#AhtA#mAtOn 
42238. iso-#[NOM]#AhtA#mA 
42239. iso-#[NOM]#AhtA#vA 
42241. iso-#[NOM]#Aise#(t)A 
42243. iso-#[NOM]#Aise#T/fin#prs#n 
42247. iso-#[NOM]#Aise#jA 
42251. iso-#[NOM]#Aise#mAtOn 
42253. iso-#[NOM]#Aise#mA 
42254. iso-#[NOM]#Aise#vA 
42256. iso-#[NOM]#a#(t)A 
42258. iso-#[NOM]#a#T/fin#prs#n 
42262. iso-#[NOM]#a#jA 
42266. iso-#[NOM]#a#mAtOn 
42268. iso-#[NOM]#a#mA 
42269. iso-#[NOM]#a#vA 
42276. iso-#[NOM]#O#tAr 
42278. iso-#[NOM]#O#[NOM] 
42279. iso-#[NOM]#O#inen 
42280. iso-#[NOM]#O#mAinen 
42282. iso-#[NOM]#O#tOn 
42293. iso-#[NOM]#Us#[NOM] 
42295. iso-#[NOM]#Us#mAinen 
42306. iso-#[NOM]#stO#tAr 
42308. iso-#[NOM]#stO#[NOM] 
42309. iso-#[NOM]#stO#inen 
42310. iso-#[NOM]#stO#mAinen 
42312. iso-#[NOM]#stO#tOn 
42321. iso-#[NOM]#(t)e#tAr 
42323. iso-#[NOM]#(t)e#[NOM] 
42324. iso-#[NOM]#(t)e#inen 
42325. iso-#[NOM]#(t)e#mAinen 
42353. iso-#[NOM]#mAise#[NOM] 
42360. iso-#[NOM]#mAise#hkO 
