ï»¿dummy        {'dummy', 'LANG:EN'}
joka-           {'-COMP:VA/inf', '-SPEC:P', '-SPEC:ADV', '-SPEC:INF', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', '-COMP:V', '-SPEC:N', 'COMP:uR', '-SPEC:uWH', '-COMP:v', '-COMP:*', 'PHI_N', 'LANG:FI', 'N', 'PF:joka', 'COMP:P', '-COMP:C/fin', '-COMP:A', '-SPEC:R', '-SPEC:C/fin', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:T/prt', '-COMP:WH', '-COMP:AUX', '-SPEC:V', '-COMP:N', 'LF:who'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SEM:directional', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', '-SPEC:N', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:FI', '-COMP:N', 'PF:Jukka', 'LF:Jukka', 'N'}
juosten         ['LANG:FI']
juoksee         ['LANG:FI']
juokse-         {'COMP:P', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'PF:juokse-', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', 'PHI:DET:_', 'LF:run', 'SPEC:TO/inf', 'ASP', '-COMP:v', '-VAL', 'LANG:FI', 'SPEC:P', '-COMP:N'}
kaksi           {'PHI:DET:_', 'PHI:GEN:_', 'NUM', 'PHI:NUM:SG', 'SPEC:*', 'COMP:N', 'LF:two', 'LANG:FI', 'PHI:NUM:_', 'PF:kaksi', '-VAL', 'COMP:n', 'PHI:PER:_', 'TAIL:ARG,VAL,FIN', 'ARG'}
kaksi           {'NUM', 'SPEC:*', 'COMP:N', 'LF:two', 'TAIL:ARG,ASP:BOUNDED', 'PF:kaksi', 'LANG:EN', 'COMP:n', 'TAIL:*POL:NEG'}
kaksi_1         {'PHI:DET:_', 'PHI:GEN:_', 'NUM', 'PHI:NUM:SG', 'SPEC:*', 'COMP:N', 'LF:two', 'LANG:FI', 'PHI:NUM:_', 'PF:kaksi', '-VAL', 'COMP:n', 'PHI:PER:_', 'TAIL:ARG,VAL,FIN', 'ARG'}
kaksi_2         {'NUM', 'SPEC:*', 'COMP:N', 'LF:two', 'TAIL:ARG,ASP:BOUNDED', 'PF:kaksi', 'LANG:EN', 'COMP:n', 'TAIL:*POL:NEG'}
kahdet          ['LANG:FI']
kahden          ['LANG:FI']
kaksi-          {'PF:kaksi', 'COMP:n', 'NUM', 'SPEC:*', 'LANG:FI', 'COMP:N', 'LF:two'}
kaupunkia       ['LANG:EN']
kaupunki        {'-COMP:VA/inf', '-SPEC:P', '-COMP:C/fin', 'PF:kaupunki', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', 'LF:city', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', '-COMP:P', 'COMP:uR', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:FI', '-COMP:N', '-SPEC:N', 'N'}
kaski           ['LANG:FI']
kaskee          ['LANG:FI']
kaske-          {'COMP:P', 'PHI:GEN:_', 'LF:order', 'PHI:NUM:_', 'SPEC:ADV', 'PF:kaske', '-SPEC:*', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', 'SPEC:P', 'PHI:DET:_', 'SPEC:TO/inf', 'ASP', '-COMP:v', '!COMP:A/inf', '-VAL', 'LANG:FI', 'SEM:external', '-COMP:N'}
kellon          ['LANG:FI']
kellon          ['LANG:FI']
kellon_n        ['LANG:FI']
kellon_N        ['LANG:FI']
kelloja         ['LANG:FI']
kello           ['LANG:FI']
kello-          {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', 'PF:kello', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'LF:watch', 'COMP:uR', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:FI', '-COMP:N', '-SPEC:N', 'N'}
kello0-         {'2SPEC', 'PF:kello', 'LF:watch', 'LANG:FI', '0', 'SPEC:D'}
keta            ['LANG:FI']
kenen           ['LANG:FI']
key             {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SEM:directional', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', 'LF:key', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', 'PF:key', '-SPEC:V', 'LANG:EN', '-COMP:N', '-SPEC:N', 'N'}
kirja           ['LANG:FI']
kirjan          ['LANG:FI']
kirjaa          ['LANG:FI']
kirja-          {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', 'PF:kirja', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SEM:directional', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LF:book', 'LANG:FI', '-COMP:N', '-SPEC:N', 'N'}
knows           ['LANG:EN']
know-           {'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'LF:know', 'PF:know', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '!COMP:*', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'ASP', '-COMP:v', '-VAL', 'LANG:EN', 'SPEC:TO/inf', 'SPEC:P', '-COMP:N'}
kohti           {'-SPEC:P', 'LF:towards', '-SPEC:ADV', '-SPEC:v', '-COMP:A', '-SPEC:C', 'SPEC:*', 'adjoinable', 'PHI:GEN:_', '-SPEC:INF', 'PHI:NUM:_', '-SPEC:C/fin', '-COMP:uWH', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', 'PHI:PER:_', 'ARG', '-SPEC:Neg/fin', '-COMP:T/fin', '!COMP:*', '-SPEC:iR', '-COMP:T', '-SPEC:N', 'PHI:DET:_', 'COMP:D', '-COMP:ADV', 'PF:kohti', '-SPEC:V', '-VAL', 'LANG:FI', '-COMP:N', 'P', 'TAIL:V'}
koko            {'-SPEC:P', '-SPEC:C', 'adjoinable', '-COMP:uR', 'PF:koko', '-SPEC:INF', '-SPEC:T/fin', '-SPEC:Neg/fin', '-COMP:T/fin', '-COMP:D', '!COMP:*', 'LF:all', '-COMP:P', '-ARG', 'TAIL:T', 'D', 'COMP:N', '-SPEC:V', '!PROBE:N', 'LANG:FI', '-SPEC:MA/lla'}
kuka            ['LANG:FI']
KUKA            ['LANG:FI']
kuka-           {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', 'PHI', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', '-SPEC:N', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'PF:kuka', 'LANG:FI', '-COMP:N', 'LF:who', 'N'}
kuorsaa         ['LANG:FI']
kuorsaamalla    ['LANG:FI']
kuorsaa-        {'COMP:P', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:T/fin', '-COMP:D', '-COMP:V', '-COMP:WH', 'PHI:DET:_', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'LF:snore', 'PF:kuorsaa', '-VAL', 'LANG:FI', 'SPEC:P', '-COMP:N'}
kysyi           ['LANG:EN']
kysy-           {'COMP:P', '!PROBE:FORCE:OP:WH', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'V', 'LF:ask', '-SPEC:T/fin', '-SPEC:FORCE', 'ARG', 'PHI:PER:_', '-COMP:V', 'SPEC:P', 'PF:kysya', 'PHI:DET:_', 'ASP', '-COMP:v', 'LANG:FI', '-VAL', 'SPEC:TO/inf', '-COMP:N'}
lahella         {'-SPEC:P', '!SPEC:D', '-SPEC:ADV', '-SPEC:v', 'PHI:GEN:_', 'adjoinable', 'LF:near', '-SPEC:INF', '-COMP:uWH', '-SPEC:Neg/fin', '-COMP:T/fin', '!COMP:*', '-SPEC:iR', 'PF:lahella', 'PHI:DET:_', 'COMP:D', '-COMP:ADV', 'LANG:FI', '-COMP:FORCE', 'P', '-COMP:T', '-COMP:C/fin', '-COMP:A', '-SPEC:C', 'SPEC:*', 'COMP:V', 'PHI:NUM:_', '-SPEC:C/fin', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', 'PHI:PER:_', 'ARG', '!SPEC:*', 'INF', 'COMP:v', 'VAL', '-SPEC:V', '-COMP:N', '-SPEC:N'}
lahella         {'-SPEC:P', '-SPEC:ADV', '-SPEC:v', '-COMP:A', '-SPEC:C', 'SPEC:*', 'adjoinable', 'PHI:GEN:_', 'LF:near', '-SPEC:INF', 'PHI:NUM:_', '-SPEC:C/fin', '-COMP:uWH', '!COMP:D', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', 'PHI:PER:_', 'ARG', '-SPEC:Neg/fin', '-COMP:T/fin', '!COMP:*', '-SPEC:iR', 'PF:lahella', '-SPEC:N', 'PHI:DET:_', 'COMP:D', '-COMP:ADV', '-SPEC:V', '-VAL', 'LANG:FI', '-COMP:N', 'P', '-COMP:T'}
lahella_1       {'-SPEC:P', '-SPEC:ADV', '-SPEC:v', '-COMP:A', '-SPEC:C', 'SPEC:*', 'adjoinable', 'PHI:GEN:_', 'LF:near', '-SPEC:INF', 'PHI:NUM:_', '-SPEC:C/fin', '-COMP:uWH', '!COMP:D', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', 'PHI:PER:_', 'ARG', '-SPEC:Neg/fin', '-COMP:T/fin', '!COMP:*', '-SPEC:iR', 'PF:lahella', '-SPEC:N', 'PHI:DET:_', 'COMP:D', '-COMP:ADV', '-SPEC:V', '-VAL', 'LANG:FI', '-COMP:N', 'P', '-COMP:T'}
lahella_2       {'-SPEC:P', '!SPEC:D', '-SPEC:ADV', '-SPEC:v', 'PHI:GEN:_', 'adjoinable', 'LF:near', '-SPEC:INF', '-COMP:uWH', '-SPEC:Neg/fin', '-COMP:T/fin', '!COMP:*', '-SPEC:iR', 'PF:lahella', 'PHI:DET:_', 'COMP:D', '-COMP:ADV', 'LANG:FI', '-COMP:FORCE', 'P', '-COMP:T', '-COMP:C/fin', '-COMP:A', '-SPEC:C', 'SPEC:*', 'COMP:V', 'PHI:NUM:_', '-SPEC:C/fin', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', 'PHI:PER:_', 'ARG', '!SPEC:*', 'INF', 'COMP:v', 'VAL', '-SPEC:V', '-COMP:N', '-SPEC:N'}
lahtee          ['LANG:FI']
lahtea          ['LANG:FI']
lahtemaan       ['LANG:FI']
lahtevan        ['LANG:FI']
lahtevansa      ['LANG:FI']
lahtevani       ['LANG:FI']
lahtemassa      ['LANG:FI']
lahtematta      ['LANG:FI']
lahtemalla      ['LANG:FI']
lahtiessa       ['LANG:FI']
lahtiessaan     ['LANG:FI']
lahdettyaan     ['LANG:FI']
lahdettya       ['LANG:FI']
lahde           ['LANG:FI']
lahti           ['LANG:FI']
lahte-          {'COMP:P', 'PHI:GEN:_', 'CLASS:INTR', 'SPEC:D', 'PHI:NUM:_', 'PF:lahtea', 'SPEC:ADV', 'LF:leave', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '-COMP:D', 'PHI:DET:_', 'SPEC:TO/inf', 'COMP:PP', 'ASP', '-COMP:v', '-VAL', '-COMP:MA/inf', 'LANG:FI', 'SPEC:P', '-COMP:N'}
lavano          ['LANG:IT']
lava-           {'COMP:P', 'PHI:GEN:_', 'LF:wash', 'PHI:NUM:_', 'SPEC:ADV', 'V', 'PF:lava', '-SPEC:T/fin', '-SPEC:FORCE', 'ARG', 'PHI:PER:_', '-COMP:V', '!COMP:*', 'PHI:DET:_', 'COMP:D', 'LANG:IT', 'ASP', '-COMP:v', '-VAL', 'SPEC:TO/inf', 'SPEC:P', '-COMP:N'}
lavato          ['LANG:IT']
lavata          ['LANG:IT']
lavare          ['LANG:IT']
lavati          ['LANG:IT']
lavando         ['LANG:IT']
lavo            ['LANG:IT']
lavi            ['LANG:IT']
lava            ['LANG:IT']
le              {'LF:D', '-SPEC:P', '-SPEC:C', 'adjoinable', '-COMP:uR', '-SPEC:INF', '-SPEC:T/fin', '-SPEC:Neg/fin', '-COMP:T/fin', '-COMP:D', 'PF:le', '!COMP:*', '-COMP:P', '-ARG', 'D', 'LANG:IT', 'COMP:N', '-SPEC:V', '!PROBE:N', '-SPEC:MA/lla'}
leaves          ['LANG:EN']
leave           {'COMP:P', '!SPEC:D', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'LF:leave', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '-COMP:T/fin', 'SPEC:P', 'PHI:DET:_', 'ASP', '-COMP:v', '-VAL', 'LANG:EN', 'SPEC:TO/inf', '-COMP:N', 'PF:leave'}
leave-          {'COMP:P', '!SPEC:D', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'LF:leave', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '-COMP:T/fin', 'SPEC:P', 'PHI:DET:_', 'ASP', '-COMP:v', '-VAL', 'LANG:EN', 'SPEC:TO/inf', '-COMP:N', 'PF:leave'}
like-           {'COMP:P', 'LF:like', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', '!COMP:D', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', 'SPEC:P', 'PHI:DET:_', 'ASP', '-COMP:v', '-VAL', 'LANG:EN', 'PF:like', 'SPEC:TO/inf', '-COMP:N'}
likes           ['LANG:EN']
like            {'COMP:P', 'LF:like', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', '!COMP:D', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', 'SPEC:P', 'PHI:DET:_', 'ASP', '-COMP:v', '-VAL', 'LANG:EN', 'PF:like', 'SPEC:TO/inf', '-COMP:N'}
little          ['LANG:EN']
little-         {'2SPEC', 'SPEC:D', 'LANG:EN', 'LF:little', '0', 'PF:little-'}
lle             {'-SPEC:P', '-SPEC:ADV', '-SPEC:v', '-COMP:A', '-SPEC:C', 'PHI:GEN:_', 'adjoinable', '-SPEC:INF', 'PHI:NUM:_', '-SPEC:C/fin', 'PHI:PER:_', '-SPEC:*', '-COMP:uWH', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', '+SEM:directional', 'ARG', '-SPEC:Neg/fin', '-COMP:T/fin', '!COMP:*', '-SPEC:iR', '-SPEC:N', 'PF:P(lle)', 'PHI:DET:_', 'COMP:D', '-COMP:ADV', 'TAIL:V,+SEM:directional', '-SPEC:V', '-VAL', 'LANG:FI', 'LF:for', '-COMP:N', 'P', '-COMP:T'}
lla             {'-SPEC:P', '-SPEC:ADV', 'LF:by', '-SPEC:v', '-COMP:A', '-SPEC:C', 'adjoinable', 'SPEC:*', 'PHI:GEN:_', '-SPEC:INF', 'PF:P(lla)', 'PHI:NUM:_', '-SPEC:C/fin', '-COMP:uWH', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', 'PHI:PER:_', 'TAIL:*V', '-SPEC:Neg/fin', '-COMP:T/fin', '!COMP:*', '-SPEC:iR', 'ARG', '-SPEC:N', 'PHI:DET:_', 'TAIL:T', 'COMP:D', '-COMP:ADV', '-SPEC:V', '-VAL', 'LANG:FI', '-COMP:N', 'P', '-COMP:T'}
Luisa           ['LANG:IT']
Luisa-          {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SEM:directional', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', 'LANG:IT', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'PF:Luisa', '-COMP:N', '-SPEC:N', 'N', 'LF:Luisa'}
lukemalla       ['LANG:FI']
lukee           ['LANG:FI']
luke-           {'LF:read', 'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '!COMP:*', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'SPEC:TO/inf', 'ASP', '-COMP:v', '-VAL', 'PF:luke', 'LANG:FI', 'SPEC:P', '-COMP:N'}
loydetty        ['LANG:FI']
loydettiin      ['LANG:FI']
loysimme        ['LANG:FI']
loysi           ['LANG:FI']
loytaa          ['LANG:FI']
loyta-          {'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'ASP:BOUNDED', 'PF:loyta-', 'PHI:NUM:_', 'SPEC:ADV', '!COMP:D', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', 'LF:find', '-COMP:V', '!COMP:*', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'SPEC:TO/inf', 'ASP', '-COMP:v', '-VAL', 'LANG:FI', 'SPEC:P', '-COMP:N'}
Mary            ['LANG:EN']
Mary-           {'-COMP:VA/inf', '-SPEC:P', '-SPEC:ADV', '-SEM:directional', '-SPEC:INF', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', '-COMP:V', 'COMP:uR', '-SPEC:uWH', '-COMP:v', '-adjoinable', 'LANG:EN', 'N', 'PF:Mary', 'COMP:P', '-COMP:C/fin', '-COMP:A', '-SPEC:R', '-SPEC:C/fin', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'LF:Mary', '-COMP:AUX', '-SPEC:V', '-COMP:N', '-SPEC:N'}
Merja           ['LANG:FI']
Merjan          ['LANG:FI']
Merjan_acc      ['LANG:FI']
Merja_0acc      ['LANG:FI']
Merjan_gen      ['LANG:FI']
Merjan_poss     ['LANG:FI']
Merjaa          ['LANG:FI']
Merjaahan       ['LANG:FI']
Merja-          {'-COMP:VA/inf', '-SPEC:P', '-SPEC:ADV', '-SEM:directional', '-SPEC:INF', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', '-COMP:V', 'COMP:uR', '-SPEC:uWH', '-COMP:v', '-adjoinable', 'LANG:FI', 'PF:Merja', 'N', 'LF:Merja', 'COMP:P', '-COMP:C/fin', '-COMP:A', '-SPEC:R', '-SPEC:C/fin', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:T/prt', '-COMP:WH', '-COMP:AUX', '-SPEC:V', '-COMP:N', '-SPEC:N'}
Merjalle        ['LANG:EN']
Merjalla        ['LANG:EN']
malla           {'-SPEC:FORCE', 'COMP:v', 'LF:by', 'TAIL:T', 'SPEC:*', 'PF:malla', 'adjoinable', 'ADV', 'LANG:FI', '-SPEC:T/fin', 'MA/inf', '-SPEC:Neg/fin', '-SPEC:N'}
meren           ['LANG:FI']
mere-           {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'PF:meri', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', 'LF:ocean', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:FI', '-COMP:N', '-SPEC:N', 'N'}
mies            {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', 'LF:man', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', '-SPEC:uWH', '-COMP:v', 'LANG:FI', '-COMP:AUX', '-SPEC:V', 'PF:mies', '-COMP:N', '-SPEC:N', 'N'}
mistake         {'-COMP:VA/inf', 'PF:mistake', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:EN', '-COMP:N', '-SPEC:N', 'LF:mistake', 'N'}
minka           ['LANG:FI']
mika            ['LANG:FI']
mika-           {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', 'LF:what', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', 'PF:mika-', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:FI', '-COMP:N', '-SPEC:N', 'N'}
mita            ['LANG:FI']
moved           ['LANG:EN']
move'           ['LANG:EN']
move-           {'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'LANGN:EN', 'V', '-SPEC:T/fin', '-SPEC:FORCE', '+SEM:directional', 'ARG', 'PHI:PER:_', '-COMP:V', '!COMP:*', '-COMP:P', 'LF:move', 'PHI:DET:_', 'COMP:D', 'ASP', '-COMP:v', '-VAL', 'PF:move', 'SPEC:TO/inf', 'SPEC:P', '-COMP:N'}
mukavasti       ['LANG:EN']
mukava-         {'LF:comfortably', '2SPEC', 'LANG:FI', 'PF:mukavasti', '0', 'SPEC:D'}
must            {'COMP:Neg', 'T/fin', 'FIN', '-SPEC:v', '-SPEC:C', 'PHI:GEN:_', 'SPEC:*', 'LF:must', 'SPEC:C/fin', 'COMP:V', 'SPEC:D', '-SPEC:Neg', 'PHI:NUM:_', '-SPEC:TO/inf', 'PHI:PER:_', '-SPEC:T/fin', 'ARG', '-COMP:T/fin', '!COMP:*', 'T', 'COMP:T/prt', '!SPEC:*', '-SPEC:N', 'PHI:DET:_', 'COMP:v', '!PROBE:V', 'VAL', 'SPEC:FORCE', 'PF:must', '-SPEC:V', 'LANG:EN', 'SPEC:TO/inf', 'MODAL', '-COMP:INF'}
myi             ['LANG:FI']
myynyt          ['LANG:FI']
myyda           ['LANG:FI']
myy-            {'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'ASP:BOUNDED', '-COMP:Neg/fin', 'PHI:NUM:_', 'SPEC:ADV', 'V', 'PF:myy', '-SPEC:T/fin', '-SPEC:FORCE', 'ARG', 'PHI:PER:_', '-COMP:T/fin', 'LF:sell', '-COMP:V', '!COMP:*', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'SPEC:TO/inf', 'ASP', '-COMP:v', '-VAL', 'LANG:FI', 'SPEC:P', '-COMP:N'}
naki            ['LANG:FI']
nakee           ['LANG:FI']
nake-           {'COMP:P', 'CLASS:TR', '-COMP:MA/ssa', 'PHI:GEN:_', 'ASP:BOUNDED', 'PHI:NUM:_', 'SPEC:ADV', 'PF:nake', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '!COMP:*', '-COMP:P', 'PHI:DET:_', '-COMP:MA/tta', 'COMP:D', 'SPEC:TO/inf', '-COMP:ESSA/inf', 'ASP', '-COMP:v', 'LF:see', '-VAL', 'LANG:FI', 'SPEC:P', '-COMP:N'}
nayttaa         ['LANG:FI']
naytta-         {'LF:seem', 'SEM:internal', 'COMP:P', '!SPEC:D', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', '-COMP:V', '-ARG', '!COMP:VA/inf', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'VAL', 'LANG:FI', 'PF:naytta', 'SPEC:P', '-COMP:N'}
ndo             {'-SPEC:T/fin', 'INF', '-COMP:C/fin', 'COMP:v', 'PF:PRG', '?ARG', 'PRG', 'COMP:V', 'VAL', '-SPEC:V', 'LANG:EN', 'LF:ing', '-COMP:FORCE', '-COMP:T/fin', '!COMP:*'}
ne              {'-SPEC:P', '-SPEC:C', 'adjoinable', '-COMP:uR', 'LF:those', '-SPEC:INF', 'PHI:NUM:PL', '-SPEC:T/fin', 'PHI:PER:3', '-SPEC:Neg/fin', '-COMP:T/fin', '-COMP:D', '!COMP:*', '-COMP:P', '-ARG', 'D', 'PF:ne', 'COMP:N', '-SPEC:V', '!PROBE:N', 'LANG:FI', '-SPEC:MA/lla'}
niiden          ['LANG:EN']
nen             {'COMP:0', 'SPEC:*', 'A', '-SPEC:A', '-SPEC:D', 'LANG:FI', 'LF:ing', 'PF:a', 'TAIL:D'}
not             {'-SPEC:T/fin', 'PHI:DET:_', '!COMP:*', 'LF:not', 'PHI:GEN:_', 'SPEC:*', 'POL:NEG', 'Neg', 'PF:not', '-COMP:C', '-VAL', 'LANG:EN', 'PHI:NUM:_', 'PHI:PER:_', '-COMP:FIN', 'ARG', '-COMP:D'}
nukahti         ['LANG:FI']
nukkunut        ['LANG:FI']
nukuttiin       ['LANG:FI']
nukkua          ['LANG:FI']
nukkui          ['LANG:FI']
nukkuu          ['LANG:FI']
