ï»¿dummy        {'dummy', 'LANG:EN'}
presupposto     {'-SPEC:V', '-SPEC:INF', 'LF:presupposition', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PF:presupposto', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
primary         {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'LF:nurse', 'PF:primary', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
promises        ['LANG:EN']
promise-        {'SPEC:P', 'ARG', 'SPEC:D', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PF:promise', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'LF:promise', 'COMP:D', '-COMP:V', 'V', 'SEM:internal', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'LANG:EN'}
pyytaa          ['LANG:FI']
pyyta-          {'SPEC:P', 'ARG', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'LF:ask', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'ASP', 'SEM:external', '-COMP:V', 'V', 'PHI:NUM:_', '-SPEC:FORCE', 'PF:pyyda', '-COMP:N', 'SPEC:TO/inf'}
raukesi         ['LANG:FI']
raukea-         {'SPEC:P', 'ARG', 'LF:terminate', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', '-COMP:V', 'V', 'PHI:NUM:_', '-SPEC:FORCE', 'PF:raukea', '-COMP:N', 'SPEC:TO/inf'}
red             ['LANG:EN']
red-            {'2SPEC', '0', 'PF:red', 'SPEC:D', 'LF:red', 'LANG:EN'}
saavuttaa       ['LANG:FI']
saavutta-       {'SPEC:P', 'ARG', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PF:saavutta-', 'LANG:FI', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'CLASS:TR', 'ASP:BOUNDED', '!COMP:*', 'COMP:D', '-COMP:V', 'V', '-COMP:P', 'LF:reach', 'PHI:NUM:_', '-SPEC:FORCE', '!COMP:D', 'SPEC:TO/inf', '-COMP:N'}
sanon           ['LANG:FI']
sanoo           ['LANG:FI']
sanoi           ['LANG:FI']
sano-           {'SPEC:P', 'ARG', 'SPEC:D', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'PHI:DET:_', 'LF:say', '-SPEC:T/fin', 'ASP', '-COMP:T/fin', '-VAL', 'COMP:FORCE', '-COMP:V', 'COMP:VA/inf', 'V', 'PF:sano-', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf'}
said            ['LANG:EN']
say'            {'PF:say', 'SPEC:P', 'ARG', 'SPEC:D', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PHI:DET:_', 'LF:say', '-SPEC:T/fin', 'ASP', '-COMP:T/fin', '-VAL', '-COMP:V', '!COMP:FORCE', 'V', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'LANG:EN'}
say-            {'PF:say', 'SPEC:P', 'ARG', 'SPEC:D', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PHI:DET:_', 'LF:say', '-SPEC:T/fin', 'ASP', '-COMP:T/fin', '-VAL', '-COMP:V', '!COMP:FORCE', 'V', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'LANG:EN'}
sala            ['LANG:IT']
sala-           {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', 'LF:room', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'PF:sala'}
scoppiati       ['LANG:IT']
scoppia-        {'SPEC:P', 'ARG', 'LF:explode', 'PHI:PER:_', 'LANG:IT', 'PHI:GEN:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PF:scoppia', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', '-COMP:V', 'V', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf'}
sen             {'-SPEC:V', '-SPEC:INF', 'COMP:N', '-ARG', 'LANG:FI', '-SPEC:MA/lla', 'TAIL:*POL:NEG', 'LF:the/that', '-COMP:D', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:P', '-SPEC:C', 'PF:sen', 'D', '!COMP:*', 'TAIL:ASP', '-COMP:uR', 'adjoinable', 'TAIL:PHI', '-SPEC:Neg/fin', 'OP', '!PROBE:N'}
se'             {'-SPEC:V', '-SPEC:INF', 'COMP:N', '-ARG', 'LANG:FI', '-SPEC:MA/lla', 'LF:the/that', '-COMP:D', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:P', '-SPEC:C', '!COMP:*', 'D', 'PF:se', '-COMP:uR', 'adjoinable', '-SPEC:Neg/fin', 'OP', '!PROBE:N'}
se              {'-SPEC:V', '-SPEC:INF', 'COMP:N', '-ARG', 'LANG:FI', '-SPEC:MA/lla', 'LF:the/that', '-COMP:D', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:P', '-SPEC:C', '!COMP:*', 'D', 'PF:se', '-COMP:uR', 'adjoinable', '-SPEC:Neg/fin', 'OP', '!PROBE:N'}
se              ['LANG:FI']
sentenza        {'-SPEC:V', '-SPEC:INF', '-COMP:WH', 'LF:sentence', '-COMP:AUX', 'LANG:IT', 'PF:sentenza', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
Seine           ['LANG:EN']
Seine-          {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', 'LF:Seine', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PF:Seine', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'LANG:EN'}
sembrano        ['LANG:IT']
sembra-         {'SPEC:P', 'SPEC:D', 'LF:seem', '-ASP', 'SPEC:ADV', '-COMP:v', '-ARG', 'COMP:P', '-COMP:D', '-SPEC:T/fin', '-VAL', '-COMP:T/fin', '!COMP:ARE/inf', '-COMP:V', 'SPEC:TO/inf', 'V', '-SPEC:FORCE', '-COMP:N', 'PF:sembra', 'LANG:EN'}
sleeps          ['LANG:EN']
sleep           {'SPEC:P', 'ARG', 'SPEC:D', 'PHI:GEN:_', 'PHI:PER:_', 'LF:sleep', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PHI:DET:_', '-SPEC:T/fin', '-COMP:D', 'ASP', '-COMP:T/fin', '-VAL', '-COMP:V', 'V', 'CLASS:INTR', '-COMP:MA/inf', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'PF:sleep', 'LANG:EN'}
sleep-          {'SPEC:P', 'ARG', 'SPEC:D', 'PHI:GEN:_', 'PHI:PER:_', 'LF:sleep', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PHI:DET:_', '-SPEC:T/fin', '-COMP:D', 'ASP', '-COMP:T/fin', '-VAL', '-COMP:V', 'V', 'CLASS:INTR', '-COMP:MA/inf', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'PF:sleep', 'LANG:EN'}
sono            ['LANG:IT']
sono_pl         ['LANG:IT']
sopimuksen      ['LANG:FI']
sopimus         ['LANG:FI']
sopimus-        {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '!COMP:A/inf', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', 'PF:sopimus', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'LF:agreement', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
spinge          ['LANG:IT']
spinge-         {'SPEC:P', 'ARG', 'PHI:GEN:_', 'PHI:PER:_', 'LANG:IT', 'SPEC:ADV', '-COMP:v', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'ASP', '-COMP:V', 'V', 'LF:push', '-COMP:P', 'PHI:NUM:_', '-SPEC:FORCE', '!COMP:D', 'PF:spinge', 'SPEC:TO/inf', '-COMP:N'}
ssa             {'-SPEC:V', 'ARG', '-SPEC:INF', '-COMP:uWH', 'PHI:PER:_', '-SPEC:C/fin', '-SPEC:iWH', '-COMP:ADV', 'LANG:FI', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'SPEC:*', '-SPEC:ADV', 'PF:ssa', '-SPEC:P', '!COMP:*', '-SPEC:v', '-SPEC:C', 'COMP:D', '-SPEC:iR', 'adjoinable', 'PHI:NUM:_', 'COMP:n/MA', '-SPEC:N', 'TAIL:V', '-SPEC:FORCE', '-COMP:N', 'LF:in', '-SPEC:Neg/fin', 'P'}
stanno          ['LANG:IT']
sta-            {'SPEC:P', 'ARG', 'SPEC:D', 'COMP:PRG', '-ASP', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', '-COMP:T/fin', '-COMP:V', 'V', 'SEM:internal', 'PF:sta', 'LF:stay', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'LANG:EN'}
sti             {'!COMP:*', '-ARG', 'adjoinable', '-SPEC:T/fin', 'PF:sti', 'LF:by', 'LANG:FI', '-SPEC:FORCE', 'TAIL:T', '-SPEC:N', '-SPEC:Neg/fin', 'ADV', 'SPEC:*'}
sukkaa          ['LANG:EN']
sukan           ['LANG:EN']
sukat           ['LANG:EN']
sukka-          {'-SPEC:V', '-SPEC:INF', 'PF:sukka-', 'LF:socks', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
talo            {'-SPEC:V', '-SPEC:INF', 'LF:house', 'PF:talo', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
tama            ['LANG:EN']
tama-           {'-SPEC:V', '-SPEC:INF', 'PF:tama', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PHI', 'LF:this', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
tassa           ['LANG:EN']
taytyy          ['LANG:FI']
taydy           ['LANG:FI']
tayty-          {'PF:taytyy', 'SPEC:P', 'ARG', '-ASP', 'PHI:PER:_', 'FIN', 'SPEC:ADV', '-COMP:v', 'COMP:P', '!COMP:A/inf', 'LANG:FI', 'PHI:DET:_', 'SPEC:*', '-SPEC:T/fin', '-COMP:T/fin', '-VAL', '-COMP:V', 'V', 'PHI:NUM:_', '-SPEC:FORCE', 'MODAL', 'SPEC:TO/inf', '-COMP:N', 'LF:must'}
teki            ['LANG:FI']
teke-           {'SPEC:P', 'ARG', 'PHI:PER:_', 'LF:make', '-COMP:v', 'SPEC:ADV', 'COMP:P', 'LANG:FI', 'PHI:DET:_', '-COMP:A/inf', '-SPEC:T/fin', 'ASP', '-COMP:T/fin', '-VAL', 'CLASS:TR', 'ASP:BOUNDED', '!COMP:*', 'COMP:D', '-COMP:V', 'V', '-COMP:P', 'PHI:NUM:_', '-SPEC:FORCE', '!COMP:D', 'SPEC:TO/inf', 'PF:teke', '-COMP:N'}
that            {'!COMP:*', 'PF:that', '!PROBE:T/fin', 'COMP:C/fin', 'FIN', '-ARG', 'COMP:T/fin', 'FORCE', '-VAL', '-SPEC:*', 'LF:that', 'LANG:EN'}
the             {'-SPEC:V', '-SPEC:INF', 'COMP:N', '-ARG', '-SPEC:MA/lla', '-COMP:D', '-SPEC:T/fin', '-COMP:T/fin', 'LANG:EN', '-SPEC:P', '-SPEC:C', '!COMP:*', 'D', '-COMP:uR', 'LF:the', 'adjoinable', 'PHI:DEF:DEF', '-SPEC:Neg/fin', 'OP', '!PROBE:N', 'PF:the'}
to              {'-SPEC:V', 'ARG', '-SPEC:INF', '-COMP:uWH', 'TAIL:V,+SEM:directional', 'PHI:GEN:_', 'PHI:PER:_', '-SPEC:C/fin', '+SEM:directional', '-SPEC:iWH', '-COMP:ADV', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'PF:to', '-SPEC:*', '-SPEC:ADV', '-SPEC:P', '!COMP:*', '-float', '-SPEC:v', '-SPEC:C', 'COMP:D', '-SPEC:iR', 'LF:to', 'adjoinable', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', '-COMP:N', '-SPEC:Neg/fin', 'P', 'LANG:EN'}
to_inf          {'-SPEC:V', 'COMP:v', 'COMP:V', 'LF:TO/inf', 'INF', '-SPEC:T/fin', '-VAL', '-COMP:T/fin', '-COMP:C/fin', '-SPEC:v', '!COMP:*', '?ARG', 'TO/inf', '-COMP:FORCE', 'PF:TO/inf', 'adjoinable', 'LANG:EN'}
towards         {'-SPEC:V', 'ARG', '-SPEC:INF', '-COMP:uWH', 'LF:towards', 'PHI:PER:_', 'PHI:GEN:_', '-SPEC:C/fin', '-SPEC:iWH', '-COMP:ADV', 'PF:towards', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:*', '-SPEC:ADV', '-SPEC:P', '-float', '!COMP:*', '-SPEC:v', '-SPEC:C', 'COMP:D', '-SPEC:iR', 'adjoinable', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', 'TAIL:V', '-COMP:N', '-SPEC:Neg/fin', 'P', 'LANG:EN'}
tonaisi         ['LANG:FI']
tonaista        ['LANG:FI']
tonaise-        {'SPEC:P', 'ARG', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LF:nudge', 'LANG:FI', 'PF:tonaise', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'CLASS:TR', '!COMP:*', 'COMP:D', '-COMP:V', 'V', '-COMP:P', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf'}
tta             {'-SPEC:V', 'ARG', '-SPEC:INF', '-COMP:uWH', 'PHI:PER:_', '-SPEC:C/fin', '-SPEC:iWH', '-COMP:ADV', 'LANG:FI', 'LF:without', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'ADV', 'SPEC:*', '-SPEC:ADV', '-SPEC:P', '!COMP:*', '-SPEC:v', '-SPEC:C', 'COMP:D', '-SPEC:iR', '-SPEC:Neg/fin', 'adjoinable', 'PHI:NUM:_', 'COMP:n/MA', '-SPEC:N', '-SPEC:FORCE', '-COMP:N', 'PF:tta', 'P'}
tries           ['LANG:EN']
try-            {'SPEC:P', 'ARG', 'SPEC:D', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'PF:try', '!COMP:TO/inf', '-COMP:V', 'LF:try', 'V', 'SEM:internal', '!COMP:-ARG', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'LANG:EN'}
verifiche       {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PF:verifiche', 'LF:verification', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
virtaamalla     ['LANG:FI']
virtaa          ['LANG:FI']
virta-          {'SPEC:P', 'ARG', 'SPEC:D', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', '!COMP:P', 'LANG:FI', 'PHI:DET:_', '-COMP:D', '-SPEC:T/fin', 'ASP', '-COMP:T/fin', '-VAL', '-COMP:V', 'PF:virtaa', 'LF:flow', 'V', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf'}
voluto          ['LANG:IT']
vuole           ['LANG:IT']
volu-           {'SPEC:P', 'ARG', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'LF:want', 'COMP:P', 'PHI:DET:_', 'PF:volu', '-SPEC:T/fin', 'ASP', '-SPEC:*', '-COMP:T/fin', '-VAL', '!COMP:*', '-COMP:V', 'V', 'SEM:internal', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'LANG:EN'}
voitti          ['LANG:FI']
voittanut       ['LANG:FI']
voittaa         ['LANG:FI']
voitta-         {'SPEC:P', 'ARG', 'LF:win', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'CLASS:TR', 'ASP:BOUNDED', 'SEM:achievement', '!COMP:*', 'COMP:D', '-COMP:V', 'V', '-COMP:P', 'PHI:NUM:_', '-SPEC:FORCE', 'PF:voitta', '-COMP:N', 'SPEC:TO/inf', 'LANG:EN'}
wants           ['LANG:EN']
want-           {'SPEC:P', 'ARG', 'PHI:GEN:_', 'COMP:TO/inf', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'LF:want', 'COMP:P', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'CLASS:TR', '!COMP:*', '-SPEC:TO/inf', 'PF:want', '-COMP:V', 'COMP:D', 'V', '-COMP:P', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'LANG:EN'}
what            ['LANG:EN']
what-           {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'LF:what', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'PF:what', 'LANG:EN'}
which           {'-SPEC:V', '-SPEC:INF', 'COMP:N', 'LF:which', '-ARG', 'OP:WH', '-SPEC:MA/lla', '-COMP:D', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:P', '-SPEC:C', '!COMP:*', 'D', '-COMP:uR', 'adjoinable', 'PF:which', '-SPEC:Neg/fin', 'OP', '!PROBE:N', 'LANG:EN'}
who             ['LANG:EN']
who-            {'PHI_N', 'LF:who', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'PF:who', 'COMP:R/D', '-COMP:N', 'LANG:EN'}
whether         {'!PROBE:T/fin', 'FIN', '-ARG', 'OP:WH', 'FORCE', '-VAL', 'LF:whether', '-SPEC:*', 'LANG:EN', '!COMP:*', 'COMP:C/fin', 'OP:Q', 'Q', 'PF:whether', 'OP', 'COMP:T/fin'}
yrittaa         ['LANG:FI']
yritta-         {'SPEC:P', 'ARG', 'SPEC:D', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', '!COMP:A/inf', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', '-COMP:V', 'LF:try', 'V', 'PF:yritta', 'SEM:internal', '!COMP:-ARG', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'LANG:EN'}
mina            ['LANG:EN']
mina-           {'PHI_N', 'PF:mina', '-SPEC:V', '-SPEC:INF', 'LF:I', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
sina            ['LANG:EN']
sina-           {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'PF:sina', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', 'LF:you', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
han             ['LANG:EN']
han-            {'PF:han', 'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'LF:s/he', '-SPEC:N', '-SPEC:FORCE', 'COMP:R/D', '-COMP:N'}
hanet           ['LANG:EN']
me              ['LANG:EN']
me-             {'PHI_N', 'LF:we', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', 'PF:me', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
te              ['LANG:EN']
te-             {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', 'LF:you', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PF:te', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
he_FI           ['LANG:EN']
heidan          ['LANG:EN']
he_FI-          {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', 'LF:they', 'COMP:R', '-SPEC:C/fin', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PF:he', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
se-             {'-SPEC:V', '-SPEC:INF', 'COMP:N', '-ARG', 'LANG:FI', '-SPEC:MA/lla', 'LF:it/that', '-COMP:D', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:P', '-SPEC:C', '!COMP:*', 'D', 'PF:se', '-COMP:uR', 'adjoinable', '-SPEC:Neg/fin', 'OP', '!PROBE:N'}
I               ['LANG:EN']
I-              {'PHI_N', '-SPEC:V', 'PF:I', '-SPEC:INF', 'LF:I', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'LANG:EN'}
you             ['LANG:EN']
you-            {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', 'LF:you', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PF:you', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'LANG:EN'}
he              ['LANG:EN']
