ï»¿dummy        {'dummy', 'LANG:EN'}
kirja-          {'-SPEC:V', 'LF:book', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-SEM:directional', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', 'PF:kirja', '-COMP:N'}
kohti           {'PF:kohti', '-SPEC:V', 'ARG', '-SPEC:INF', '-COMP:uWH', 'LF:towards', 'PHI:PER:_', '-SPEC:C/fin', '-SPEC:iWH', '-COMP:ADV', 'LANG:FI', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'SPEC:*', '-SPEC:ADV', '-SPEC:P', '-SPEC:v', '!COMP:*', '-SPEC:C', 'COMP:D', '-SPEC:iR', 'adjoinable', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', 'TAIL:V', '-COMP:N', '-SPEC:Neg/fin', 'P'}
koko            {'-SPEC:V', '-SPEC:INF', 'COMP:N', '-ARG', 'LANG:FI', '-SPEC:MA/lla', 'TAIL:T', '-COMP:D', 'PF:koko', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:P', '-SPEC:C', '!COMP:*', 'D', 'LF:all', '-COMP:uR', 'adjoinable', '-SPEC:Neg/fin', 'OP', '!PROBE:N'}
kuka            ['LANG:FI']
kuka-           {'-SPEC:V', 'LF:who', '-SPEC:INF', 'PF:kuka', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PHI', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
kuorsaa-        {'SPEC:P', 'ARG', 'PF:kuorsaa', '-COMP:WH', 'PHI:PER:_', 'COMP:P', 'SPEC:ADV', '-COMP:v', 'LANG:FI', 'PHI:DET:_', '-COMP:D', '-SPEC:T/fin', '-COMP:T/fin', 'ASP', '-VAL', '-COMP:V', 'V', 'LF:snore', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf'}
kuorsaamalla    ['LANG:FI']
lahella         {'COMP:v', 'COMP:V', 'PHI:PER:_', 'INF', '-COMP:ADV', 'LANG:FI', '-SPEC:T/fin', 'SPEC:*', '-COMP:T/fin', '-SPEC:ADV', '-SPEC:P', '!COMP:*', '!SPEC:*', '-COMP:FORCE', 'LF:near', '-SPEC:N', '-SPEC:V', 'ARG', '-SPEC:INF', '-COMP:uWH', '!SPEC:D', '-SPEC:C/fin', '-SPEC:iWH', 'PHI:DET:_', '-COMP:C/fin', '-SPEC:v', '-SPEC:C', 'COMP:D', '-SPEC:iR', 'PF:lahella', 'VAL', 'adjoinable', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', '-SPEC:Neg/fin', 'P'}
lahella         {'-SPEC:V', 'ARG', '-SPEC:INF', '-COMP:uWH', 'PHI:PER:_', '-SPEC:C/fin', '-SPEC:iWH', '-COMP:ADV', 'LANG:FI', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'SPEC:*', '-SPEC:ADV', '-SPEC:P', '-SPEC:v', '!COMP:*', '-SPEC:C', 'COMP:D', 'PF:lahella', '-SPEC:iR', 'adjoinable', 'LF:near', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', '!COMP:D', '-SPEC:Neg/fin', 'P', '-COMP:N'}
lahella_1       {'-SPEC:V', 'ARG', '-SPEC:INF', '-COMP:uWH', 'PHI:PER:_', '-SPEC:C/fin', '-SPEC:iWH', '-COMP:ADV', 'LANG:FI', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'SPEC:*', '-SPEC:ADV', '-SPEC:P', '-SPEC:v', '!COMP:*', '-SPEC:C', 'COMP:D', 'PF:lahella', '-SPEC:iR', 'adjoinable', 'LF:near', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', '!COMP:D', '-SPEC:Neg/fin', 'P', '-COMP:N'}
lahella_2       {'COMP:v', 'COMP:V', 'PHI:PER:_', 'INF', '-COMP:ADV', 'LANG:FI', '-SPEC:T/fin', 'SPEC:*', '-COMP:T/fin', '-SPEC:ADV', '-SPEC:P', '!COMP:*', '!SPEC:*', '-COMP:FORCE', 'LF:near', '-SPEC:N', '-SPEC:V', 'ARG', '-SPEC:INF', '-COMP:uWH', '!SPEC:D', '-SPEC:C/fin', '-SPEC:iWH', 'PHI:DET:_', '-COMP:C/fin', '-SPEC:v', '-SPEC:C', 'COMP:D', '-SPEC:iR', 'PF:lahella', 'VAL', 'adjoinable', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', '-SPEC:Neg/fin', 'P'}
lahtee          ['LANG:FI']
lahtea          ['LANG:FI']
lahtemaan       ['LANG:FI']
lahtevan        ['LANG:FI']
lahtevansa      ['LANG:FI']
lahtevani       ['LANG:FI']
lahtemassa      ['LANG:FI']
lahtematta      ['LANG:FI']
lahtemalla      ['LANG:FI']
lahtiessa       ['LANG:FI']
lahtiessaan     ['LANG:FI']
lahdettyaan     ['LANG:FI']
lahdettya       ['LANG:FI']
lahde           ['LANG:FI']
lahti           ['LANG:FI']
lahte-          {'SPEC:P', 'ARG', 'SPEC:D', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'PHI:DET:_', '-COMP:D', '-SPEC:T/fin', 'ASP', '-COMP:T/fin', '-VAL', '-COMP:V', 'V', 'CLASS:INTR', 'COMP:PP', '-COMP:MA/inf', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'PF:lahtea', 'LF:leave'}
lavano          ['LANG:IT']
lava-           {'SPEC:P', 'ARG', 'PHI:GEN:_', 'PHI:PER:_', 'LANG:IT', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PF:lava', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', '!COMP:*', 'COMP:D', '-COMP:V', 'V', 'LF:wash', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf'}
lavato          ['LANG:IT']
lavata          ['LANG:IT']
lavare          ['LANG:IT']
lavati          ['LANG:IT']
lavando         ['LANG:IT']
lavo            ['LANG:IT']
lavi            ['LANG:IT']
lava            ['LANG:IT']
le              {'-SPEC:V', '-SPEC:INF', 'PF:le', 'LANG:IT', 'COMP:N', '-ARG', '-SPEC:MA/lla', '-COMP:D', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:P', '-SPEC:C', '!COMP:*', 'D', 'LF:D', '-COMP:uR', 'adjoinable', '-SPEC:Neg/fin', 'OP', '!PROBE:N'}
leaves          ['LANG:EN']
leave           {'SPEC:P', 'ARG', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '!SPEC:D', '-COMP:v', 'COMP:P', 'PF:leave', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'ASP', 'LANG:EN', '-COMP:V', 'V', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'LF:leave'}
leave-          {'SPEC:P', 'ARG', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '!SPEC:D', '-COMP:v', 'COMP:P', 'PF:leave', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', '-COMP:T/fin', 'ASP', '-COMP:V', 'LF:leave', 'V', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'LANG:EN'}
like-           {'SPEC:P', 'ARG', 'LF:like', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PF:like', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'ASP', '-COMP:V', 'V', 'PHI:NUM:_', '-SPEC:FORCE', '!COMP:D', 'SPEC:TO/inf', '-COMP:N', 'LANG:EN'}
likes           ['LANG:EN']
like            {'SPEC:P', 'ARG', 'LF:like', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PF:like', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'ASP', '-COMP:V', 'V', 'PHI:NUM:_', '-SPEC:FORCE', '!COMP:D', 'SPEC:TO/inf', '-COMP:N', 'LANG:EN'}
little          ['LANG:EN']
little-         {'2SPEC', '0', 'LF:little', 'PF:little-', 'SPEC:D', 'LANG:EN'}
lle             {'-SPEC:V', 'ARG', 'LF:for', '-SPEC:INF', '-COMP:uWH', 'PF:P(lle)', 'TAIL:V,+SEM:directional', 'PHI:PER:_', '-SPEC:C/fin', '+SEM:directional', '-SPEC:iWH', '-COMP:ADV', 'LANG:FI', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:*', '-SPEC:ADV', '-SPEC:P', '-SPEC:v', '!COMP:*', '-SPEC:C', 'COMP:D', '-SPEC:iR', 'adjoinable', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', '-COMP:N', '-SPEC:Neg/fin', 'P'}
lla             {'-SPEC:V', 'ARG', '-SPEC:INF', '-COMP:uWH', 'PHI:PER:_', '-SPEC:C/fin', 'PF:P(lla)', '-SPEC:iWH', '-COMP:ADV', 'LF:by', 'LANG:FI', 'TAIL:T', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'SPEC:*', '-SPEC:ADV', '-SPEC:P', '-SPEC:v', '!COMP:*', '-SPEC:C', 'COMP:D', '-SPEC:iR', 'PHI:DET:_', 'TAIL:*V', 'adjoinable', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', '-COMP:N', '-SPEC:Neg/fin', 'P'}
Luisa           ['LANG:IT']
Luisa-          {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-SEM:directional', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', 'PF:Luisa', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'LF:Luisa', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
lukemalla       ['LANG:FI']
luke-           {'SPEC:P', 'ARG', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'CLASS:TR', '!COMP:*', 'COMP:D', '-COMP:V', 'V', '-COMP:P', 'LF:read', '-SPEC:FORCE', 'PF:luke', 'PHI:NUM:_', '-COMP:N', 'SPEC:TO/inf'}
loydetty        ['LANG:FI']
loydettiin      ['LANG:FI']
loysimme        ['LANG:FI']
loysi           ['LANG:FI']
loytaa          ['LANG:FI']
loyta-          {'SPEC:P', 'ARG', 'PHI:PER:_', 'PF:loyta-', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'PHI:DET:_', '-SPEC:T/fin', 'LF:find', 'ASP', '-COMP:T/fin', '-VAL', 'CLASS:TR', 'ASP:BOUNDED', '!COMP:*', 'COMP:D', '-COMP:V', 'V', '-COMP:P', 'PHI:NUM:_', '-SPEC:FORCE', '!COMP:D', 'SPEC:TO/inf', '-COMP:N'}
Mary            ['LANG:EN']
Mary-           {'-adjoinable', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-SEM:directional', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'LF:Mary', 'PF:Mary', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'LANG:EN'}
Merja           ['LANG:FI']
Merjan          ['LANG:FI']
Merjan_acc      ['LANG:FI']
Merja_0acc      ['LANG:FI']
Merjan_gen      ['LANG:FI']
Merjan_poss     ['LANG:FI']
Merjaa          ['LANG:FI']
Merja-          {'-adjoinable', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-SEM:directional', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'PF:Merja', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'LF:Merja', 'COMP:R/D', '-COMP:N'}
Merjalle        ['LANG:EN']
Merjalla        ['LANG:EN']
malla           {'COMP:v', 'MA/inf', 'adjoinable', '-SPEC:T/fin', 'PF:malla', 'LF:by', 'LANG:FI', '-SPEC:FORCE', 'TAIL:T', '-SPEC:N', '-SPEC:Neg/fin', 'ADV', 'SPEC:*'}
meren           ['LANG:FI']
mere-           {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LF:ocean', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', 'PF:meri', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
mies            {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', 'PF:mies', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'LF:man', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
mistake         {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'PF:mistake', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', 'LF:mistake', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'LANG:EN'}
minka           ['LANG:FI']
mika            ['LANG:FI']
mika-           {'-SPEC:V', '-SPEC:INF', 'PF:mika-', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'LF:what', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
mita            ['LANG:FI']
moved           ['LANG:EN']
move'           ['LANG:EN']
move-           {'SPEC:P', 'ARG', 'PHI:GEN:_', 'PHI:PER:_', 'LF:move', 'SPEC:ADV', '-COMP:v', 'COMP:P', '+SEM:directional', 'LANGN:EN', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'PF:move', 'ASP', '-COMP:T/fin', 'CLASS:TR', 'COMP:D', '!COMP:*', '-COMP:V', 'V', '-COMP:P', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf'}
mukavasti       ['LANG:EN']
mukava-         {'2SPEC', '0', 'LANG:FI', 'SPEC:D', 'LF:comfortably', 'PF:mukavasti'}
must            {'-SPEC:V', 'COMP:v', 'COMP:V', 'ARG', 'SPEC:D', 'PHI:GEN:_', '-SPEC:Neg', 'PHI:PER:_', 'FIN', '!SPEC:D', '-SPEC:C/fin', '-COMP:INF', 'PF:must', '-SPEC:T/fin', 'PHI:DET:_', '-COMP:T/fin', 'SPEC:*', 'T/fin', '!COMP:*', '-SPEC:C', '-SPEC:v', '!PROBE:V', 'COMP:Neg', '-SPEC:TO/inf', 'VAL', 'T', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', 'MODAL', 'SPEC:TO/inf', 'COMP:T/prt', 'LF:must', 'LANG:EN'}
myi             ['LANG:FI']
myynyt          ['LANG:FI']
myyda           ['LANG:FI']
myy-            {'SPEC:P', 'ARG', 'LF:sell', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'CLASS:TR', 'ASP:BOUNDED', 'COMP:D', '!COMP:*', '-COMP:V', 'V', '-COMP:P', 'PHI:NUM:_', '-SPEC:FORCE', 'PF:myy', '-COMP:N', 'SPEC:TO/inf'}
naki            ['LANG:FI']
nake-           {'SPEC:P', 'ARG', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'LF:see', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'PHI:DET:_', 'CLASS:TR', 'ASP:BOUNDED', '!COMP:*', 'COMP:D', '-COMP:V', 'PF:nake', '-COMP:ESSA/inf', 'V', '-COMP:MA/tta', '-COMP:P', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf'}
nayttaa         ['LANG:FI']
naytta-         {'SPEC:P', 'LF:seem', 'SPEC:ADV', '!SPEC:D', '-ARG', '-COMP:v', 'COMP:P', 'LANG:FI', '-SPEC:T/fin', 'PF:naytta', 'ASP', '-COMP:T/fin', '-COMP:V', 'VAL', 'V', 'SEM:internal', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', '!COMP:VA/inf'}
ndo             {'!COMP:*', '?ARG', '-SPEC:V', 'COMP:v', 'PF:PRG', 'COMP:V', 'VAL', 'LF:ing', 'PRG', '-COMP:FORCE', 'INF', '-SPEC:T/fin', '-COMP:T/fin', '-COMP:C/fin', 'LANG:EN'}
ne              {'PHI:NUM:PL', '-SPEC:V', '-SPEC:INF', 'COMP:N', '-ARG', 'LF:those', 'LANG:FI', '-SPEC:MA/lla', '-COMP:D', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:P', '-SPEC:C', '!COMP:*', 'D', 'PHI:PER:3', '-COMP:uR', 'PF:ne', 'adjoinable', '-SPEC:Neg/fin', 'OP', '!PROBE:N'}
niiden          ['LANG:EN']
nen             {'A', 'LF:ing', '-SPEC:D', 'TAIL:D', 'adjoinable', 'LANG:FI', '-SPEC:A', 'COMP:0', 'SPEC:*', 'PF:a'}
not             {'!COMP:*', 'ARG', 'PF:not', '-COMP:FIN', 'PHI:GEN:_', 'PHI:PER:_', 'Neg', 'LF:not', '-SPEC:T/fin', 'POL:NEG', '-COMP:C', 'PHI:NUM:_', '-COMP:D', 'PHI:DET:_', '-VAL', 'SPEC:*', 'LANG:EN'}
nukahti         ['LANG:FI']
nukkunut        ['LANG:FI']
nukuttiin       ['LANG:FI']
nukkua          ['LANG:FI']
nukkui          ['LANG:FI']
nukkuu          ['LANG:FI']
nukku-          {'SPEC:P', 'ARG', 'SPEC:D', 'PHI:PER:_', 'LF:sleep', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'PHI:DET:_', '-SPEC:T/fin', '-COMP:D', '-COMP:T/fin', 'ASP', '-VAL', '-COMP:Neg/fin', '-COMP:V', 'V', 'CLASS:INTR', '-COMP:MA/inf', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:T', 'PF:nukku', '-COMP:N', 'SPEC:TO/inf'}
ollut           ['LANG:FI']
on'             ['LANG:FI']
on'             ['LANG:FI']
omaisuutensa    ['LANG:FI']
omaisuuttaan    ['LANG:FI']
omaisuus-       {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', 'LF:possessions', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'PF:omaisuuden'}
operatoria      ['LANG:IT']
operatoria-     {'2SPEC', '0', 'PF:operatoria', 'SPEC:D', 'LF:operation', 'LANG:IT'}
ostaa           ['LANG:FI']
osta-           {'SPEC:P', 'ARG', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'CLASS:TR', 'ASP:BOUNDED', '!COMP:*', 'COMP:D', '-COMP:V', 'V', 'PF:osta', '-COMP:P', 'PHI:NUM:_', '-SPEC:FORCE', 'LF:buy', '-COMP:N', 'SPEC:TO/inf'}
paivan          ['LANG:EN']
paivaa          ['LANG:EN']
paiva           ['LANG:EN']
paiva-          {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', 'LF:day', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'SEM:nonreferential', 'COMP:C', 'COMP:uR', 'PF:paiva', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
Pariisia        ['LANG:FI']
Pariisi-        {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', 'LF:Paris', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'PF:Pariisi'}
Pekkaa          ['LANG:FI']
Pekka           ['LANG:FI']
Pekan_gen       ['LANG:FI']
Pekan_acc       ['LANG:FI']
Pekka_0acc      ['LANG:FI']
Pekka-          {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'LF:Pekka', '-SEM:directional', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PF:Pekka', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
pelottaa        ['LANG:FI']
pelkaa-         {'SPEC:P', 'ARG', 'LF:fear', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'CLASS:TR', '!COMP:*', 'COMP:D', '-COMP:V', 'V', 'PF:pelkaa', '-COMP:P', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf'}
persuades       ['LANG:EN']
persuade-       {'SPEC:P', 'ARG', 'PHI:GEN:_', 'COMP:TO/inf', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'PF:persuade', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'LF:persuade', 'ASP', '-COMP:T/fin', '!COMP:*', 'SEM:external', '-COMP:V', 'V', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'LANG:EN'}
peruuntui       ['LANG:FI']
peruuntu-       {'SPEC:P', 'ARG', 'SPEC:D', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LF:cancelled', 'LANG:FI', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', 'ASP', '-COMP:V', 'V', 'PF:peruuntui', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf'}
pesi            ['LANG:FI']
pesta           ['LANG:FI']
pese-           {'SPEC:P', 'ARG', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'CLASS:TR', 'ASP:BOUNDED', '!COMP:*', 'COMP:D', '-COMP:V', 'V', '-COMP:P', 'LF:wash', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'PF:pese'}
pese-           {'SPEC:P', 'ARG', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LANG:FI', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ASP', '-COMP:T/fin', 'CLASS:TR', '!COMP:*', 'COMP:D', '-COMP:V', 'V', '-COMP:P', 'LF:wash', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'PF:pese'}
petardi         {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', 'LF:firecrackers', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'PF:petardi', 'COMP:R/D', '-COMP:N'}
pieni           ['LANG:FI']
pieni-          {'2SPEC', '0', 'LF:small', 'LANG:FI', 'SPEC:D', 'PF:pieni-'}
poikien         ['LANG:FI']
poika-          {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'LF:boy', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', 'LANG:FI', '-COMP:A', 'PF:poika', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
puhelinta       ['LANG:FI']
puhelin-        {'2SPEC', '0', 'LANG:FI', 'SPEC:D', 'LF:phone', 'PF:puhelin'}
punainen        ['LANG:FI']
puna-           {'2SPEC', 'PF:puna-', '0', 'LANG:FI', 'SPEC:D', 'LF:red'}
